LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
Jega,Birnin Kebbi,2027,Jega,0.934417004,0.8,0.8,0.915591009,0.700200915,0.750959923,0.873235608,3,august,2778,Kebbi,PBO
Jega,Birnin Kebbi,2030,Jega,0.934417004,0.8,0.8,0.915591009,0.700200915,0.750959923,0.873235608,4,august,3873,Kebbi,PBO
Jema'a,Soba,2022,Jema'a,0.8,0.8,0.8,0.8,0.50980792,0.746937746,0.664175216,1,july,916,Kaduna,PBO
Jema'a,Soba,2025,Jema'a,0.8,0.8,0.8,0.8,0.50980792,0.746937746,0.664175216,2,july,2011,Kaduna,PBO
Jema'a,Soba,2028,Jema'a,0.8,0.8,0.8,0.8,0.50980792,0.746937746,0.664175216,3,july,3106,Kaduna,PBO
Jere,Gawabawa,2020,Jere,0.8,0.8,0.8,0.8,0.753750697,0.751459291,0.964800892,1,august,223,Borno,Urban areas
Jere,Gawabawa,2023,Jere,0.8,0.8,0.8,0.8,0.753750697,0.751459291,0.964800892,2,august,1318,Borno,Urban areas
Jere,Gawabawa,2026,Jere,0.8,0.8,0.8,0.8,0.753750697,0.751459291,0.964800892,3,august,2413,Borno,Urban areas
Jere,Gawabawa,2029,Jere,0.8,0.8,0.8,0.8,0.753750697,0.751459291,0.964800892,4,august,3508,Borno,Urban areas
Jibia,Rimi,2021,Jibia,0.854166667,0.826086957,0.8,0.8,0.628110182,0.749983655,0.816973639,1,march,435,Katsina,PBO
Jibia,Rimi,2024,Jibia,0.854166667,0.826086957,0.8,0.8,0.628110182,0.749983655,0.816973639,2,march,1530,Katsina,PBO
Jibia,Rimi,2027,Jibia,0.854166667,0.826086957,0.8,0.8,0.628110182,0.749983655,0.816973639,3,march,2625,Katsina,PBO
Jibia,Rimi,2030,Jibia,0.854166667,0.826086957,0.8,0.8,0.628110182,0.749983655,0.816973639,4,march,3720,Katsina,PBO
Jos East,Soba,2020,Jos East,0.8,0.8,0.8,0.8,0.522538958,0.747401474,0.685326633,1,july,186,Plateau,PBO
Jos East,Soba,2023,Jos East,0.8,0.8,0.8,0.8,0.522538958,0.747401474,0.685326633,2,july,1281,Plateau,PBO
Jos East,Soba,2026,Jos East,0.8,0.8,0.8,0.8,0.522538958,0.747401474,0.685326633,3,july,2376,Plateau,PBO
Jos East,Soba,2029,Jos East,0.8,0.8,0.8,0.8,0.522538958,0.747401474,0.685326633,4,july,3471,Plateau,PBO
Jos North,Soba,2020,Jos North,0.8,0.8,0.8,0.8,0.493441356,0.746271894,0.631604936,1,july,186,Plateau,Urban areas
Jos North,Soba,2023,Jos North,0.8,0.8,0.8,0.8,0.493441356,0.746271894,0.631604936,2,july,1281,Plateau,Urban areas
Jos North,Soba,2026,Jos North,0.8,0.8,0.8,0.8,0.493441356,0.746271894,0.631604936,3,july,2376,Plateau,Urban areas
Jos North,Soba,2029,Jos North,0.8,0.8,0.8,0.8,0.493441356,0.746271894,0.631604936,4,july,3471,Plateau,Urban areas
Jos South,Soba,2020,Jos South,0.8,0.8,0.8,0.8,0.463767002,0.744824211,0.593621763,1,july,186,Plateau,Urban areas
Jos South,Soba,2023,Jos South,0.8,0.8,0.8,0.8,0.463767002,0.744824211,0.593621763,2,july,1281,Plateau,Urban areas
Jos South,Soba,2026,Jos South,0.8,0.8,0.8,0.8,0.463767002,0.744824211,0.593621763,3,july,2376,Plateau,Urban areas
Jos South,Soba,2029,Jos South,0.8,0.8,0.8,0.8,0.463767002,0.744824211,0.593621763,4,july,3471,Plateau,Urban areas
Kabba-Bunu,Oke-Ero,2020,Kabba/Bunu,0.8,0.8,0.8,0.8,0.319779497,0.728762304,0.65,1,july,186,Kogi,PBO
Kabba-Bunu,Oke-Ero,2023,Kabba/Bunu,0.8,0.8,0.8,0.8,0.319779497,0.728762304,0.65,2,july,1281,Kogi,PBO
Kabba-Bunu,Oke-Ero,2026,Kabba/Bunu,0.8,0.8,0.8,0.8,0.319779497,0.728762304,0.65,3,july,2376,Kogi,PBO
Kabba-Bunu,Oke-Ero,2029,Kabba/Bunu,0.8,0.8,0.8,0.8,0.319779497,0.728762304,0.65,4,july,3471,Kogi,PBO
Kabo,Gwarzo,2022,Kabo,0.8,0.8,0.8,0.8,0.81249578,0.751862855,0.927657555,1,august,953,Kano,PBO
Kabo,Gwarzo,2025,Kabo,0.8,0.8,0.8,0.8,0.81249578,0.751862855,0.927657555,2,august,2048,Kano,PBO
Kabo,Gwarzo,2028,Kabo,0.8,0.8,0.8,0.8,0.81249578,0.751862855,0.927657555,3,august,3143,Kano,PBO
Kachia,Ngor-Okpala,2022,Kachia,0.8,0.8,0.8,0.8,0.53616272,0.747851526,0.706534734,1,june,892,Kaduna,PBO
Kachia,Ngor-Okpala,2025,Kachia,0.8,0.8,0.8,0.8,0.53616272,0.747851526,0.706534734,2,june,1987,Kaduna,PBO
Kachia,Ngor-Okpala,2028,Kachia,0.8,0.8,0.8,0.8,0.53616272,0.747851526,0.706534734,3,june,3082,Kaduna,PBO
Kaduna North,Soba,2022,Kaduna North,0.8,0.8,0.8,0.8,0.657446265,0.750433388,0.841531219,1,july,916,Kaduna,Urban areas
Kaduna North,Soba,2025,Kaduna North,0.8,0.8,0.8,0.8,0.657446265,0.750433388,0.841531219,2,july,2011,Kaduna,Urban areas
Kaduna North,Soba,2028,Kaduna North,0.8,0.8,0.8,0.8,0.657446265,0.750433388,0.841531219,3,july,3106,Kaduna,Urban areas
Kaduna South,Soba,2022,Kaduna South,0.8,0.8,0.8,0.8,0.679569503,0.7507226,0.869848964,1,july,916,Kaduna,Urban areas
Kaduna South,Soba,2025,Kaduna South,0.8,0.8,0.8,0.8,0.679569503,0.7507226,0.869848964,2,july,2011,Kaduna,Urban areas
Kaduna South,Soba,2028,Kaduna South,0.8,0.8,0.8,0.8,0.679569503,0.7507226,0.869848964,3,july,3106,Kaduna,Urban areas
Kafin Hausa,Taura,2021,Kafin Hausa,0.950194866,0.840231475,0.908210855,0.972138948,0.673182764,0.750643042,0.854607934,1,july,551,Jigawa,PBO
Kafin Hausa,Taura,2024,Kafin Hausa,0.950194866,0.840231475,0.908210855,0.972138948,0.673182764,0.750643042,0.854607934,2,july,1646,Jigawa,PBO
Kafin Hausa,Taura,2027,Kafin Hausa,0.950194866,0.840231475,0.908210855,0.972138948,0.673182764,0.750643042,0.854607934,3,july,2741,Jigawa,PBO
Kafin Hausa,Taura,2030,Kafin Hausa,0.950194866,0.840231475,0.908210855,0.972138948,0.673182764,0.750643042,0.854607934,4,july,3836,Jigawa,PBO
Kafur,Gwarzo,2021,Kafur,0.8,0.8,0.8,0.8,0.742026184,0.751362388,0.897314414,1,august,588,Katsina,PBO
Kafur,Gwarzo,2024,Kafur,0.8,0.8,0.8,0.8,0.742026184,0.751362388,0.897314414,2,august,1683,Katsina,PBO
Kafur,Gwarzo,2027,Kafur,0.8,0.8,0.8,0.8,0.742026184,0.751362388,0.897314414,3,august,2778,Katsina,PBO
Kafur,Gwarzo,2030,Kafur,0.8,0.8,0.8,0.8,0.742026184,0.751362388,0.897314414,4,august,3873,Katsina,PBO
Kaga,Darazo,2020,Kaga,0.8,0.8,0.8,0.8,0.674887541,0.750664577,0.855863415,1,july,186,Borno,PBO
Kaga,Darazo,2023,Kaga,0.8,0.8,0.8,0.8,0.674887541,0.750664577,0.855863415,2,july,1281,Borno,PBO
Kaga,Darazo,2026,Kaga,0.8,0.8,0.8,0.8,0.674887541,0.750664577,0.855863415,3,july,2376,Borno,PBO
Kaga,Darazo,2029,Kaga,0.8,0.8,0.8,0.8,0.674887541,0.750664577,0.855863415,4,july,3471,Borno,PBO
Kagarko,Oke-Ero,2022,Kagarko,0.869565217,0.8,0.8,0.8,0.616828924,0.749787188,0.806075682,1,july,916,Kaduna,PBO
Kagarko,Oke-Ero,2025,Kagarko,0.869565217,0.8,0.8,0.8,0.616828924,0.749787188,0.806075682,2,july,2011,Kaduna,PBO
Kagarko,Oke-Ero,2028,Kagarko,0.869565217,0.8,0.8,0.8,0.616828924,0.749787188,0.806075682,3,july,3106,Kaduna,PBO
Kaiama,Oke-Ero,2020,Kaiama,0.8,0.8,0.8,0.8,0.409404988,0.741047587,0.65,1,july,186,Kwara,PBO
Kaiama,Oke-Ero,2023,Kaiama,0.8,0.8,0.8,0.8,0.409404988,0.741047587,0.65,2,july,1281,Kwara,PBO
Kaiama,Oke-Ero,2026,Kaiama,0.8,0.8,0.8,0.8,0.409404988,0.741047587,0.65,3,july,2376,Kwara,PBO
Kaiama,Oke-Ero,2029,Kaiama,0.8,0.8,0.8,0.8,0.409404988,0.741047587,0.65,4,july,3471,Kwara,PBO
Kaita,Rimi,2021,kaita,0.882352941,0.8,0.8,0.8,0.68725966,0.750814455,0.864644186,1,march,435,Katsina,PBO
Kaita,Rimi,2024,kaita,0.882352941,0.8,0.8,0.8,0.68725966,0.750814455,0.864644186,2,march,1530,Katsina,PBO
Kaita,Rimi,2027,kaita,0.882352941,0.8,0.8,0.8,0.68725966,0.750814455,0.864644186,3,march,2625,Katsina,PBO
Kaita,Rimi,2030,kaita,0.882352941,0.8,0.8,0.8,0.68725966,0.750814455,0.864644186,4,march,3720,Katsina,PBO
Kajola,Akinyele,2020,Kajola,0.8,0.8,0.8,0.8,0.406200649,0.740764438,0.65,1,may,131,Oyo,PBO
Kajola,Akinyele,2023,Kajola,0.8,0.8,0.8,0.8,0.406200649,0.740764438,0.65,2,may,1226,Oyo,PBO
Kajola,Akinyele,2026,Kajola,0.8,0.8,0.8,0.8,0.406200649,0.740764438,0.65,3,may,2321,Oyo,PBO
Kajola,Akinyele,2029,Kajola,0.8,0.8,0.8,0.8,0.406200649,0.740764438,0.65,4,may,3416,Oyo,PBO
Kajuru,Soba,2022,Kajuru,0.928571429,0.8,0.8,0.8,0.492999945,0.746252749,0.65,1,july,916,Kaduna,PBO
Kajuru,Soba,2025,Kajuru,0.928571429,0.8,0.8,0.8,0.492999945,0.746252749,0.65,2,july,2011,Kaduna,PBO
Kajuru,Soba,2028,Kajuru,0.928571429,0.8,0.8,0.8,0.492999945,0.746252749,0.65,3,july,3106,Kaduna,PBO
Kala-Balge,Darazo,2020,Kala/Balge,0.8,0.8,0.8,0.8,0.645505958,0.75026024,0.832564542,1,july,186,Borno,PBO
Kala-Balge,Darazo,2023,Kala/Balge,0.8,0.8,0.8,0.8,0.645505958,0.75026024,0.832564542,2,july,1281,Borno,PBO
Kala-Balge,Darazo,2026,Kala/Balge,0.8,0.8,0.8,0.8,0.645505958,0.75026024,0.832564542,3,july,2376,Borno,PBO
Kala-Balge,Darazo,2029,Kala/Balge,0.8,0.8,0.8,0.8,0.645505958,0.75026024,0.832564542,4,july,3471,Borno,PBO
Kalgo,Birnin Kebbi,2021,Kalgo,0.927737471,0.8,0.8,0.876524196,0.681068976,0.750740842,0.860322174,1,august,588,Kebbi,PBO
Kalgo,Birnin Kebbi,2024,Kalgo,0.927737471,0.8,0.8,0.876524196,0.681068976,0.750740842,0.860322174,2,august,1683,Kebbi,PBO
Kalgo,Birnin Kebbi,2027,Kalgo,0.927737471,0.8,0.8,0.876524196,0.681068976,0.750740842,0.860322174,3,august,2778,Kebbi,PBO
Kalgo,Birnin Kebbi,2030,Kalgo,0.927737471,0.8,0.8,0.876524196,0.681068976,0.750740842,0.860322174,4,august,3873,Kebbi,PBO
Kaltungo,Alkaleri,2021,Kaltungo,0.8,0.8,0.8,0.8,0.500615672,0.74657408,0.648064062,1,july,551,Gombe,PBO
Kaltungo,Alkaleri,2024,Kaltungo,0.8,0.8,0.8,0.8,0.500615672,0.74657408,0.648064062,2,july,1646,Gombe,PBO
Kaltungo,Alkaleri,2027,Kaltungo,0.8,0.8,0.8,0.8,0.500615672,0.74657408,0.648064062,3,july,2741,Gombe,PBO
Kaltungo,Alkaleri,2030,Kaltungo,0.8,0.8,0.8,0.8,0.500615672,0.74657408,0.648064062,4,july,3836,Gombe,PBO
Kanam,Alkaleri,2020,Kanam,0.8,0.8,0.8,0.8,0.551419778,0.748305371,0.728631858,1,july,186,Plateau,PBO
Kanam,Alkaleri,2023,Kanam,0.8,0.8,0.8,0.8,0.551419778,0.748305371,0.728631858,2,july,1281,Plateau,PBO
Kanam,Alkaleri,2026,Kanam,0.8,0.8,0.8,0.8,0.551419778,0.748305371,0.728631858,3,july,2376,Plateau,PBO
Kanam,Alkaleri,2029,Kanam,0.8,0.8,0.8,0.8,0.551419778,0.748305371,0.728631858,4,july,3471,Plateau,PBO
Kankara,Rimi,2021,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.751811211,0.924520058,1,march,435,Katsina,PBO
Kankara,Rimi,2024,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.751811211,0.924520058,2,march,1530,Katsina,PBO
Kankara,Rimi,2027,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.751811211,0.924520058,3,march,2625,Katsina,PBO
Kankara,Rimi,2030,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.751811211,0.924520058,4,march,3720,Katsina,PBO
Kanke,Alkaleri,2020,Kanke,0.8,0.8,0.8,0.8,0.64202109,0.750207233,0.8295543,1,july,186,Plateau,PBO
Kanke,Alkaleri,2023,Kanke,0.8,0.8,0.8,0.8,0.64202109,0.750207233,0.8295543,2,july,1281,Plateau,PBO
Kanke,Alkaleri,2026,Kanke,0.8,0.8,0.8,0.8,0.64202109,0.750207233,0.8295543,3,july,2376,Plateau,PBO
Kanke,Alkaleri,2029,Kanke,0.8,0.8,0.8,0.8,0.64202109,0.750207233,0.8295543,4,july,3471,Plateau,PBO
Kankia,Rimi,2021,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.751487324,0.904863131,1,march,435,Katsina,PBO
Kankia,Rimi,2024,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.751487324,0.904863131,2,march,1530,Katsina,PBO
Kankia,Rimi,2027,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.751487324,0.904863131,3,march,2625,Katsina,PBO
Kankia,Rimi,2030,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.751487324,0.904863131,4,march,3720,Katsina,PBO
Kano Municipal,Alkaleri,2022,Kano Municipal,0.8,0.8,0.8,0.8,0.636999309,0.750128781,0.815359116,1,july,916,Kano,Urban areas
Kano Municipal,Alkaleri,2025,Kano Municipal,0.8,0.8,0.8,0.8,0.636999309,0.750128781,0.815359116,2,july,2011,Kano,Urban areas
Kano Municipal,Alkaleri,2028,Kano Municipal,0.8,0.8,0.8,0.8,0.636999309,0.750128781,0.815359116,3,july,3106,Kano,Urban areas
Karasuwa,Taura,2022,Karasuwa,0.8,0.8,0.8,0.8,0.736988539,0.751318789,0.894687025,1,july,916,Yobe,PBO
Karasuwa,Taura,2025,Karasuwa,0.8,0.8,0.8,0.8,0.736988539,0.751318789,0.894687025,2,july,2011,Yobe,PBO
Karasuwa,Taura,2028,Karasuwa,0.8,0.8,0.8,0.8,0.736988539,0.751318789,0.894687025,3,july,3106,Yobe,PBO
Karaye,Gwarzo,2022,Karaye,0.826923077,0.8,0.8,0.833333333,0.844998327,0.752038885,0.938332791,1,august,953,Kano,PBO
Karaye,Gwarzo,2025,Karaye,0.826923077,0.8,0.8,0.833333333,0.844998327,0.752038885,0.938332791,2,august,2048,Kano,PBO
Karaye,Gwarzo,2028,Karaye,0.826923077,0.8,0.8,0.833333333,0.844998327,0.752038885,0.938332791,3,august,3143,Kano,PBO
Karin-Lamido,Alkaleri,2022,Karin-Lamido,0.8,0.8,0.8,0.8,0.39417534,0.739625761,0.65,1,july,916,Taraba,PBO
Karin-Lamido,Alkaleri,2025,Karin-Lamido,0.8,0.8,0.8,0.8,0.39417534,0.739625761,0.65,2,july,2011,Taraba,PBO
Karin-Lamido,Alkaleri,2028,Karin-Lamido,0.8,0.8,0.8,0.8,0.39417534,0.739625761,0.65,3,july,3106,Taraba,PBO
Karu,Oke-Ero,2021,Karu,0.8,0.8,0.8,0.8,0.470750314,0.745196366,0.65,1,july,551,Nasarawa,PBO
Karu,Oke-Ero,2024,Karu,0.8,0.8,0.8,0.8,0.470750314,0.745196366,0.65,2,july,1646,Nasarawa,PBO
Karu,Oke-Ero,2027,Karu,0.8,0.8,0.8,0.8,0.470750314,0.745196366,0.65,3,july,2741,Nasarawa,PBO
Karu,Oke-Ero,2030,Karu,0.8,0.8,0.8,0.8,0.470750314,0.745196366,0.65,4,july,3836,Nasarawa,PBO
Katagum,Gwarzo,2021,Katagum,0.8,0.8,0.8,0.8,0.74547039,0.751391505,0.899071161,1,august,588,Bauchi,PBO
Katagum,Gwarzo,2024,Katagum,0.8,0.8,0.8,0.8,0.74547039,0.751391505,0.899071161,2,august,1683,Bauchi,PBO
Katagum,Gwarzo,2027,Katagum,0.8,0.8,0.8,0.8,0.74547039,0.751391505,0.899071161,3,august,2778,Bauchi,PBO
Katagum,Gwarzo,2030,Katagum,0.8,0.8,0.8,0.8,0.74547039,0.751391505,0.899071161,4,august,3873,Bauchi,PBO
Katcha,Oke-Ero,2022,Katcha,0.8,0.8,0.8,0.8,0.42622003,0.742408635,0.65,1,july,916,Niger,PBO
Katcha,Oke-Ero,2025,Katcha,0.8,0.8,0.8,0.8,0.42622003,0.742408635,0.65,2,july,2011,Niger,PBO
Katcha,Oke-Ero,2028,Katcha,0.8,0.8,0.8,0.8,0.42622003,0.742408635,0.65,3,july,3106,Niger,PBO
Katsina,Rimi,2021,Katsina,0.8,0.8,0.8,0.8,0.71205914,0.751083925,0.880609312,1,march,435,Katsina,PBO
Katsina,Rimi,2024,Katsina,0.8,0.8,0.8,0.8,0.71205914,0.751083925,0.880609312,2,march,1530,Katsina,PBO
Katsina,Rimi,2027,Katsina,0.8,0.8,0.8,0.8,0.71205914,0.751083925,0.880609312,3,march,2625,Katsina,PBO
Katsina,Rimi,2030,Katsina,0.8,0.8,0.8,0.8,0.71205914,0.751083925,0.880609312,4,march,3720,Katsina,PBO
Katsina-Ala,Keana,2020,Katsina-Ala,0.8,0.8,0.8,0.8,0.338062239,0.73221681,0.65,1,august,223,Benue,PBO
Katsina-Ala,Keana,2023,Katsina-Ala,0.8,0.8,0.8,0.8,0.338062239,0.73221681,0.65,2,august,1318,Benue,PBO
Katsina-Ala,Keana,2026,Katsina-Ala,0.8,0.8,0.8,0.8,0.338062239,0.73221681,0.65,3,august,2413,Benue,PBO
Katsina-Ala,Keana,2029,Katsina-Ala,0.8,0.8,0.8,0.8,0.338062239,0.73221681,0.65,4,august,3508,Benue,PBO
Kaugama,Taura,2021,Kaugama,0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.750326737,0.836355656,1,july,551,Jigawa,PBO
Kaugama,Taura,2024,Kaugama,0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.750326737,0.836355656,2,july,1646,Jigawa,PBO
Kaugama,Taura,2027,Kaugama,0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.750326737,0.836355656,3,july,2741,Jigawa,PBO
Kaugama,Taura,2030,Kaugama,0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.750326737,0.836355656,4,july,3836,Jigawa,PBO
Kaura,Soba,2022,Kaura,0.904761905,0.8,0.8,0.8,0.544538981,0.748106839,0.7188759,1,july,916,Kaduna,PBO
Kaura,Soba,2025,Kaura,0.904761905,0.8,0.8,0.8,0.544538981,0.748106839,0.7188759,2,july,2011,Kaduna,PBO
Kaura,Soba,2028,Kaura,0.904761905,0.8,0.8,0.8,0.544538981,0.748106839,0.7188759,3,july,3106,Kaduna,PBO
Kaura-Namoda,Rimi,2020,Kaura-Namoda,0.8,0.8,0.8,0.8,0.83259153,0.751975042,0.934466138,1,march,70,Zamfara,PBO
Kaura-Namoda,Rimi,2023,Kaura-Namoda,0.8,0.8,0.8,0.8,0.83259153,0.751975042,0.934466138,2,march,1165,Zamfara,PBO
Kaura-Namoda,Rimi,2026,Kaura-Namoda,0.8,0.8,0.8,0.8,0.83259153,0.751975042,0.934466138,3,march,2260,Zamfara,PBO
Kaura-Namoda,Rimi,2029,Kaura-Namoda,0.8,0.8,0.8,0.8,0.83259153,0.751975042,0.934466138,4,march,3355,Zamfara,PBO
Kauru,Soba,2022,Kauru,0.954545455,0.8,0.8,0.838235294,0.435728811,0.743094562,0.65,1,july,916,Kaduna,PBO
Kauru,Soba,2025,Kauru,0.954545455,0.8,0.8,0.838235294,0.435728811,0.743094562,0.65,2,july,2011,Kaduna,PBO
Kauru,Soba,2028,Kauru,0.954545455,0.8,0.8,0.838235294,0.435728811,0.743094562,0.65,3,july,3106,Kaduna,PBO
Kazaure,Babura,2021,Kazaure,0.867924528,0.8,0.8,0.949367089,0.72677407,0.751226535,0.889141293,1,may,496,Jigawa,PBO
Kazaure,Babura,2024,Kazaure,0.867924528,0.8,0.8,0.949367089,0.72677407,0.751226535,0.889141293,2,may,1591,Jigawa,PBO
Kazaure,Babura,2027,Kazaure,0.867924528,0.8,0.8,0.949367089,0.72677407,0.751226535,0.889141293,3,may,2686,Jigawa,PBO
Kazaure,Babura,2030,Kazaure,0.867924528,0.8,0.8,0.949367089,0.72677407,0.751226535,0.889141293,4,may,3781,Jigawa,PBO
Keana,Keana,2021,Keana,0.8,0.8,0.8,0.8,0.38719336,0.738904886,0.65,1,august,588,Nasarawa,PBO
Keana,Keana,2024,Keana,0.8,0.8,0.8,0.8,0.38719336,0.738904886,0.65,2,august,1683,Nasarawa,PBO
Keana,Keana,2027,Keana,0.8,0.8,0.8,0.8,0.38719336,0.738904886,0.65,3,august,2778,Nasarawa,PBO
Keana,Keana,2030,Keana,0.8,0.8,0.8,0.8,0.38719336,0.738904886,0.65,4,august,3873,Nasarawa,PBO
Kebbe,Birnin Kebbi,2020,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,1,august,223,Sokoto,PBO
Kebbe,Birnin Kebbi,2023,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,2,august,1318,Sokoto,PBO
Kebbe,Birnin Kebbi,2026,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,3,august,2413,Sokoto,PBO
Kebbe,Birnin Kebbi,2029,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,4,august,3508,Sokoto,PBO
Keffi,Oke-Ero,2021,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,1,july,551,Nasarawa,PBO
Keffi,Oke-Ero,2024,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,2,july,1646,Nasarawa,PBO
Keffi,Oke-Ero,2027,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,3,july,2741,Nasarawa,PBO
Keffi,Oke-Ero,2030,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,4,july,3836,Nasarawa,PBO
Khana,Nsit Ubium,2020,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,1,june,162,Rivers,PBO
Khana,Nsit Ubium,2023,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,2,june,1257,Rivers,PBO
Khana,Nsit Ubium,2026,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,3,june,2352,Rivers,PBO
Khana,Nsit Ubium,2029,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,4,june,3447,Rivers,PBO
Kibiya,Gwarzo,2022,Kibiya,0.8,0.8,0.8,0.8,0.813323711,0.751867706,0.927952179,1,august,953,Kano,PBO
Kibiya,Gwarzo,2025,Kibiya,0.8,0.8,0.8,0.8,0.813323711,0.751867706,0.927952179,2,august,2048,Kano,PBO
Kibiya,Gwarzo,2028,Kibiya,0.8,0.8,0.8,0.8,0.813323711,0.751867706,0.927952179,3,august,3143,Kano,PBO
Kirfi,Alkaleri,2021,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,1,july,551,Bauchi,PBO
Kirfi,Alkaleri,2024,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,2,july,1646,Bauchi,PBO
Kirfi,Alkaleri,2027,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,3,july,2741,Bauchi,PBO
Kirfi,Alkaleri,2030,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,4,july,3836,Bauchi,PBO
Kiri Kasamma,Taura,2021,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,1,july,551,Jigawa,PBO
Kiri Kasamma,Taura,2024,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,2,july,1646,Jigawa,PBO
Kiri Kasamma,Taura,2027,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,3,july,2741,Jigawa,PBO
Kiri Kasamma,Taura,2030,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,4,july,3836,Jigawa,PBO
Kiru,Gwarzo,2022,Kiru,0.8,0.8,0.8,0.8,0.826693612,0.751943284,0.932540181,1,august,953,Kano,PBO
Kiru,Gwarzo,2025,Kiru,0.8,0.8,0.8,0.8,0.826693612,0.751943284,0.932540181,2,august,2048,Kano,PBO
Kiru,Gwarzo,2028,Kiru,0.8,0.8,0.8,0.8,0.826693612,0.751943284,0.932540181,3,august,3143,Kano,PBO
Kiyawa,Takali,2021,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,1,september,615,Jigawa,PBO
Kiyawa,Takali,2024,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,2,september,1710,Jigawa,PBO
Kiyawa,Takali,2027,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,3,september,2805,Jigawa,PBO
Kiyawa,Takali,2030,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,4,september,3900,Jigawa,PBO
Kogi,Keana,2020,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,1,august,223,Kogi,PBO
Kogi,Keana,2023,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,2,august,1318,Kogi,PBO
Kogi,Keana,2026,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,3,august,2413,Kogi,PBO
Kogi,Keana,2029,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,4,august,3508,Kogi,PBO
Koko-Besse,Birnin Kebbi,2021,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,1,august,588,Kebbi,PBO
Koko-Besse,Birnin Kebbi,2024,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,2,august,1683,Kebbi,PBO
Koko-Besse,Birnin Kebbi,2027,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,3,august,2778,Kebbi,PBO
Koko-Besse,Birnin Kebbi,2030,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,4,august,3873,Kebbi,PBO
Kokona,Oke-Ero,2021,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,1,july,551,Nasarawa,PBO
Kokona,Oke-Ero,2024,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,2,july,1646,Nasarawa,PBO
