LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
Kokona,Oke-Ero,2027,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,3,july,2741,Nasarawa,PBO
Kokona,Oke-Ero,2030,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,4,july,3836,Nasarawa,PBO
Kolokuma-Opokuma,Ahoada West,2020,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,1,may,131,Bayelsa,PBO
Kolokuma-Opokuma,Ahoada West,2023,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,2,may,1226,Bayelsa,PBO
Kolokuma-Opokuma,Ahoada West,2026,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,3,may,2321,Bayelsa,PBO
Kolokuma-Opokuma,Ahoada West,2029,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,4,may,3416,Bayelsa,PBO
Konduga,Darazo,2020,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,1,july,186,Borno,PBO
Konduga,Darazo,2023,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,2,july,1281,Borno,PBO
Konduga,Darazo,2026,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,3,july,2376,Borno,PBO
Konduga,Darazo,2029,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,4,july,3471,Borno,PBO
Konshisha,Oke-Ero,2020,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,1,july,186,Benue,PBO
Konshisha,Oke-Ero,2023,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,2,july,1281,Benue,PBO
Konshisha,Oke-Ero,2026,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,3,july,2376,Benue,PBO
Konshisha,Oke-Ero,2029,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,4,july,3471,Benue,PBO
Kontagora,Oke-Ero,2022,Kontagora,0.8,0.8,0.8,0.8,0.60860437,0.74963463,0.797715733,1,july,916,Niger,PBO
Kontagora,Oke-Ero,2025,Kontagora,0.8,0.8,0.8,0.8,0.60860437,0.74963463,0.797715733,2,july,2011,Niger,PBO
Kontagora,Oke-Ero,2028,Kontagora,0.8,0.8,0.8,0.8,0.60860437,0.74963463,0.797715733,3,july,3106,Niger,PBO
Kosofe,Isoko South,2020,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.744666732,0.589986816,1,june,162,Lagos,Urban areas
Kosofe,Isoko South,2023,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.744666732,0.589986816,2,june,1257,Lagos,Urban areas
Kosofe,Isoko South,2026,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.744666732,0.589986816,3,june,2352,Lagos,Urban areas
Kosofe,Isoko South,2029,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.744666732,0.589986816,4,june,3447,Lagos,Urban areas
Kubau,Soba,2022,Kubau,0.811072268,0.8,0.8,0.8,0.686299075,0.75080321,0.863982776,1,july,916,Kaduna,PBO
Kubau,Soba,2025,Kubau,0.811072268,0.8,0.8,0.8,0.686299075,0.75080321,0.863982776,2,july,2011,Kaduna,PBO
Kubau,Soba,2028,Kubau,0.811072268,0.8,0.8,0.8,0.686299075,0.75080321,0.863982776,3,july,3106,Kaduna,PBO
Kudan,Giwa,2022,Kudan,0.8,0.8,0.8,0.8,0.715360241,0.751116965,0.882581298,1,august,953,Kaduna,PBO
Kudan,Giwa,2025,Kudan,0.8,0.8,0.8,0.8,0.715360241,0.751116965,0.882581298,2,august,2048,Kaduna,PBO
Kudan,Giwa,2028,Kudan,0.8,0.8,0.8,0.8,0.715360241,0.751116965,0.882581298,3,august,3143,Kaduna,PBO
Kuje,Keana,2020,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,1,august,223,Federal Capital Territory,PBO
Kuje,Keana,2023,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,2,august,1318,Federal Capital Territory,PBO
Kuje,Keana,2026,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,3,august,2413,Federal Capital Territory,PBO
Kuje,Keana,2029,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,4,august,3508,Federal Capital Territory,PBO
Kukawa,Babura,2020,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,1,may,131,Borno,PBO
Kukawa,Babura,2023,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,2,may,1226,Borno,PBO
Kukawa,Babura,2026,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,3,may,2321,Borno,PBO
Kukawa,Babura,2029,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,4,may,3416,Borno,PBO
Kumbotso,Taura,2022,Kumbotso,0.8,0.8,0.8,0.8,0.728034042,0.751238202,0.889841585,1,july,916,Kano,PBO
Kumbotso,Taura,2025,Kumbotso,0.8,0.8,0.8,0.8,0.728034042,0.751238202,0.889841585,2,july,2011,Kano,PBO
Kumbotso,Taura,2028,Kumbotso,0.8,0.8,0.8,0.8,0.728034042,0.751238202,0.889841585,3,july,3106,Kano,PBO
Kunchi,Babura,2022,Kunchi,0.8,0.8,0.8,0.8,0.729388444,0.751250652,0.890589203,1,may,861,Kano,PBO
Kunchi,Babura,2025,Kunchi,0.8,0.8,0.8,0.8,0.729388444,0.751250652,0.890589203,2,may,1956,Kano,PBO
Kunchi,Babura,2028,Kunchi,0.8,0.8,0.8,0.8,0.729388444,0.751250652,0.890589203,3,may,3051,Kano,PBO
Kura,Gwarzo,2022,Kura,0.825,0.8,0.8,0.84375,0.796070741,0.751762244,0.921544589,1,august,953,Kano,PBO
Kura,Gwarzo,2025,Kura,0.825,0.8,0.8,0.84375,0.796070741,0.751762244,0.921544589,2,august,2048,Kano,PBO
Kura,Gwarzo,2028,Kura,0.825,0.8,0.8,0.84375,0.796070741,0.751762244,0.921544589,3,august,3143,Kano,PBO
Kurfi,Rimi,2021,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,1,march,435,Katsina,PBO
Kurfi,Rimi,2024,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,2,march,1530,Katsina,PBO
Kurfi,Rimi,2027,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,3,march,2625,Katsina,PBO
Kurfi,Rimi,2030,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,4,march,3720,Katsina,PBO
Kurmi,Oru West,2022,Kurmi,0.8,0.8,0.8,0.8,0.452232517,0.74416112,0.65,1,june,892,Taraba,PBO
Kurmi,Oru West,2025,Kurmi,0.8,0.8,0.8,0.8,0.452232517,0.74416112,0.65,2,june,1987,Taraba,PBO
Kurmi,Oru West,2028,Kurmi,0.8,0.8,0.8,0.8,0.452232517,0.74416112,0.65,3,june,3082,Taraba,PBO
Kusada,Rimi,2021,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,1,march,435,Katsina,PBO
Kusada,Rimi,2024,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,2,march,1530,Katsina,PBO
Kusada,Rimi,2027,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,3,march,2625,Katsina,PBO
Kusada,Rimi,2030,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,4,march,3720,Katsina,PBO
Kwali,Keana,2020,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,1,august,223,Federal Capital Territory,PBO
Kwali,Keana,2023,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,2,august,1318,Federal Capital Territory,PBO
Kwali,Keana,2026,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,3,august,2413,Federal Capital Territory,PBO
Kwali,Keana,2029,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,4,august,3508,Federal Capital Territory,PBO
Kwami,Alkaleri,2021,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,1,july,551,Gombe,PBO
Kwami,Alkaleri,2024,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,2,july,1646,Gombe,PBO
Kwami,Alkaleri,2027,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,3,july,2741,Gombe,PBO
Kwami,Alkaleri,2030,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,4,july,3836,Gombe,PBO
Kwande,Oke-Ero,2020,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,1,july,186,Benue,PBO
Kwande,Oke-Ero,2023,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,2,july,1281,Benue,PBO
Kwande,Oke-Ero,2026,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,3,july,2376,Benue,PBO
Kwande,Oke-Ero,2029,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,4,july,3471,Benue,PBO
Kware,Gawabawa,2020,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,1,august,223,Sokoto,PBO
Kware,Gawabawa,2023,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,2,august,1318,Sokoto,PBO
Kware,Gawabawa,2026,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,3,august,2413,Sokoto,PBO
Kware,Gawabawa,2029,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,4,august,3508,Sokoto,PBO
Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,1,july,186,Borno,PBO
Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,2,july,1281,Borno,PBO
Kwaya Kusar,Alkaleri,2026,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,3,july,2376,Borno,PBO
Kwaya Kusar,Alkaleri,2029,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,4,july,3471,Borno,PBO
Lafia,Alkaleri,2021,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,1,july,551,Nasarawa,PBO
Lafia,Alkaleri,2024,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,2,july,1646,Nasarawa,PBO
Lafia,Alkaleri,2027,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,3,july,2741,Nasarawa,PBO
Lafia,Alkaleri,2030,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,4,july,3836,Nasarawa,PBO
Lagelu,Akinyele,2020,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.733446008,0.65,1,may,131,Oyo,Urban areas
Lagelu,Akinyele,2023,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.733446008,0.65,2,may,1226,Oyo,Urban areas
Lagelu,Akinyele,2026,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.733446008,0.65,3,may,2321,Oyo,Urban areas
Lagelu,Akinyele,2029,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.733446008,0.65,4,may,3416,Oyo,Urban areas
Lagos Island,Isoko South,2020,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.74519196,0.602451572,1,june,162,Lagos,Urban areas
Lagos Island,Isoko South,2023,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.74519196,0.602451572,2,june,1257,Lagos,Urban areas
Lagos Island,Isoko South,2026,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.74519196,0.602451572,3,june,2352,Lagos,Urban areas
Lagos Island,Isoko South,2029,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.74519196,0.602451572,4,june,3447,Lagos,Urban areas
Lagos Mainland,Isoko South,2020,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.745205871,0.602795429,1,june,162,Lagos,Urban areas
Lagos Mainland,Isoko South,2023,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.745205871,0.602795429,2,june,1257,Lagos,Urban areas
Lagos Mainland,Isoko South,2026,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.745205871,0.602795429,3,june,2352,Lagos,Urban areas
Lagos Mainland,Isoko South,2029,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.745205871,0.602795429,4,june,3447,Lagos,Urban areas
Lamurde,Alkaleri,2020,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,1,july,186,Adamawa,PBO
Lamurde,Alkaleri,2023,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,2,july,1281,Adamawa,PBO
Lamurde,Alkaleri,2026,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,3,july,2376,Adamawa,PBO
Lamurde,Alkaleri,2029,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,4,july,3471,Adamawa,PBO
Langtang North,Alkaleri,2020,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,1,july,186,Plateau,PBO
Langtang North,Alkaleri,2023,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,2,july,1281,Plateau,PBO
Langtang North,Alkaleri,2026,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,3,july,2376,Plateau,PBO
Langtang North,Alkaleri,2029,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,4,july,3471,Plateau,PBO
Langtang South,Keana,2020,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,1,august,223,Plateau,PBO
Langtang South,Keana,2023,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,2,august,1318,Plateau,PBO
Langtang South,Keana,2026,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,3,august,2413,Plateau,PBO
Langtang South,Keana,2029,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,4,august,3508,Plateau,PBO
Lapai,Oke-Ero,2022,Lapai,0.8,0.8,0.8,0.8,0.420239724,0.74194743,0.65,1,july,916,Niger,PBO
Lapai,Oke-Ero,2025,Lapai,0.8,0.8,0.8,0.8,0.420239724,0.74194743,0.65,2,july,2011,Niger,PBO
Lapai,Oke-Ero,2028,Lapai,0.8,0.8,0.8,0.8,0.420239724,0.74194743,0.65,3,july,3106,Niger,PBO
Lau,Alkaleri,2022,Lau,0.8,0.8,0.8,0.8,0.456276312,0.744400781,0.65,1,july,916,Taraba,PBO
Lau,Alkaleri,2025,Lau,0.8,0.8,0.8,0.8,0.456276312,0.744400781,0.65,2,july,2011,Taraba,PBO
Lau,Alkaleri,2028,Lau,0.8,0.8,0.8,0.8,0.456276312,0.744400781,0.65,3,july,3106,Taraba,PBO
Lavun,Oke-Ero,2022,Lavun,0.8,0.8,0.8,0.8,0.535336764,0.747825501,0.705289528,1,july,916,Niger,PBO
Lavun,Oke-Ero,2025,Lavun,0.8,0.8,0.8,0.8,0.535336764,0.747825501,0.705289528,2,july,2011,Niger,PBO
Lavun,Oke-Ero,2028,Lavun,0.8,0.8,0.8,0.8,0.535336764,0.747825501,0.705289528,3,july,3106,Niger,PBO
Lere,Soba,2022,Lere,0.864,0.8,0.8,0.8,0.49638178,0.746397774,0.65,1,july,916,Kaduna,PBO
Lere,Soba,2025,Lere,0.864,0.8,0.8,0.8,0.49638178,0.746397774,0.65,2,july,2011,Kaduna,PBO
Lere,Soba,2028,Lere,0.864,0.8,0.8,0.8,0.49638178,0.746397774,0.65,3,july,3106,Kaduna,PBO
Logo,Keana,2020,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,1,august,223,Benue,PBO
Logo,Keana,2023,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,2,august,1318,Benue,PBO
Logo,Keana,2026,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,3,august,2413,Benue,PBO
Logo,Keana,2029,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,4,august,3508,Benue,PBO
Lokoja,Keana,2020,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,1,august,223,Kogi,PBO
Lokoja,Keana,2023,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,2,august,1318,Kogi,PBO
Lokoja,Keana,2026,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,3,august,2413,Kogi,PBO
Lokoja,Keana,2029,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,4,august,3508,Kogi,PBO
Machina,Taura,2022,Machina,0.8,0.8,0.8,0.8,0.733696395,0.751289629,0.892932048,1,july,916,Yobe,PBO
Machina,Taura,2025,Machina,0.8,0.8,0.8,0.8,0.733696395,0.751289629,0.892932048,2,july,2011,Yobe,PBO
Machina,Taura,2028,Machina,0.8,0.8,0.8,0.8,0.733696395,0.751289629,0.892932048,3,july,3106,Yobe,PBO
Madagali,Darazo,2020,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,1,july,186,Adamawa,PBO
Madagali,Darazo,2023,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,2,july,1281,Adamawa,PBO
Madagali,Darazo,2026,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,3,july,2376,Adamawa,PBO
Madagali,Darazo,2029,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,4,july,3471,Adamawa,PBO
Madobi,Taura,2022,Madobi,0.8,0.8,0.8,0.8,0.853563186,0.752080738,0.940862927,1,july,916,Kano,PBO
Madobi,Taura,2025,Madobi,0.8,0.8,0.8,0.8,0.853563186,0.752080738,0.940862927,2,july,2011,Kano,PBO
Madobi,Taura,2028,Madobi,0.8,0.8,0.8,0.8,0.853563186,0.752080738,0.940862927,3,july,3106,Kano,PBO
Mafa,Darazo,2020,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,1,july,186,Borno,PBO
Mafa,Darazo,2023,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,2,july,1281,Borno,PBO
Mafa,Darazo,2026,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,3,july,2376,Borno,PBO
Mafa,Darazo,2029,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,4,july,3471,Borno,PBO
Magama,Oke-Ero,2022,Magama,0.8,0.8,0.8,0.8,0.472155733,0.745268762,0.65,1,july,916,Niger,PBO
Magama,Oke-Ero,2025,Magama,0.8,0.8,0.8,0.8,0.472155733,0.745268762,0.65,2,july,2011,Niger,PBO
Magama,Oke-Ero,2028,Magama,0.8,0.8,0.8,0.8,0.472155733,0.745268762,0.65,3,july,3106,Niger,PBO
Magumeri,Gawabawa,2020,Magumeri,0.8,0.8,0.8,0.8,0.783011005,0.7516759,0.916299033,1,august,223,Borno,PBO
Magumeri,Gawabawa,2023,Magumeri,0.8,0.8,0.8,0.8,0.783011005,0.7516759,0.916299033,2,august,1318,Borno,PBO
Magumeri,Gawabawa,2026,Magumeri,0.8,0.8,0.8,0.8,0.783011005,0.7516759,0.916299033,3,august,2413,Borno,PBO
Magumeri,Gawabawa,2029,Magumeri,0.8,0.8,0.8,0.8,0.783011005,0.7516759,0.916299033,4,august,3508,Borno,PBO
Mai'Adua,Rimi,2021,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,0.639919513,0.750174703,0.827712113,1,march,435,Katsina,PBO
Mai'Adua,Rimi,2024,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,0.639919513,0.750174703,0.827712113,2,march,1530,Katsina,PBO
Mai'Adua,Rimi,2027,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,0.639919513,0.750174703,0.827712113,3,march,2625,Katsina,PBO
Mai'Adua,Rimi,2030,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,0.639919513,0.750174703,0.827712113,4,march,3720,Katsina,PBO
Maiduguri,Darazo,2020,Maiduguri,0.8,0.8,0.8,0.8,0.77182807,0.751597095,0.98793993,1,july,186,Borno,Urban areas
Maiduguri,Darazo,2023,Maiduguri,0.8,0.8,0.8,0.8,0.77182807,0.751597095,0.98793993,2,july,1281,Borno,Urban areas
Maiduguri,Darazo,2026,Maiduguri,0.8,0.8,0.8,0.8,0.77182807,0.751597095,0.98793993,3,july,2376,Borno,Urban areas
Maiduguri,Darazo,2029,Maiduguri,0.8,0.8,0.8,0.8,0.77182807,0.751597095,0.98793993,4,july,3471,Borno,Urban areas
Maigatari,Babura,2021,Maigatari,0.8,0.964814107,0.954923663,0.939594887,0.68089069,0.750738682,0.8601956,1,may,496,Jigawa,PBO
Maigatari,Babura,2024,Maigatari,0.8,0.964814107,0.954923663,0.939594887,0.68089069,0.750738682,0.8601956,2,may,1591,Jigawa,PBO
Maigatari,Babura,2027,Maigatari,0.8,0.964814107,0.954923663,0.939594887,0.68089069,0.750738682,0.8601956,3,may,2686,Jigawa,PBO
Maigatari,Babura,2030,Maigatari,0.8,0.964814107,0.954923663,0.939594887,0.68089069,0.750738682,0.8601956,4,may,3781,Jigawa,PBO
Maiha,Alkaleri,2020,Maiha,0.8,0.8,0.8,0.8,0.647421068,0.750288882,0.83419548,1,july,186,Adamawa,PBO
Maiha,Alkaleri,2023,Maiha,0.8,0.8,0.8,0.8,0.647421068,0.750288882,0.83419548,2,july,1281,Adamawa,PBO
Maiha,Alkaleri,2026,Maiha,0.8,0.8,0.8,0.8,0.647421068,0.750288882,0.83419548,3,july,2376,Adamawa,PBO
Maiha,Alkaleri,2029,Maiha,0.8,0.8,0.8,0.8,0.647421068,0.750288882,0.83419548,4,july,3471,Adamawa,PBO
Maiyama,Birnin Kebbi,2021,Maiyama,0.875,0.8,0.8,0.8,0.635960953,0.750112248,0.824186416,1,august,588,Kebbi,PBO
Maiyama,Birnin Kebbi,2024,Maiyama,0.875,0.8,0.8,0.8,0.635960953,0.750112248,0.824186416,2,august,1683,Kebbi,PBO
Maiyama,Birnin Kebbi,2027,Maiyama,0.875,0.8,0.8,0.8,0.635960953,0.750112248,0.824186416,3,august,2778,Kebbi,PBO
Maiyama,Birnin Kebbi,2030,Maiyama,0.875,0.8,0.8,0.8,0.635960953,0.750112248,0.824186416,4,august,3873,Kebbi,PBO
Makoda,Babura,2022,Makoda,0.8,0.8,0.8,0.8,0.698126715,0.750937343,0.871897764,1,may,861,Kano,PBO
Makoda,Babura,2025,Makoda,0.8,0.8,0.8,0.8,0.698126715,0.750937343,0.871897764,2,may,1956,Kano,PBO
Makoda,Babura,2028,Makoda,0.8,0.8,0.8,0.8,0.698126715,0.750937343,0.871897764,3,may,3051,Kano,PBO
Makurdi,Keana,2020,Makurdi,0.805491132,0.8,0.8,0.8,0.369068798,0.736798493,0.65,1,august,223,Benue,PBO
Makurdi,Keana,2023,Makurdi,0.805491132,0.8,0.8,0.8,0.369068798,0.736798493,0.65,2,august,1318,Benue,PBO
Makurdi,Keana,2026,Makurdi,0.805491132,0.8,0.8,0.8,0.369068798,0.736798493,0.65,3,august,2413,Benue,PBO
Makurdi,Keana,2029,Makurdi,0.805491132,0.8,0.8,0.8,0.369068798,0.736798493,0.65,4,august,3508,Benue,PBO
Malam Madori,Taura,2021,Malam Madori,0.857142857,0.818181818,0.875,0.931034483,0.663624026,0.750518096,0.847355412,1,july,551,Jigawa,PBO
Malam Madori,Taura,2024,Malam Madori,0.857142857,0.818181818,0.875,0.931034483,0.663624026,0.750518096,0.847355412,2,july,1646,Jigawa,PBO
Malam Madori,Taura,2027,Malam Madori,0.857142857,0.818181818,0.875,0.931034483,0.663624026,0.750518096,0.847355412,3,july,2741,Jigawa,PBO
Malam Madori,Taura,2030,Malam Madori,0.857142857,0.818181818,0.875,0.931034483,0.663624026,0.750518096,0.847355412,4,july,3836,Jigawa,PBO
Malumfashi,Gwarzo,2021,Malumfashi,0.8,0.8,0.8,0.8,0.793678153,0.751746863,0.920609989,1,august,588,Katsina,PBO
Malumfashi,Gwarzo,2024,Malumfashi,0.8,0.8,0.8,0.8,0.793678153,0.751746863,0.920609989,2,august,1683,Katsina,PBO
Malumfashi,Gwarzo,2027,Malumfashi,0.8,0.8,0.8,0.8,0.793678153,0.751746863,0.920609989,3,august,2778,Katsina,PBO
Malumfashi,Gwarzo,2030,Malumfashi,0.8,0.8,0.8,0.8,0.793678153,0.751746863,0.920609989,4,august,3873,Katsina,PBO
Mangu,Darazo,2020,Mangu,0.8,0.8,0.8,0.8,0.474874026,0.74540649,0.65,1,july,186,Plateau,PBO
Mangu,Darazo,2023,Mangu,0.8,0.8,0.8,0.8,0.474874026,0.74540649,0.65,2,july,1281,Plateau,PBO
Mangu,Darazo,2026,Mangu,0.8,0.8,0.8,0.8,0.474874026,0.74540649,0.65,3,july,2376,Plateau,PBO
Mangu,Darazo,2029,Mangu,0.8,0.8,0.8,0.8,0.474874026,0.74540649,0.65,4,july,3471,Plateau,PBO
Mani,Rimi,2021,Mani,0.8,0.8,0.8,0.8,0.663582347,0.750517535,0.847322981,1,march,435,Katsina,PBO
Mani,Rimi,2024,Mani,0.8,0.8,0.8,0.8,0.663582347,0.750517535,0.847322981,2,march,1530,Katsina,PBO
Mani,Rimi,2027,Mani,0.8,0.8,0.8,0.8,0.663582347,0.750517535,0.847322981,3,march,2625,Katsina,PBO
Mani,Rimi,2030,Mani,0.8,0.8,0.8,0.8,0.663582347,0.750517535,0.847322981,4,march,3720,Katsina,PBO
Maradun,Darazo,2020,Maradun,0.8,0.8,0.8,0.8,0.782439008,0.751671982,0.916061051,1,july,186,Zamfara,PBO
Maradun,Darazo,2023,Maradun,0.8,0.8,0.8,0.8,0.782439008,0.751671982,0.916061051,2,july,1281,Zamfara,PBO
Maradun,Darazo,2026,Maradun,0.8,0.8,0.8,0.8,0.782439008,0.751671982,0.916061051,3,july,2376,Zamfara,PBO
Maradun,Darazo,2029,Maradun,0.8,0.8,0.8,0.8,0.782439008,0.751671982,0.916061051,4,july,3471,Zamfara,PBO
Mariga,Oke-Ero,2022,Mariga,0.8,0.8,0.8,0.8,0.651231893,0.750344871,0.837392354,1,july,916,Niger,PBO
Mariga,Oke-Ero,2025,Mariga,0.8,0.8,0.8,0.8,0.651231893,0.750344871,0.837392354,2,july,2011,Niger,PBO
Mariga,Oke-Ero,2028,Mariga,0.8,0.8,0.8,0.8,0.651231893,0.750344871,0.837392354,3,july,3106,Niger,PBO
Markafi,Gwarzo,2022,Markafi,0.8,0.8,0.8,0.8,0.721594857,0.751177694,0.886213404,1,august,953,Kaduna,PBO
Markafi,Gwarzo,2025,Markafi,0.8,0.8,0.8,0.8,0.721594857,0.751177694,0.886213404,2,august,2048,Kaduna,PBO
Markafi,Gwarzo,2028,Markafi,0.8,0.8,0.8,0.8,0.721594857,0.751177694,0.886213404,3,august,3143,Kaduna,PBO
Marte,Babura,2020,Marte,0.8,0.8,0.8,0.8,0.719831894,0.751160739,0.88519842,1,may,131,Borno,PBO
