LGA,LGA_old,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use_u,over_eighteen_ITN_use_u,simday,duration,year,mortality_rate,kill_rate,block_initial
Guma,Guma,Keana,0.80560081,0.796659506,0.78474063,0.710946267,2920,-1,2018,0.365014826,0.431083741,0.53
Gwer East,Gwer East,Oke-Ero,0.926695689,0.95112102,0.769949638,0.690229662,2920,-1,2018,0.369333536,0.43463817,0.53
Gwer West,Gwer West,Keana,0.58694277,0.338936998,0.911769989,0.524970582,2920,-1,2018,0.423749809,0.478971197,0.53
Katsina-Ala,Katsina-Ala,Keana,0.821399827,0.654955957,0.506723158,0.581344628,2920,-1,2018,0.338062239,0.408859386,0.53
Konshisha,Konshisha,Oke-Ero,0.408177171,0.216272536,0.338511511,0.383361531,2920,-1,2018,0.393916167,0.45479219,0.53
Logo,Logo,Keana,0.56010157,0.405338071,0.390850796,0.484257351,2920,-1,2018,0.41751013,0.473946946,0.53
Makurdi,Makurdi,Keana,0.856719616,0.658216712,0.700529609,0.686858346,2920,-1,2018,0.369068798,0.434420372,0.53
Obi1,Obi1,Keana,0.56010157,0.405338071,0.390850796,0.484257351,2920,-1,2018,0.390472194,0.451978665,0.53
Ogbadibo,Ogbadibo,Owan East,0.516870602,0.469743002,0.388120292,0.420720893,2920,-1,2018,0.336392711,0.407482111,0.53
Ohimini,Ohimini,Akinyele,0.476423213,0.438817704,0.351465253,0.410948565,2920,-1,2018,0.349595567,0.418374369,0.53
Oju,Oju,Oke-Ero,0.661620925,0.433813494,0.417053144,0.445464546,2920,-1,2018,0.409720848,0.467648858,0.53
Okpokwu,Okpokwu,Akinyele,0.526453448,0.180120041,0.183748917,0.37721059,2920,-1,2018,0.347201019,0.416399046,0.53
Oturkpo,Oturkpo,Owan East,0.717943526,0.554945071,0.482072101,0.535737044,2920,-1,2018,0.406479871,0.465020433,0.53
Tarka,Tarka,Keana,0.931228484,0.628152684,0.827712018,0.757262248,2920,-1,2018,0.339520975,0.410062837,0.53
Ushongo,Ushongo,Oke-Ero,0.429595701,0.333884325,0.291198851,0.384636823,2920,-1,2018,0.333533837,0.405123965,0.53
Vandeikya,Vandeikya,Oke-Ero,0.619000118,0.521772285,0.408870464,0.488155308,2920,-1,2018,0.384252901,0.446888644,0.53
Askira-Uba,Askira/Uba,Darazo,0.406000276,0.331666476,0.163609246,0.399181315,2920,-1,2018,0.666450057,0.647762427,0.797788447
Enugu East,Enugu East,Uzo-Uwani,0.366699061,0.247317063,0.252133676,0.257115869,2920,-1,2018,0.392074002,0.453287726,0.53
Bayo,Bayo,Alkaleri,0.371287843,0.61121972,0.492450386,0.515270354,2920,-1,2018,0.570036309,0.588279066,0.672369288
Biu,Biu,Darazo,0.214368164,0.216807505,0.206787872,0.275276326,2920,-1,2018,0.636944927,0.630783932,0.765873459
Chibok,Chibok,Darazo,0.508740528,0.372878611,0.310129772,0.545068952,2920,-1,2018,0.652598314,0.639928775,0.78342144
Damboa,Damboa,Darazo,0.508740528,0.372878611,0.310129772,0.545068952,2920,-1,2018,0.695319136,0.663306114,0.824560976
Biase,Biase,Ngor-Okpala,0.55053573,0.587113447,0.53768498,0.60602687,2920,-1,2018,0.42094549,0.476715539,0.53
Dikwa,Dikwa,Darazo,0.508740528,0.372878611,0.310129772,0.545068952,2920,-1,2018,0.719398758,0.675465,0.843975139
Gubio,Gubio,Gawabawa,0.33510096,0.400152407,0.309509818,0.321994562,2920,-1,2018,0.814426994,0.716543356,0.900577617
Jere,Jere,Gawabawa,0.560426096,0.441949825,0.279616031,0.491611043,2920,-1,2018,0.753750697,0.691561556,0.867739549
Guzamala,Guzamala,Babura,0.812059164,0.729542432,0.730990854,0.809914569,2920,-1,2018,0.777569747,0.701881155,0.881877699
Hawul,Hawul,Darazo,0.394279722,0.430334681,0.335441086,0.361975262,2920,-1,2018,0.628168105,0.625521494,0.755384282
Kwaya Kusar,Kwaya Kusar,Alkaleri,0.531498236,0.427740937,0.382042577,0.533340413,2920,-1,2018,0.597977668,0.606689636,0.715395685
Enugu North,Enugu North,Uzo-Uwani,0.192322172,0.091931036,0.173606241,0.142771751,2920,-1,2018,0.420714903,0.476529889,0.53
Kaga,Kaga,Darazo,0.445362316,0.363560752,0.28325846,0.439019016,2920,-1,2018,0.674887541,0.65241475,0.806039237
Mafa,Mafa,Darazo,0.508740528,0.372878611,0.310129772,0.545068952,2920,-1,2018,0.71541858,0.673505468,0.840933705
Obudu,Obudu,Obubra,0.714901343,0.676447181,0.627398541,0.619936138,2920,-1,2018,0.438167494,0.490500973,0.53
Konduga,Konduga,Darazo,0.56929394,0.466431565,0.739580299,0.751167311,2920,-1,2018,0.74032898,0.685445232,0.85896129
Bomadi,Bomadi,Isoko South,0.433294895,0.848289264,0.341325652,0.335476,2920,-1,2018,0.197303754,0.29598519,0.53
Magumeri,Magumeri,Gawabawa,0.591283528,0.400152407,0.352485801,0.708752453,2920,-1,2018,0.783011005,0.704144224,0.884868304
Maiduguri,Maiduguri,Darazo,0.515712344,0.508441813,0.33205444,0.497061128,2920,-1,2018,0.77182807,0.699455384,0.878628714
Shani,Shani,Alkaleri,0.531498236,0.427740937,0.382042577,0.533340413,2920,-1,2018,0.675999756,0.653021266,0.807099703
Abi,Abi,Obubra,0.713797118,0.533249126,0.504964762,0.625669886,2920,-1,2018,0.400313882,0.46000802,0.53
Marte,Marte,Babura,0.812059164,0.729542432,0.730990854,0.809914569,2920,-1,2018,0.719831894,0.675677048,0.844302287
Nganzai,Nganzai,Gawabawa,0.591283528,0.400152407,0.352485801,0.708752453,2920,-1,2018,0.772011267,0.699533384,0.878733887
Bekwara,Bekwara,Oke-Ero,0.429595701,0.333884325,0.291198851,0.384636823,2920,-1,2018,0.383264622,0.4460788,0.53
Calabar-Municipal,Calabar-Municipal,Nsit Ubium,0.393976299,0.442512139,0.195167517,0.286340062,2920,-1,2018,0.462134621,0.509382696,0.53
Ikom,Ikom,Obubra,0.650559488,0.543521325,0.815847413,0.538352735,2920,-1,2018,0.470923114,0.51620494,0.53
Obubra,Obubra,Obubra,0.742465319,0.786437965,0.618562966,0.647060758,2920,-1,2018,0.444533155,0.495552804,0.53
Enugu South,Enugu South,Uzo-Uwani,0.155170531,0.140250086,0.121647229,0.16393047,2920,-1,2018,0.479661177,0.52292855,0.53
Odukpani,Odukpani,Ngor-Okpala,0.409396101,0.271316564,0.110278896,0.363834652,2920,-1,2018,0.447918712,0.498229176,0.53
Ogoja,Ogoja,Obubra,0.550495835,0.62422825,0.612123577,0.521864503,2920,-1,2018,0.439863497,0.491849375,0.53
Yakurr,Yakurr,Obubra,0.310276178,0.171113705,0.334618087,0.40906442,2920,-1,2018,0.412760432,0.470109825,0.53
Ogbomosho North,Ogbomosho North,Akinyele,0.419661046,0.491402124,0.449568073,0.422369649,2920,-1,2018,0.277526963,0.359214893,0.53
Yala,Yala,Oke-Ero,0.392591319,0.512849369,0.409555565,0.447614747,2920,-1,2018,0.446939058,0.497455497,0.53
Aniocha North,Aniocha North,Uzo-Uwani,0.492150691,0.686479036,0.607910016,0.519259045,2920,-1,2018,0.369401293,0.434693912,0.53
Aniocha South,Aniocha South,Uzo-Uwani,0.346679959,0.260261354,0.182070823,0.143637162,2920,-1,2018,0.311595529,0.387055583,0.53
Ibadan South West,Ibadan South West,Owan East,0.321463059,0.476940018,0.29228518,0.319200819,2920,-1,2018,0.315354899,0.390146775,0.53
Ethiope East,Ethiope East,Isoko South,0.129723466,0.215298234,0.093795737,0.111561911,2920,-1,2018,0.209725367,0.305480359,0.53
Ethiope West,Ethiope West,Isoko South,0.258294895,0.314660769,0.152436763,0.287718525,2920,-1,2018,0.342228555,0.412296673,0.53
Ika North East,Ika North East,Uzo-Uwani,0.137605236,0.21028856,0.192202922,0.067524505,2920,-1,2018,0.388201078,0.450121249,0.53
Ika South,Ika South,Uzo-Uwani,0.3140918,0.267728157,0.109075517,0.091562966,2920,-1,2018,0.37137411,0.436316512,0.53
Isoko North,Isoko North,Isoko South,0.224961562,0.344529866,0.291325652,0.174761714,2920,-1,2018,0.19337815,0.293011529,0.53
Ogbomosho South,Ogbomosho South,Akinyele,0.476423213,0.438817704,0.351465253,0.410948565,2920,-1,2018,0.343621306,0.413445748,0.53
Isoko South,Isoko South,Isoko South,0.521509809,0.5520085,0.577012596,0.426019715,2920,-1,2018,0.162398226,0.270038761,0.53
Ndokwa East,Ndokwa East,Ahoada West,0.468808633,0.375638837,0.274942059,0.404106423,2920,-1,2018,0.258105917,0.343545804,0.53
Ndokwa West,Ndokwa West,Isoko South,0.689873842,0.55881558,0.511913887,0.353333143,2920,-1,2018,0.26790329,0.351427873,0.53
Okpe,Okpe,Isoko South,0.391628228,0.225482247,0.1894738,0.298571238,2920,-1,2018,0.176806986,0.280610706,0.53
Oshimili North,Oshimili North,Uzo-Uwani,0.3140918,0.267728157,0.192202922,0.217905152,2920,-1,2018,0.34095855,0.41124887,0.53
Oshimili South,Oshimili South,Uzo-Uwani,0.412605236,0.488066337,0.198819107,0.401611986,2920,-1,2018,0.3079518,0.384062211,0.53
Patani,Patani,Isoko South,0.547915653,0.628095046,0.57000872,0.389002323,2920,-1,2018,0.156971919,0.266110793,0.53
Sapele,Sapele,Isoko South,0.39370698,0.277076273,0.31591271,0.381481384,2920,-1,2018,0.293983111,0.37261735,0.53
Udu,Udu,Isoko South,0.637242263,0.344529866,0.434182795,0.359177299,2920,-1,2018,0.132665008,0.24889334,0.53
Ughelli North,Ughelli North,Isoko South,0.248476296,0.18197882,0.080756527,0.161956025,2920,-1,2018,0.187814216,0.288820013,0.53
Ughelli South,Ughelli South,Isoko South,0.556544321,0.548383,0.266283373,0.214444781,2920,-1,2018,0.146146999,0.258365504,0.53
Ukwuani,Ukwuani,Uzo-Uwani,0.304271903,0.143621893,0.090975969,0.246454271,2920,-1,2018,0.33569314,0.406905033,0.53
Uvwie,Uvwie,Isoko South,0.352412542,0.427759043,0.279412226,0.185510388,2920,-1,2018,0.128201894,0.245801456,0.53
Warri South,Warri South,Isoko South,0.409391932,0.509645852,0.425717172,0.377210166,2920,-1,2018,0.150613557,0.261546529,0.53
Ohaozara,Ohaozara,Obubra,0.795110082,0.799964278,0.800873052,0.714618448,2920,-1,2018,0.422916581,0.478301408,0.53
Abakaliki,Abakaliki,Owan East,0.816102431,0.675536229,0.599732795,0.660806465,2920,-1,2018,0.416945424,0.473491294,0.53
Afikpo North,Afikpo North,Oru West,0.96582108,0.853446245,0.730003054,0.787566319,2920,-1,2018,0.428193447,0.482537052,0.53
Afikpo South,Afikpo South,Ngor-Okpala,0.734955976,0.624801605,0.590393493,0.638853607,2920,-1,2018,0.44733042,0.497764649,0.53
Ebonyi,Ebonyi,Owan East,0.516870602,0.469743002,0.388120292,0.420720893,2920,-1,2018,0.429410898,0.483512158,0.53
Ezza North,Ezza North,Owan East,0.738713364,0.650796333,0.57371012,0.603098456,2920,-1,2018,0.41226708,0.469710667,0.53
Ezza South,Ezza South,Obubra,0.803188179,0.747822778,0.732553073,0.681130936,2920,-1,2018,0.389807073,0.451434864,0.53
Ikwo,Ikwo,Obubra,0.829704306,0.758685261,0.681682499,0.770038289,2920,-1,2018,0.39899006,0.45892996,0.53
Ishielu,Ishielu,Owan East,0.673218995,0.75723372,0.542290403,0.629924471,2920,-1,2018,0.402215764,0.461555673,0.53
Ivo,Ivo,Ngor-Okpala,0.372289044,0.327319088,0.280834602,0.322110775,2920,-1,2018,0.433913174,0.487111038,0.53
Izzi,Izzi,Owan East,0.603716652,0.588025757,0.488484273,0.557219865,2920,-1,2018,0.409695434,0.467628265,0.53
Ohaukwu,Ohaukwu,Owan East,0.427438854,0.550796333,0.528169323,0.487027028,2920,-1,2018,0.40041459,0.460090005,0.53
Onicha,Onicha,Obubra,0.742056616,0.788701371,0.649612233,0.721978214,2920,-1,2018,0.407479271,0.465831417,0.53
Akoko-Edo,Akoko-Edo,Owan East,0.456293873,0.283113939,0.438790944,0.539926293,2920,-1,2018,0.304845225,0.381512482,0.53
Egor,Egor,Uzo-Uwani,0.236853335,0.21028856,0.24809931,0.185422361,2920,-1,2018,0.42209808,0.477643111,0.53
Esan North East,Esan North East,Uzo-Uwani,0.304271903,0.343621893,0.262921671,0.256335694,2920,-1,2018,0.339061878,0.409684078,0.53
Esan Central,Esan Central,Owan East,0.60799441,0.675796333,0.279592473,0.321300211,2920,-1,2018,0.34342137,0.413280793,0.53
Esan South East,Esan South East,Uzo-Uwani,0.456846158,0.341813795,0.350926159,0.442115005,2920,-1,2018,0.404971726,0.463795838,0.53
Esan West,Esan West,Uzo-Uwani,0.370938569,0.443621893,0.63215244,0.27230621,2920,-1,2018,0.366421113,0.432241487,0.53
Etsako Central,Etsako Central,Owan East,0.302438854,0.184129666,0.435602703,0.201312742,2920,-1,2018,0.300181787,0.377689484,0.53
Etsako East,Etsako East,Owan East,0.275292197,0.085877562,0.126561539,0.259925444,2920,-1,2018,0.314825995,0.389711717,0.53
Etsako West,Etsako West,Owan East,0.209240077,0.098226104,0.084199643,0.132394766,2920,-1,2018,0.290127246,0.36946828,0.53
Igueben,Igueben,Uzo-Uwani,0.283830518,0.199376401,0.351129955,0.341771319,2920,-1,2018,0.415233246,0.472108841,0.53
Ikpoba-Okha,Ikpoba-Okha,Uzo-Uwani,0.358259609,0.360686689,0.518762861,0.438116423,2920,-1,2018,0.323305427,0.396692086,0.53
Aninri,Aninri,Oru West,0.475992853,0.572730021,0.232657776,0.428973228,2920,-1,2018,0.430439768,0.484335586,0.53
Oredo,Oredo,Uzo-Uwani,0.446212793,0.367834149,0.261019213,0.347547267,2920,-1,2018,0.382076571,0.445104909,0.53
Orhionmwon,Orhionmwon,Uzo-Uwani,0.289388646,0.339988578,0.307608833,0.271098027,2920,-1,2018,0.335936711,0.407105953,0.53
Ovia North East,Ovia North East,Owan East,0.416075218,0.350796333,0.210965022,0.415598456,2920,-1,2018,0.337624396,0.408498179,0.53
Ovia South West,Ovia South West,Akinyele,0.672752578,0.431402104,0.557020843,0.552277772,2920,-1,2018,0.363545715,0.429873962,0.53
Owan East,Owan East,Owan East,0.422809224,0.300796333,0.294298355,0.41269148,2920,-1,2018,0.315089802,0.389928709,0.53
Owan West,Owan West,Owan East,0.204380498,0.189679305,0.258308924,0.428200332,2920,-1,2018,0.389346565,0.451058274,0.53
Uhunmwonde,Uhunmwonde,Owan East,0.277383118,0.212861116,0.212160597,0.324354967,2920,-1,2018,0.3888156,0.450623986,0.53
Ado Ekiti,Ado Ekiti,Owan East,0.360093652,0.317589035,0.345922495,0.291919422,2920,-1,2018,0.357399296,0.424809523,0.53
Efon-Alayee,Efon-Alayee,Oke-Ero,0.247109126,0.409454354,0.19748587,0.255005573,2920,-1,2018,0.32342441,0.396790109,0.53
Ekiti East,Ekiti East,Oke-Ero,0.2878068,0.333884325,0.155819203,0.218194622,2920,-1,2018,0.342294717,0.412351259,0.53
Ekiti South West,Ekiti South West,Oke-Ero,0.30946744,0.300688112,0.302028281,0.285289041,2920,-1,2018,0.434979733,0.487961894,0.53
Awgu,Awgu,Oru West,0.143469235,0.16529084,0.158299759,0.134819518,2920,-1,2018,0.428474781,0.482762456,0.53
Ekiti West,Ekiti West,Oke-Ero,0.222030334,0.248285218,0.238691241,0.279757574,2920,-1,2018,0.332828195,0.404541983,0.53
Emure,Emure,Oke-Ero,0.394949657,0.188300508,0.121728294,0.246182043,2920,-1,2018,0.372039671,0.436863758,0.53
Gboyin,Gboyin,Obubra,0.387528578,0.213908245,0.267595243,0.297200103,2920,-1,2018,0.286540024,0.36654315,0.53
Idosi-Osi,Idosi-Osi,Oke-Ero,0.238241057,0.235807812,0.184382153,0.186531586,2920,-1,2018,0.302701283,0.379754213,0.53
Ijero,Ijero,Oke-Ero,0.389702634,0.433561848,0.246333609,0.239696751,2920,-1,2018,0.264220599,0.348459432,0.53
Ikere,Ikere,Owan East,0.552438854,0.217463,0.344298355,0.329487345,2920,-1,2018,0.456857423,0.50525877,0.53
Ikole,Ikole,Oke-Ero,0.250956208,0.263825793,0.220061962,0.253748968,2920,-1,2018,0.320812672,0.394638898,0.53
Ilemeji,Ilemeji,Oke-Ero,0.704473467,0.605882925,0.430819203,0.269515377,2920,-1,2018,0.308389127,0.384421328,0.53
Irepodun-Ifelodun,Irepodun/Ifelodun,Oke-Ero,0.219624982,0.333884325,0.291198851,0.187410114,2920,-1,2018,0.314066122,0.38908676,0.53
Ise-Orun,Ise/Orun,Oke-Ero,0.2088675,0.192887059,0.249642731,0.295888518,2920,-1,2018,0.409896538,0.467791215,0.53
Moba,Moba,Oke-Ero,0.421738517,0.230880413,0.19036682,0.200021256,2920,-1,2018,0.282164723,0.362981752,0.53
Oye,Oye,Oke-Ero,0.283510647,0.243651549,0.067334638,0.17278237,2920,-1,2018,0.299868816,0.377433124,0.53
Ezeagu,Ezeagu,Uzo-Uwani,0.444147161,0.353774816,0.215699964,0.376378113,2920,-1,2018,0.415961311,0.472696867,0.53
Igbo-Etiti,Igbo-Etiti,Uzo-Uwani,0.207393017,0.158057184,0.203101819,0.244165821,2920,-1,2018,0.38332308,0.44612671,0.53
Igbo-Eze North,Igbo-Eze North,Uzo-Uwani,0.258698034,0.261477731,0.241663876,0.147183529,2920,-1,2018,0.332315805,0.404119407,0.53
Igbo-Eze South,Igbo-Eze South,Uzo-Uwani,0.270859707,0.180141611,0.198946284,0.269414591,2920,-1,2018,0.361653388,0.428315236,0.53
Isi-Uzo,Isi-Uzo,Owan East,0.516870602,0.469743002,0.388120292,0.420720893,2920,-1,2018,0.425114132,0.480067127,0.53
Nkanu East,Nkanu East,Owan East,0.611818889,0.357342249,0.306773354,0.434924272,2920,-1,2018,0.414364125,0.471406566,0.53
Nkanu West,Nkanu West,Uzo-Uwani,0.248131552,0.143621893,0.192202922,0.135123572,2920,-1,2018,0.464287853,0.511059551,0.53
Nsukka,Nsukka,Uzo-Uwani,0.423724106,0.35170592,0.162261178,0.250893492,2920,-1,2018,0.391481406,0.452803528,0.53
Oji-River,Oji-River,Oru West,0.147092423,0.295999331,0.106712457,0.088414704,2920,-1,2018,0.407484101,0.465835335,0.53
Udenu,Udenu,Uzo-Uwani,0.256388212,0.214441564,0.060248479,0.204507702,2920,-1,2018,0.38139738,0.444547985,0.53
Udi,Udi,Uzo-Uwani,0.341613336,0.29754851,0.194588498,0.287996648,2920,-1,2018,0.379547492,0.443030522,0.53
Uzo-Uwani,Uzo-Uwani,Uzo-Uwani,0.364633573,0.410828823,0.118827884,0.281779829,2920,-1,2018,0.404737188,0.463605313,0.53
Ahiazu-Mbaise,Ahiazu-Mbaise,Ngor-Okpala,0.158773597,0.489416799,0.138451975,0.26948558,2920,-1,2018,0.4502266,0.500049325,0.53
Abaji,Abaji,Keana,0.477982054,0.287320137,0.227092631,0.381680457,2920,-1,2018,0.476373849,0.520406247,0.53
Bwari,Bwari,Giwa,0.317769437,0.233968638,0.140462117,0.267009662,2920,-1,2018,0.558433035,0.580366866,0.652607426
Gwagwalada,Gwagwalada,Keana,0.386920744,0.273634966,0.224090526,0.265577011,2920,-1,2018,0.555904987,0.578622846,0.648144758
Kuje,Kuje,Keana,0.56010157,0.405338071,0.390850796,0.484257351,2920,-1,2018,0.448338859,0.498560793,0.53
Kwali,Kwali,Keana,0.300369824,0.135988857,0.140647845,0.281315103,2920,-1,2018,0.476055073,0.520161192,0.53
Bunkure,Bunkure,Gwarzo,0.880691305,0.728034808,0.861373789,0.909447141,2920,-1,2018,0.769743323,0.698564959,0.87742476
Abuja Municipal,Abuja Municipal,Keana,0.469751552,0.365058013,0.200221104,0.304665855,2920,-1,2018,0.500846708,0.538963989,0.535536339
Akko,Akko,Alkaleri,0.365963109,0.260848928,0.257901742,0.502593765,2920,-1,2018,0.430348191,0.484262319,0.53
Balanga,Balanga,Alkaleri,0.603812601,0.554379253,0.607757147,0.839066936,2920,-1,2018,0.625491041,0.623897182,0.752087661
Billiri,Billiri,Alkaleri,0.578485728,0.426909398,0.377408765,0.741073464,2920,-1,2018,0.209402585,0.305232023,0.53
Dukku,Dukku,Darazo,0.289525388,0.141438058,0.148547709,0.47605363,2920,-1,2018,0.67468816,0.652305857,0.805848475
Funakaye,Funakaye,Alkaleri,0.401802229,0.261688603,0.249353147,0.591373855,2920,-1,2018,0.631961788,0.627807972,0.759977431
Gombe,Gombe,Alkaleri,0.406330378,0.326688622,0.324880765,0.496093247,2920,-1,2018,0.497689178,0.536599101,0.53
Kaltungo,Kaltungo,Alkaleri,0.531498236,0.427740937,0.382042577,0.533340413,2920,-1,2018,0.500615672,0.538791259,0.534996603
Kwami,Kwami,Alkaleri,0.351466708,0.239658962,0.202815793,0.566050985,2920,-1,2018,0.528174359,0.559035931,0.595270043
Dala,Dala,Alkaleri,0.705523772,0.498864264,0.508707497,0.656920897,2920,-1,2018,0.582690135,0.59673093,0.692623794
Nafada,Nafada,Alkaleri,0.527434351,0.433281531,0.314871969,0.753971209,2920,-1,2018,0.699548844,0.665494757,0.828152091
Shomgom,Shomgom,Alkaleri,0.575759361,0.446233507,0.525086136,0.871118506,2920,-1,2018,0.393550536,0.454493674,0.53
Yamaltu-Deba,Yamaltu/Deba,Alkaleri,0.399911897,0.358422056,0.194823318,0.670366065,2920,-1,2018,0.541765398,0.568738538,0.622104449
Aboh-Mbaise,Aboh-Mbaise,Ngor-Okpala,0.26230895,0.327319088,0.138451975,0.141221371,2920,-1,2018,0.366998982,0.432717137,0.53
Fagge,Fagge,Alkaleri,0.531498236,0.427740937,0.382042577,0.533340413,2920,-1,2018,0.567041099,0.586251328,0.667379557
Ehime-Mbano,Ehime-Mbano,Ngor-Okpala,0.244765806,0.251552112,0.253265612,0.183651291,2920,-1,2018,0.459803075,0.507563152,0.53
Ezinihitte,Ezinihitte,Ngor-Okpala,0.107381492,0.123541167,0.170915864,0.244400432,2920,-1,2018,0.456817192,0.505227255,0.53
Ideato North,Ideato North,Oru West,0.157112965,0.204785236,0.113636304,0.175814528,2920,-1,2018,0.449066913,0.499135162,0.53
Ideato South,Ideato South,Ngor-Okpala,0.52240996,0.327319088,0.156766993,0.172846924,2920,-1,2018,0.438565746,0.490817759,0.53
Ihitte-Uboma,Ihitte/Uboma,Ngor-Okpala,0.372289044,0.327319088,0.280834602,0.322110775,2920,-1,2018,0.471133329,0.516367403,0.53
Ikeduru,Ikeduru,Ngor-Okpala,0.237436852,0.182518821,0.233120599,0.296099644,2920,-1,2018,0.402638622,0.461899584,0.53
Isiala Mbano,Isiala Mbano,Ngor-Okpala,0.357749313,0.304431738,0.288919121,0.265742499,2920,-1,2018,0.468083262,0.514006846,0.53
Isu,Isu,Ngor-Okpala,0.28215022,0.327319088,0.311528898,0.343335459,2920,-1,2018,0.310898215,0.386482512,0.53
Mbaitoli,Mbaitoli,Ngor-Okpala,0.455993237,0.366124428,0.212805132,0.338567829,2920,-1,2018,0.257476859,0.343041421,0.53
Obowo,Obowo,Ngor-Okpala,0.114024836,0.136591395,0.129311342,0.200427818,2920,-1,2018,0.461408625,0.508816551,0.53
Ngor-Okpala,Ngor-Okpala,Ngor-Okpala,0.219379657,0.327319088,0.117084453,0.301353712,2920,-1,2018,0.247389039,0.334983127,0.53
Njaba,Njaba,Ngor-Okpala,0.372289044,0.147407162,0.097540001,0.088067402,2920,-1,2018,0.25554311,0.341492273,0.53
Nkwerre,Nkwerre,Ngor-Okpala,0.289877141,0.165802156,0.280834602,0.237782839,2920,-1,2018,0.404085994,0.463076205,0.53
Nwangele,Nwangele,Ngor-Okpala,0.372289044,0.327319088,0.280834602,0.322110775,2920,-1,2018,0.427322485,0.481838967,0.53
Oyo East,Oyo East,Akinyele,0.263827185,0.189643851,0.318669552,0.291036347,2920,-1,2018,0.47806867,0.521707747,0.53
Oguta,Oguta,Oru West,0.414974611,0.403386078,0.291156902,0.343571312,2920,-1,2018,0.21360058,0.308468253,0.53
Ohaji-Egbema,Ohaji/Egbema,Oru West,0.32199905,0.165931636,0.147198033,0.200124331,2920,-1,2018,0.230681852,0.321773866,0.53
Okigwe,Okigwe,Ngor-Okpala,0.307864506,0.253153063,0.129710716,0.156649141,2920,-1,2018,0.46132433,0.508750791,0.53
Orlu,Orlu,Oru West,0.321005467,0.195052745,0.184490235,0.206757035,2920,-1,2018,0.36849761,0.433950418,0.53
Orsu,Orsu,Oru West,0.318055741,0.434988319,0.3795262,0.292816585,2920,-1,2018,0.258149058,0.343580402,0.53
Oru East,Oru East,Oru West,0.112767481,0.292274967,0.278429629,0.216120331,2920,-1,2018,0.187100101,0.288284046,0.53
Oru West,Oru West,Oru West,0.332872289,0.403303369,0.258608421,0.395672567,2920,-1,2018,0.176205894,0.28016566,0.53
Owerri-Municipal,Owerri-Municipal,Oru West,0.872635902,0.820052745,0.967823568,0.63516795,2920,-1,2018,0.197408696,0.296064867,0.53
Tofa,Tofa,Taura,0.791595497,0.604964739,0.463012324,0.822426543,2920,-1,2018,0.825591067,0.720682508,0.905574315
Owerri North,Owerri North,Ngor-Okpala,0.686912125,0.727512037,0.587844687,0.663043003,2920,-1,2018,0.244109669,0.332376349,0.53
Owerri West,Owerri West,Ngor-Okpala,0.372289044,0.327319088,0.280834602,0.322110775,2920,-1,2018,0.204213478,0.301251273,0.53
Unuimo,Unuimo,Ngor-Okpala,0.372289044,0.327319088,0.280834602,0.322110775,2920,-1,2018,0.474438578,0.518917277,0.53
Auyo,Auyo,Taura,0.768868224,0.747272432,0.814440895,0.785279968,2920,-1,2018,0.676553245,0.65332251,0.807625124
Babura,Babura,Babura,0.969057043,0.921098421,0.838607397,0.955997396,2920,-1,2018,0.754462934,0.691880002,0.868188342
Biriniwa,Biriniwa,Taura,0.790891487,0.701857773,0.990380745,0.804824505,2920,-1,2018,0.694642094,0.662953681,0.823978675
Malam Madori,Malam Madori,Taura,0.898738354,0.873146558,0.918012324,0.968650899,2920,-1,2018,0.663624026,0.646183975,0.794941841
Birni Kudu,Birni Kudu,Takali,0.925776476,0.875798976,0.914090903,0.933025703,2920,-1,2018,0.79905925,0.710618621,0.893211932
Buji,Buji,Takali,0.788643178,0.527653131,0.623875608,0.909171083,2920,-1,2018,0.759566013,0.694143703,0.871355394
Jahun,Jahun,Taura,0.94832034,0.936261769,0.839487806,0.969436624,2920,-1,2018,0.743526887,0.68692249,0.86110926
Dutse,Dutse,Takali,0.786753563,0.971241449,0.696414419,0.810529844,2920,-1,2018,0.790579855,0.707234774,0.888890043
Gagarawa,Gagarawa,Taura,0.96467242,1,0.914807196,0.979645402,2920,-1,2018,0.716266925,0.673924789,0.841587323
Kafin Hausa,Kafin Hausa,Taura,0.991790363,0.895196215,0.951223179,1,2920,-1,2018,0.673182764,0.651482047,0.804401654
Garki,Garki,Babura,1,0.957131285,1,1,2920,-1,2018,0.74078424,0.685656303,0.859269285
Gumel,Gumel,Babura,0.908428236,0.893158221,0.991658837,1,2920,-1,2018,0.765232277,0.696620535,0.874774321
Guri,Guri,Taura,0.790891487,0.701857773,0.646663143,0.804824505,2920,-1,2018,0.666612333,0.647852757,0.79795062
Gwaram,Gwaram,Takali,0.883127643,0.909006937,0.776289024,0.958955534,2920,-1,2018,0.770852463,0.699039331,0.878066925
Gwiwa,Gwiwa,Babura,1,0.981569212,0.930368515,1,2920,-1,2018,0.668371704,0.648829951,0.799699995
Hadejia,Hadejia,Taura,0.790891487,0.701857773,0.646663143,0.804824505,2920,-1,2018,0.636447966,0.630488544,0.765292356
Kaugama,Kaugama,Taura,0.919146517,0.943853628,0.964064956,0.804824505,2920,-1,2018,0.649987707,0.638425145,0.780594335
Kazaure,Kazaure,Babura,0.962399276,0.86781709,0.888533837,1,2920,-1,2018,0.72677407,0.679043778,0.849445164
