,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
1164,Mashi,Rimi,2024,Mashi,0.87804878,0.8,0.8,0.8,2,march,1591,PBO(2021),0.651664195,0.75035114,0.837750975
1165,Mai'Adua,Rimi,2021,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,1,march,496,PBO(2021),0.639919513,0.750174703,0.827712113
1166,Mai'Adua,Rimi,2024,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,2,march,1591,PBO(2021),0.639919513,0.750174703,0.827712113
1167,Zango,Babura,2021,Zango,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.602424842,0.749514473,0.791194479
1168,Zango,Babura,2024,Zango,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.602424842,0.749514473,0.791194479
1169,Baure,Babura,2021,Baure,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.697826557,0.750934053,0.871702948
1170,Baure,Babura,2024,Baure,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.697826557,0.750934053,0.871702948
1171,Sule-Tankarkar,Babura,2021,Sule-Tankarkar,0.921568627,0.833333333,0.862068966,0.941176471,1,may,496,PBO(2021),0.751666281,0.751442515,0.902152619
1172,Sule-Tankarkar,Babura,2024,Sule-Tankarkar,0.921568627,0.833333333,0.862068966,0.941176471,2,may,1591,PBO(2021),0.751666281,0.751442515,0.902152619
1173,Maigatari,Babura,2021,Maigatari,0.8,0.964814107,0.954923663,0.939594887,1,may,496,PBO(2021),0.68089069,0.750738682,0.8601956
1174,Maigatari,Babura,2024,Maigatari,0.8,0.964814107,0.954923663,0.939594887,2,may,1591,PBO(2021),0.68089069,0.750738682,0.8601956
1175,Ussa,Oru West,2022,Ussa,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.406782856,0.74081649,0.65
1176,Ussa,Oru West,2025,Ussa,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.406782856,0.74081649,0.65
1177,Machina,Taura,2022,Machina,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.733696395,0.751289629,0.892932048
1178,Machina,Taura,2025,Machina,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.733696395,0.751289629,0.892932048
1179,Yusufari,Taura,2022,Yusufari,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.734326648,0.751295253,0.893270378
1180,Yusufari,Taura,2025,Yusufari,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.734326648,0.751295253,0.893270378
1181,Shomolu,Isoko South,2020,Shomolu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.475867815,0.7454561,0.65
1182,Shomolu,Isoko South,2023,Shomolu,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.475867815,0.7454561,0.65
1183,Yunusari,Babura,2022,Yunusari,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.748711292,0.751418404,0.900695471
1184,Yunusari,Babura,2025,Yunusari,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.748711292,0.751418404,0.900695471
1185,Monguno,Babura,2020,Monguno,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.734824367,0.75129968,0.893536771
1186,Monguno,Babura,2023,Monguno,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.734824367,0.75129968,0.893536771
1187,Mobbar,Babura,2020,Mobbar,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.814938687,0.751877109,0.928523273
1188,Mobbar,Babura,2023,Mobbar,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.814938687,0.751877109,0.928523273
1189,Ngala,Taura,2020,Ngala,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.627405037,0.749971788,0.816311148
1190,Ngala,Taura,2023,Ngala,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.627405037,0.749971788,0.816311148
1191,Abadam,Babura,2020,Abadam,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.658846787,0.750452874,0.843591449
1192,Abadam,Babura,2023,Abadam,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.658846787,0.750452874,0.843591449
1193,Kukawa,Babura,2020,Kukawa,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.639968548,0.750175467,0.827755328
1194,Kukawa,Babura,2023,Kukawa,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.639968548,0.750175467,0.827755328
1195,Kala/Balge,Darazo,2020,Kala-Balge,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.645505958,0.75026024,0.832564542
1196,Kala/Balge,Darazo,2023,Kala-Balge,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.645505958,0.75026024,0.832564542
1197,Bama,Darazo,2020,Bama,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.707957691,0.751041993,0.878110931
1198,Bama,Darazo,2023,Bama,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.707957691,0.751041993,0.878110931
1199,Gwoza,Darazo,2020,Gwoza,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.679653584,0.750723628,0.859314031
1200,Gwoza,Darazo,2023,Gwoza,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.679653584,0.750723628,0.859314031
1201,Madagali,Darazo,2020,Madagali,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.722065325,0.75118219,0.886482676
1202,Madagali,Darazo,2023,Madagali,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.722065325,0.75118219,0.886482676
1203,Michika,Darazo,2020,Michika,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.688720491,0.750831436,0.865643635
1204,Michika,Darazo,2023,Michika,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.688720491,0.750831436,0.865643635
1205,Mubi North,Darazo,2020,Mubi North,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.698641529,0.750942973,0.872231182
1206,Mubi North,Darazo,2023,Mubi North,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.698641529,0.750942973,0.872231182
1207,Maiha,Alkaleri,2020,Maiha,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.647421068,0.750288882,0.83419548
1208,Maiha,Alkaleri,2023,Maiha,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.647421068,0.750288882,0.83419548
1209,Fufore,Alkaleri,2020,Fufore,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.635571581,0.75010602,0.823835646
1210,Fufore,Alkaleri,2023,Fufore,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.635571581,0.75010602,0.823835646
1211,Jada,Alkaleri,2020,Jada,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.556558753,0.748447432,0.735699981
1212,Jada,Alkaleri,2023,Jada,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.556558753,0.748447432,0.735699981
1213,Ganaye,Alkaleri,2020,Ganaye,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.427407559,0.7424974,0.65
1214,Ganaye,Alkaleri,2023,Ganaye,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.427407559,0.7424974,0.65
1215,Toungo,Keana,2020,Toungo,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.383744468,0.738531223,0.65
1216,Toungo,Keana,2023,Toungo,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.383744468,0.738531223,0.65
1217,Kurmi,Oru West,2022,Kurmi,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.452232517,0.74416112,0.65
1218,Kurmi,Oru West,2025,Kurmi,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.452232517,0.74416112,0.65
1219,Gashaka,Oru West,2022,Gashaka,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.402171636,0.740396661,0.65
1220,Gashaka,Oru West,2025,Gashaka,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.402171636,0.740396661,0.65
1221,Sardauna,Oru West,2022,Sardauna,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.281154575,0.718828925,0.65
1222,Sardauna,Oru West,2025,Sardauna,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.281154575,0.718828925,0.65
1223,Takum,Keana,2022,Takum,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.408710545,0.74098691,0.65
1224,Takum,Keana,2025,Takum,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.408710545,0.74098691,0.65
1225,Kwande,Oke-Ero,2020,Kwande,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.389530493,0.451208693,0.53
1226,Kwande,Oke-Ero,2023,Kwande,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.389530493,0.451208693,0.53
1227,Eti-Osa,Isoko South,2020,Eti-Osa,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.469914663,0.745152931,0.65
1228,Eti-Osa,Isoko South,2023,Eti-Osa,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.469914663,0.745152931,0.65
1229,Ikorodu,Uzo-Uwani,2020,Ikorodu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.461778972,0.74471435,0.65
1230,Ikorodu,Uzo-Uwani,2023,Ikorodu,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.461778972,0.74471435,0.65
1231,Kosofe,Isoko South,2020,Kosofe,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.4609272,0.744666732,0.65
1232,Kosofe,Isoko South,2023,Kosofe,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.4609272,0.744666732,0.65
1233,Lagos Island,Isoko South,2020,Lagos Island,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.470665291,0.74519196,0.65
1234,Lagos Island,Isoko South,2023,Lagos Island,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.470665291,0.74519196,0.65
1235,Lagos Mainland,Isoko South,2020,Lagos Mainland,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.470933929,0.745205871,0.65
1236,Lagos Mainland,Isoko South,2023,Lagos Mainland,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.470933929,0.745205871,0.65
