LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
Mashegu,Oke-Ero,2025,Mashegu,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.469502121,0.74513138,0.65
Pailoro,Oke-Ero,2022,Pailoro,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.511626287,0.747006725,0.667277706
Pailoro,Oke-Ero,2025,Pailoro,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.511626287,0.747006725,0.667277706
Lagelu,Akinyele,2021,Lagelu,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.345490307,0.733446008,0.65
Lagelu,Akinyele,2024,Lagelu,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.345490307,0.733446008,0.65
Mokwa,Oke-Ero,2022,Mokwa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.422191007,0.742100564,0.65
Mokwa,Oke-Ero,2025,Mokwa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.422191007,0.742100564,0.65
Muya,Giwa,2022,Muya,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.602049914,0.749507024,0.790792032
Muya,Giwa,2025,Muya,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.602049914,0.749507024,0.790792032
Abeokuta South,Uzo-Uwani,2021,Abeokuta South,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.443245868,0.74359875,0.65
Abeokuta South,Uzo-Uwani,2024,Abeokuta South,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.443245868,0.74359875,0.65
Ijebu North,Owan East,2021,Ijebu North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.308615406,0.726304115,0.65
Ijebu North,Owan East,2024,Ijebu North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.308615406,0.726304115,0.65
Rafi,Oke-Ero,2022,Rafi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.550360117,0.748275428,0.727151399
Rafi,Oke-Ero,2025,Rafi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.550360117,0.748275428,0.727151399
Rijau,Alkaleri,2022,Rijau,0.8,0.96875,0.8,0.984615385,1,july,916,PBO(2021),0.589881947,0.749254902,0.777296693
Rijau,Alkaleri,2025,Rijau,0.8,0.96875,0.8,0.984615385,2,july,2011,PBO(2021),0.589881947,0.749254902,0.777296693
Ado-Odo/Ota,Uzo-Uwani,2021,Ado-Odo-Ota,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.405185074,0.740672987,0.65
Ado-Odo/Ota,Uzo-Uwani,2024,Ado-Odo-Ota,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.405185074,0.740672987,0.65
Ijebu North East,Oke-Ero,2021,Ijebu North East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.396632199,0.739868623,0.65
Ijebu North East,Oke-Ero,2024,Ijebu North East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.396632199,0.739868623,0.65
Shiroro,Oke-Ero,2022,Shiroro,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.564594834,0.748659521,0.746389585
Shiroro,Oke-Ero,2025,Shiroro,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.564594834,0.748659521,0.746389585
Suleja,Giwa,2022,Suleja,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.574948442,0.748915838,0.75953125
Suleja,Giwa,2025,Suleja,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.574948442,0.748915838,0.75953125
Tafa,Oke-Ero,2022,Tafa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.544339269,0.748100929,0.718587654
Tafa,Oke-Ero,2025,Tafa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.544339269,0.748100929,0.718587654
Wushishi,Oke-Ero,2022,Wushishi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.567422283,0.748731353,0.750047765
Wushishi,Oke-Ero,2025,Wushishi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.567422283,0.748731353,0.750047765
Abeokuta North,Owan East,2021,Abeokuta North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.429058332,0.742619287,0.65
Abeokuta North,Owan East,2024,Abeokuta North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.429058332,0.742619287,0.65
Egbado South,Uzo-Uwani,2021,Egbado South,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.38366582,0.738522561,0.65
Egbado South,Uzo-Uwani,2024,Egbado South,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.38366582,0.738522561,0.65
Ewekoro,Uzo-Uwani,2021,Ewekoro,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.487001134,0.745985924,0.65
Ewekoro,Uzo-Uwani,2024,Ewekoro,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.487001134,0.745985924,0.65
Ifo,Uzo-Uwani,2021,Ifo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.430900956,0.742753307,0.65
Ifo,Uzo-Uwani,2024,Ifo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.430900956,0.742753307,0.65
Ijebu East,Oke-Ero,2021,Ijebu East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.42630383,0.742414929,0.65
Ijebu East,Oke-Ero,2024,Ijebu East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.42630383,0.742414929,0.65
Ijebu ode,Owan East,2021,Ijebu ode,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.370794776,0.737015026,0.65
Ijebu ode,Owan East,2024,Ijebu ode,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.370794776,0.737015026,0.65
Ikenne,Owan East,2021,Ikenne,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.382682373,0.738413711,0.65
Ikenne,Owan East,2024,Ikenne,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.382682373,0.738413711,0.65
Obafemi-Owode,Owan East,2021,Obafemi-Owode,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.396257357,0.739831921,0.65
Obafemi-Owode,Owan East,2024,Obafemi-Owode,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.396257357,0.739831921,0.65
Odeda,Oke-Ero,2021,Odeda,0.823529412,0.8,0.8,0.8,1,july,551,PBO(2021),0.380143878,0.738128067,0.65
Odeda,Oke-Ero,2024,Odeda,0.823529412,0.8,0.8,0.8,2,july,1646,PBO(2021),0.380143878,0.738128067,0.65
Odogbolu,Owan East,2021,Odogbolu,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.402893026,0.740463496,0.65
Odogbolu,Owan East,2024,Odogbolu,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.402893026,0.740463496,0.65
Ogun waterside,Owan East,2021,Ogun waterside,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.440646451,0.743428018,0.65
Ogun waterside,Owan East,2024,Ogun waterside,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.440646451,0.743428018,0.65
Remo North,Owan East,2021,Remo North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.322328246,0.729284044,0.65
Remo North,Owan East,2024,Remo North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.322328246,0.729284044,0.65
Shagamu,Uzo-Uwani,2021,Shagamu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.440001033,0.743385043,0.65
Shagamu,Uzo-Uwani,2024,Shagamu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.440001033,0.743385043,0.65
Akoko North East,Oke-Ero,2021,Akoko North East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.346553372,0.733614536,0.65
Akoko North East,Oke-Ero,2024,Akoko North East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.346553372,0.733614536,0.65
Akoko North West,Oke-Ero,2021,Akoko North West,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.316763911,0.728126692,0.65
Akoko North West,Oke-Ero,2024,Akoko North West,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.316763911,0.728126692,0.65
Akoko South East,Oke-Ero,2021,Akoko South East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.347034531,0.733690227,0.65
Akoko South East,Oke-Ero,2024,Akoko South East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.347034531,0.733690227,0.65
Akoko South West,Oke-Ero,2021,Akoko South West,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.330802879,0.73092257,0.65
Akoko South West,Oke-Ero,2024,Akoko South West,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.330802879,0.73092257,0.65
Akure North,Owan East,2021,Akure North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.337034585,0.732039367,0.65
Akure North,Owan East,2024,Akure North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.337034585,0.732039367,0.65
Ifedayo,Oke-Ero,2021,Ifedayo,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.271238016,0.715516421,0.65
Ifedayo,Oke-Ero,2024,Ifedayo,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.271238016,0.715516421,0.65
Akure South,Owan East,2021,Akure South,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.299585483,0.724089439,0.65
Akure South,Owan East,2024,Akure South,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.299585483,0.724089439,0.65
Ese-Odo,Owan East,2021,Ese-Odo,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.298999586,0.72393812,0.65
Ese-Odo,Owan East,2024,Ese-Odo,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.298999586,0.72393812,0.65
Idanre,Akinyele,2021,Idanre,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.311424686,0.726950397,0.65
Idanre,Akinyele,2024,Idanre,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.311424686,0.726950397,0.65
Ifedore,Oke-Ero,2021,Ifedore,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.373640917,0.737364382,0.65
Ifedore,Oke-Ero,2024,Ifedore,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.373640917,0.737364382,0.65
Ile-Oluji-Okeigbo,Akinyele,2021,Ile-Oluji-Okeigbo,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.384384096,0.738601432,0.65
Ile-Oluji-Okeigbo,Akinyele,2024,Ile-Oluji-Okeigbo,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.384384096,0.738601432,0.65
Irele,Akinyele,2021,Irele,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.393822894,0.739590471,0.65
Irele,Akinyele,2024,Irele,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.393822894,0.739590471,0.65
Odigbo,Akinyele,2021,Odigbo,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.423307719,0.742187036,0.65
Odigbo,Akinyele,2024,Odigbo,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.423307719,0.742187036,0.65
Ifelodun2,Akinyele,2021,Ifelodun2,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.400279219,0.740219247,0.65
Ifelodun2,Akinyele,2024,Ifelodun2,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.400279219,0.740219247,0.65
Okitipupa,Owan East,2021,Okitipupa,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.400233097,0.740214885,0.65
Okitipupa,Owan East,2024,Okitipupa,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.400233097,0.740214885,0.65
Ondo East,Akinyele,2021,Ondo East,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.359070133,0.735470693,0.65
Ondo East,Akinyele,2024,Ondo East,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.359070133,0.735470693,0.65
Ondo West,Akinyele,2021,Ondo West,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.391888362,0.739394724,0.65
Ondo West,Akinyele,2024,Ondo West,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.391888362,0.739394724,0.65
Ose,Owan East,2021,Ose,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.341879574,0.732859996,0.65
Ose,Owan East,2024,Ose,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.341879574,0.732859996,0.65
Owo,Owan East,2021,Owo,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.289251141,0.721272468,0.65
Owo,Owan East,2024,Owo,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.289251141,0.721272468,0.65
Aiyedade,Akinyele,2021,Aiyedade,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.401428384,0.740327343,0.65
Aiyedade,Akinyele,2024,Aiyedade,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.401428384,0.740327343,0.65
Aiyedire,Akinyele,2021,Aiyedire,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.440828641,0.743440107,0.65
Aiyedire,Akinyele,2024,Aiyedire,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.440828641,0.743440107,0.65
Atakumosa East,Oke-Ero,2021,Atakumosa East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.438640296,0.743293664,0.65
Atakumosa East,Oke-Ero,2024,Atakumosa East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.438640296,0.743293664,0.65
Orolu,Oke-Ero,2021,Orolu,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.499090523,0.746511232,0.65
Orolu,Oke-Ero,2024,Orolu,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.499090523,0.746511232,0.65
Atakumosa West,Akinyele,2021,Atakumosa West,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.441512439,0.743485314,0.65
Atakumosa West,Akinyele,2024,Atakumosa West,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.441512439,0.743485314,0.65
Boluwaduro,Akinyele,2021,Boluwaduro,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.300398529,0.724297832,0.65
Boluwaduro,Akinyele,2024,Boluwaduro,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.300398529,0.724297832,0.65
Boripe,Akinyele,2021,Boripe,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.354570478,0.73482966,0.65
Boripe,Akinyele,2024,Boripe,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.354570478,0.73482966,0.65
Ede North,Akinyele,2021,Ede North,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.389785625,0.739177967,0.65
Ede North,Akinyele,2024,Ede North,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.389785625,0.739177967,0.65
Ede South,Akinyele,2021,Ede South,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.412666127,0.741327563,0.65
Ede South,Akinyele,2024,Ede South,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.412666127,0.741327563,0.65
Egbedore,Akinyele,2021,Egbedore,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.43475278,0.743026704,0.65
Egbedore,Akinyele,2024,Egbedore,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.43475278,0.743026704,0.65
Ejigbo,Akinyele,2021,Ejigbo,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.431935286,0.742827611,0.65
Ejigbo,Akinyele,2024,Ejigbo,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.431935286,0.742827611,0.65
Ife Central,Akinyele,2021,Ife Central,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.443838578,0.743637159,0.65
Ife Central,Akinyele,2024,Ife Central,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.443838578,0.743637159,0.65
Ife East,Akinyele,2021,Ife East,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.454795344,0.744313938,0.65
Ife East,Akinyele,2024,Ife East,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.454795344,0.744313938,0.65
Ife North,Akinyele,2021,Ife North,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.417284269,0.741710446,0.65
Ife North,Akinyele,2024,Ife North,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.417284269,0.741710446,0.65
Ife South,Akinyele,2021,Ife South,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.40603638,0.740749702,0.65
Ife South,Akinyele,2024,Ife South,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.40603638,0.740749702,0.65
Ila,Oke-Ero,2021,Ila,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.32967771,0.730713208,0.65
Ila,Oke-Ero,2024,Ila,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.32967771,0.730713208,0.65
Ilesha East,Owan East,2021,Ilesha East,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.40077994,0.740266485,0.65
Ilesha East,Owan East,2024,Ilesha East,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.40077994,0.740266485,0.65
Ilesha West,Akinyele,2021,Ilesha West,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.387460247,0.738933305,0.65
Ilesha West,Akinyele,2024,Ilesha West,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.387460247,0.738933305,0.65
Irepodun2,Akinyele,2021,Irepodun2,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.48248331,0.745776531,0.65
Irepodun2,Akinyele,2024,Irepodun2,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.48248331,0.745776531,0.65
Irewole,Akinyele,2021,Irewole,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.390385171,0.739240199,0.65
Irewole,Akinyele,2024,Irewole,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.390385171,0.739240199,0.65
Isokan,Akinyele,2021,Isokan,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.367314771,0.736574739,0.65
Isokan,Akinyele,2024,Isokan,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.367314771,0.736574739,0.65
Iwo,Akinyele,2021,Iwo,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.456747451,0.744428187,0.65
Iwo,Akinyele,2024,Iwo,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.456747451,0.744428187,0.65
Osogbo,Owan East,2021,Osogbo,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.402576327,0.740434208,0.65
Osogbo,Owan East,2024,Osogbo,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.402576327,0.740434208,0.65
Obokun,Akinyele,2021,Obokun,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.323000927,0.72941944,0.65
Obokun,Akinyele,2024,Obokun,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.323000927,0.72941944,0.65
Odo-Otin,Oke-Ero,2021,Odo-Otin,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.424052511,0.742244242,0.65
Odo-Otin,Oke-Ero,2024,Odo-Otin,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.424052511,0.742244242,0.65
Ola-oluwa,Akinyele,2021,Ola-oluwa,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.43559805,0.743085504,0.65
Ola-oluwa,Akinyele,2024,Ola-oluwa,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.43559805,0.743085504,0.65
Olorunda,Akinyele,2021,Olorunda,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.431272633,0.742780083,0.65
Olorunda,Akinyele,2024,Olorunda,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.431272633,0.742780083,0.65
Oriade,Oke-Ero,2021,Oriade,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.408517869,0.740970008,0.65
Oriade,Oke-Ero,2024,Oriade,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.408517869,0.740970008,0.65
Ibadan South East,Akinyele,2021,Ibadan South East,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.271498263,0.715608205,0.65
Ibadan South East,Akinyele,2024,Ibadan South East,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.271498263,0.715608205,0.65
Afijio,Akinyele,2021,Afijio,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.464150913,0.744845222,0.65
Afijio,Akinyele,2024,Afijio,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.464150913,0.744845222,0.65
Akinyele,Akinyele,2021,Akinyele,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.353306712,0.734644463,0.65
Akinyele,Akinyele,2024,Akinyele,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.353306712,0.734644463,0.65
Atiba,Akinyele,2021,Atiba,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.383570526,0.738512057,0.65
Atiba,Akinyele,2024,Atiba,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.383570526,0.738512057,0.65
Egbeda,Akinyele,2021,Egbeda,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.298595531,0.7238332,0.65
Egbeda,Akinyele,2024,Egbeda,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.298595531,0.7238332,0.65
Ibadan North,Owan East,2021,Ibadan North,0.8,0.8,0.8,0.8,1,march,496,Dual Al+PBO 2020,0.309361845,0.726477733,0.65
Ibadan North,Owan East,2024,Ibadan North,0.8,0.8,0.8,0.8,2,march,1591,Dual Al+PBO 2020,0.309361845,0.726477733,0.65
Ibadan North East,Owan East,2021,Ibadan North East,0.8,0.8,0.8,0.8,1,march,496,Dual Al+PBO 2020,0.294659555,0.722786553,0.65
Ibadan North East,Owan East,2024,Ibadan North East,0.8,0.8,0.8,0.8,2,march,1591,Dual Al+PBO 2020,0.294659555,0.722786553,0.65
Ibadan North West,Owan East,2021,Ibadan North West,0.8,0.8,0.8,0.8,1,march,496,Dual Al+PBO 2020,0.316280901,0.728022995,0.65
Ibadan North West,Owan East,2024,Ibadan North West,0.8,0.8,0.8,0.8,2,march,1591,Dual Al+PBO 2020,0.316280901,0.728022995,0.65
Ibarapa Central,Akinyele,2021,Ibarapa Central,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.381160727,0.738243305,0.65
Ibarapa Central,Akinyele,2024,Ibarapa Central,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.381160727,0.738243305,0.65
Ibarapa East,Oke-Ero,2021,Ibarapa East,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.343403438,0.73310991,0.65
Ibarapa East,Oke-Ero,2024,Ibarapa East,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.343403438,0.73310991,0.65
Ibarapa North,Oke-Ero,2021,Ibarapa North,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.369500036,0.73685293,0.65
Ibarapa North,Oke-Ero,2024,Ibarapa North,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.369500036,0.73685293,0.65
Ido,Akinyele,2021,Ido,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.349706785,0.734104055,0.65
Ido,Akinyele,2024,Ido,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.349706785,0.734104055,0.65
Irepo,Oke-Ero,2021,Irepo,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.40196685,0.740377609,0.65
Irepo,Oke-Ero,2024,Irepo,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.40196685,0.740377609,0.65
Ogo Oluwa,Oke-Ero,2021,Ogo Oluwa,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.439422178,0.743346299,0.65
Ogo Oluwa,Oke-Ero,2024,Ogo Oluwa,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.439422178,0.743346299,0.65
Olorunsogo,Oke-Ero,2021,Olorunsogo,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.414397427,0.741472937,0.65
Olorunsogo,Oke-Ero,2024,Olorunsogo,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.414397427,0.741472937,0.65
Oluyole,Oke-Ero,2021,Oluyole,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.288412035,0.721029342,0.65
Oluyole,Oke-Ero,2024,Oluyole,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.288412035,0.721029342,0.65
Ona-Ara,Akinyele,2021,Ona-Ara,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.28722207,0.720680649,0.65
Ona-Ara,Akinyele,2024,Ona-Ara,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.28722207,0.720680649,0.65
Orelope,Oke-Ero,2021,Orelope,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.392367103,0.739443491,0.65
Orelope,Oke-Ero,2024,Orelope,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.392367103,0.739443491,0.65
Ori Ire,Oke-Ero,2021,Ori Ire,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.343662506,0.733152018,0.65
Ori Ire,Oke-Ero,2024,Ori Ire,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.343662506,0.733152018,0.65
Oyo West,Akinyele,2021,Oyo West,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.423437594,0.742197038,0.65
Oyo West,Akinyele,2024,Oyo West,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.423437594,0.742197038,0.65
Saki East,Oke-Ero,2021,Saki East,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.45017239,0.744035901,0.65
Saki East,Oke-Ero,2024,Saki East,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.45017239,0.744035901,0.65
Saki West,Akinyele,2021,Saki West,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.443453887,0.743612252,0.65
Saki West,Akinyele,2024,Saki West,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.443453887,0.743612252,0.65
Surulere2,Oke-Ero,2021,Surulere2,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.412184156,0.741286694,0.65
Surulere2,Oke-Ero,2024,Surulere2,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.412184156,0.741286694,0.65
Abua/Odual,Ahoada West,2021,Abua-Odual,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.255950957,0.709612874,0.65
Abua/Odual,Ahoada West,2024,Abua-Odual,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.255950957,0.709612874,0.65
Ahoada East,Ahoada West,2021,Ahoada East,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.212067193,0.685335866,0.65
Ahoada East,Ahoada West,2024,Ahoada East,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.212067193,0.685335866,0.65
