LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round
Matazuu,Rimi,NA,0.332259733,0.332259733,1289,762,2023,2
Matazuu,Rimi,NA,0.355532456,0.355532456,2051,140,2025,3
Mayo-Belwa,Alkaleri,NA,0.585497261,0.585497261,468,821,2021,1
Mayo-Belwa,Alkaleri,NA,0.625539977,0.625539977,1289,762,2023,2
Mayo-Belwa,Alkaleri,NA,0.665582693,0.665582693,2051,140,2025,3
Mbaitoli,Ngor-Okpala,NA,0.430834661,0.430834661,468,821,2021,1
Mbaitoli,Ngor-Okpala,NA,0.483955862,0.483955862,1289,762,2023,2
Mbaitoli,Ngor-Okpala,NA,0.537077063,0.537077063,2051,140,2025,3
Mbo,Nsit Ubium,NA,0.145733076,0.145733076,468,821,2021,1
Mbo,Nsit Ubium,NA,0.191466152,0.191466152,1289,762,2023,2
Mbo,Nsit Ubium,NA,0.237199228,0.237199228,2051,140,2025,3
Michika,Darazo,NA,0.137370113,0.137370113,468,821,2021,1
Michika,Darazo,NA,0.160369151,0.160369151,1289,762,2023,2
Michika,Darazo,NA,0.183368188,0.183368188,2051,140,2025,3
Miga,Taura,NA,0.141556277,0.141556277,468,821,2021,1
Miga,Taura,NA,0.172001443,0.172001443,1289,762,2023,2
Miga,Taura,NA,0.202446609,0.202446609,2051,140,2025,3
Mikang,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Mikang,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Mikang,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Minjibir,Taura,NA,0.568403112,0.568403112,468,821,2021,1
Minjibir,Taura,NA,0.598848278,0.598848278,1289,762,2023,2
Minjibir,Taura,NA,0.629293444,0.629293444,2051,140,2025,3
Misau,Darazo,NA,0.14546961,0.14546961,468,821,2021,1
Misau,Darazo,NA,0.168468648,0.168468648,1289,762,2023,2
Misau,Darazo,NA,0.191467685,0.191467685,2051,140,2025,3
Mkpat Enin,Nsit Ubium,NA,0.425689056,0.425689056,468,821,2021,1
Mkpat Enin,Nsit Ubium,NA,0.471422132,0.471422132,1289,762,2023,2
Mkpat Enin,Nsit Ubium,NA,0.517155208,0.517155208,2051,140,2025,3
Moba,Oke-Ero,NA,0.117940791,0.117940791,468,821,2021,1
Moba,Oke-Ero,NA,0.148885379,0.148885379,1289,762,2023,2
Moba,Oke-Ero,NA,0.179829967,0.179829967,2051,140,2025,3
Mobbar,Babura,NA,0.589684619,0.589684619,468,821,2021,1
Mobbar,Babura,NA,0.655302756,0.655302756,1289,762,2023,2
Mobbar,Babura,NA,0.720920894,0.720920894,2051,140,2025,3
Mokwa,Oke-Ero,NA,0.286824862,0.286824862,468,821,2021,1
Mokwa,Oke-Ero,NA,0.31776945,0.31776945,1289,762,2023,2
Mokwa,Oke-Ero,NA,0.348714038,0.348714038,2051,140,2025,3
Monguno,Babura,NA,0.414895497,0.414895497,468,821,2021,1
Monguno,Babura,NA,0.480513634,0.480513634,1289,762,2023,2
Monguno,Babura,NA,0.546131772,0.546131772,2051,140,2025,3
Mopa-Muro,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Mopa-Muro,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Mopa-Muro,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Moro,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Moro,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Moro,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Mubi North,Darazo,NA,0.24578365,0.24578365,468,821,2021,1
Mubi North,Darazo,NA,0.268782688,0.268782688,1289,762,2023,2
Mubi North,Darazo,NA,0.291781725,0.291781725,2051,140,2025,3
Mubi South,Darazo,NA,0.079373026,0.079373026,468,821,2021,1
Mubi South,Darazo,NA,0.102372064,0.102372064,1289,762,2023,2
Mubi South,Darazo,NA,0.125371101,0.125371101,2051,140,2025,3
Musawa,Gwarzo,NA,0.404483792,0.404483792,468,821,2021,1
Musawa,Gwarzo,NA,0.44054653,0.44054653,1289,762,2023,2
Musawa,Gwarzo,NA,0.476609269,0.476609269,2051,140,2025,3
Mushin,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Mushin,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Mushin,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Muya,Giwa,NA,0.394099369,0.394099369,468,821,2021,1
Muya,Giwa,NA,0.43105588,0.43105588,1289,762,2023,2
Muya,Giwa,NA,0.468012392,0.468012392,2051,140,2025,3
Nafada,Alkaleri,NA,0.241654086,0.241654086,468,821,2021,1
Nafada,Alkaleri,NA,0.281696802,0.281696802,1289,762,2023,2
Nafada,Alkaleri,NA,0.321739518,0.321739518,2051,140,2025,3
Nangere,Darazo,NA,0.05633237,0.05633237,468,821,2021,1
Nangere,Darazo,NA,0.079331408,0.079331408,1289,762,2023,2
Nangere,Darazo,NA,0.102330445,0.102330445,2051,140,2025,3
Nasarawa1,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Nasarawa1,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Nasarawa1,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Nasarawa2,Alkaleri,NA,0.406128328,0.406128328,468,821,2021,1
Nasarawa2,Alkaleri,NA,0.446171044,0.446171044,1289,762,2023,2
Nasarawa2,Alkaleri,NA,0.48621376,0.48621376,2051,140,2025,3
Nasarawa-Eggon,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Nasarawa-Eggon,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Nasarawa-Eggon,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Ndokwa East,Ahoada West,NA,0.26497554,0.26497554,468,821,2021,1
Ndokwa East,Ahoada West,NA,0.283489626,0.283489626,1289,762,2023,2
Ndokwa East,Ahoada West,NA,0.302003712,0.302003712,2051,140,2025,3
Ndokwa West,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Ndokwa West,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Ndokwa West,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Nembe,Ahoada West,NA,0.268514086,0.268514086,468,821,2021,1
Nembe,Ahoada West,NA,0.287028172,0.287028172,1289,762,2023,2
Nembe,Ahoada West,NA,0.305542258,0.305542258,2051,140,2025,3
Ngala,Taura,NA,0.205373207,0.205373207,468,821,2021,1
Ngala,Taura,NA,0.235818373,0.235818373,1289,762,2023,2
Ngala,Taura,NA,0.266263539,0.266263539,2051,140,2025,3
Nganzai,Gawabawa,NA,0.11890935,0.11890935,468,821,2021,1
Nganzai,Gawabawa,NA,0.131187256,0.131187256,1289,762,2023,2
Nganzai,Gawabawa,NA,0.143465162,0.143465162,2051,140,2025,3
Ngaski,Owan East,NA,0.646713331,0.646713331,468,821,2021,1
Ngaski,Owan East,NA,0.689135709,0.689135709,1289,762,2023,2
Ngaski,Owan East,NA,0.731558087,0.731558087,2051,140,2025,3
Ngor-Okpala,Ngor-Okpala,NA,0.608676757,0.608676757,468,821,2021,1
Ngor-Okpala,Ngor-Okpala,NA,0.661797958,0.661797958,1289,762,2023,2
Ngor-Okpala,Ngor-Okpala,NA,0.714919159,0.714919159,2051,140,2025,3
Nguru,Taura,NA,0.205373207,0.205373207,468,821,2021,1
Nguru,Taura,NA,0.235818373,0.235818373,1289,762,2023,2
Nguru,Taura,NA,0.266263539,0.266263539,2051,140,2025,3
Ningi,Takali,NA,0.124047168,0.124047168,468,821,2021,1
Ningi,Takali,NA,0.162183694,0.162183694,1289,762,2023,2
Ningi,Takali,NA,0.20032022,0.20032022,2051,140,2025,3
Njaba,Ngor-Okpala,NA,0.853121201,0.853121201,468,821,2021,1
Njaba,Ngor-Okpala,NA,0.906242402,0.906242402,1289,762,2023,2
Njaba,Ngor-Okpala,NA,0.959363603,0.959363603,2051,140,2025,3
Njikoka,Uzo-Uwani,NA,0.736883632,0.736883632,468,821,2021,1
Njikoka,Uzo-Uwani,NA,0.807100598,0.807100598,1289,762,2023,2
Njikoka,Uzo-Uwani,NA,0.877317563,0.877317563,2051,140,2025,3
Nkanu East,Owan East,NA,0.488661629,0.488661629,468,821,2021,1
Nkanu East,Owan East,NA,0.531084007,0.531084007,1289,762,2023,2
Nkanu East,Owan East,NA,0.573506385,0.573506385,2051,140,2025,3
Nkanu West,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Nkanu West,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Nkanu West,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Nkwerre,Ngor-Okpala,NA,0.303121201,0.303121201,468,821,2021,1
Nkwerre,Ngor-Okpala,NA,0.356242402,0.356242402,1289,762,2023,2
Nkwerre,Ngor-Okpala,NA,0.409363603,0.409363603,2051,140,2025,3
Nnewi North,Oru West,NA,0.480757426,0.480757426,468,821,2021,1
Nnewi North,Oru West,NA,0.550437425,0.550437425,1289,762,2023,2
Nnewi North,Oru West,NA,0.620117423,0.620117423,2051,140,2025,3
Nnewi South,Oru West,NA,0.643563175,0.643563175,468,821,2021,1
Nnewi South,Oru West,NA,0.713243174,0.713243174,1289,762,2023,2
Nnewi South,Oru West,NA,0.782923172,0.782923172,2051,140,2025,3
Nsit Atai,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Nsit Atai,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Nsit Atai,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Nsit Ibom,Nsit Ubium,NA,0.295733076,0.295733076,468,821,2021,1
Nsit Ibom,Nsit Ubium,NA,0.341466152,0.341466152,1289,762,2023,2
Nsit Ibom,Nsit Ubium,NA,0.387199228,0.387199228,2051,140,2025,3
Nsit Ubium,Nsit Ubium,NA,0.474304505,0.474304505,468,821,2021,1
Nsit Ubium,Nsit Ubium,NA,0.520037581,0.520037581,1289,762,2023,2
Nsit Ubium,Nsit Ubium,NA,0.565770657,0.565770657,2051,140,2025,3
Nsukka,Uzo-Uwani,NA,0.475542418,0.475542418,468,821,2021,1
Nsukka,Uzo-Uwani,NA,0.545759384,0.545759384,1289,762,2023,2
Nsukka,Uzo-Uwani,NA,0.615976349,0.615976349,2051,140,2025,3
Numan,Alkaleri,NA,0.68710154,0.68710154,468,821,2021,1
Numan,Alkaleri,NA,0.727144256,0.727144256,1289,762,2023,2
Numan,Alkaleri,NA,0.767186972,0.767186972,2051,140,2025,3
Nwangele,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Nwangele,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Nwangele,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Obafemi-Owode,Owan East,NA,0.497886674,0.497886674,468,821,2021,1
Obafemi-Owode,Owan East,NA,0.540309052,0.540309052,1289,762,2023,2
Obafemi-Owode,Owan East,NA,0.58273143,0.58273143,2051,140,2025,3
Obanliku,Obubra,NA,0.470486689,0.470486689,468,821,2021,1
Obanliku,Obubra,NA,0.530875889,0.530875889,1289,762,2023,2
Obanliku,Obubra,NA,0.591265088,0.591265088,2051,140,2025,3
Obi Nwa,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Obi Nwa,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Obi Nwa,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Obi1,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Obi1,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Obi1,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Obi2,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Obi2,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Obi2,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Obia-Akpor,Ahoada West,NA,0.23199788,0.23199788,468,821,2021,1
Obia-Akpor,Ahoada West,NA,0.250511966,0.250511966,1289,762,2023,2
Obia-Akpor,Ahoada West,NA,0.269026052,0.269026052,2051,140,2025,3
Obokun,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Obokun,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Obokun,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Obot Akara,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Obot Akara,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Obot Akara,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Obowo,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Obowo,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Obowo,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Obubra,Obubra,NA,0.470486689,0.470486689,468,821,2021,1
Obubra,Obubra,NA,0.530875889,0.530875889,1289,762,2023,2
Obubra,Obubra,NA,0.591265088,0.591265088,2051,140,2025,3
Obudu,Obubra,NA,0.470486689,0.470486689,468,821,2021,1
Obudu,Obubra,NA,0.530875889,0.530875889,1289,762,2023,2
Obudu,Obubra,NA,0.591265088,0.591265088,2051,140,2025,3
Odeda,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Odeda,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Odeda,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Odigbo,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Odigbo,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Odigbo,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Odogbolu,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Odogbolu,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Odogbolu,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Odo-Otin,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Odo-Otin,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Odo-Otin,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Odukpani,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Odukpani,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Odukpani,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Offa,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Offa,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Offa,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Ofu,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Ofu,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Ofu,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Ogbadibo,Ahoada West,NA,0.154193318,0.154193318,468,821,2021,1
Ogbadibo,Ahoada West,NA,0.172707404,0.172707404,1289,762,2023,2
Ogbadibo,Ahoada West,NA,0.19122149,0.19122149,2051,140,2025,3
Ogba-Egbema-Ndoni,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Ogba-Egbema-Ndoni,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Ogba-Egbema-Ndoni,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Ogbaru,Ahoada West,NA,0.685180753,0.685180753,468,821,2021,1
Ogbaru,Ahoada West,NA,0.703694839,0.703694839,1289,762,2023,2
Ogbaru,Ahoada West,NA,0.722208925,0.722208925,2051,140,2025,3
Ogbia,Ahoada West,NA,0.26497554,0.26497554,468,821,2021,1
Ogbia,Ahoada West,NA,0.283489626,0.283489626,1289,762,2023,2
Ogbia,Ahoada West,NA,0.302003712,0.302003712,2051,140,2025,3
Ogbomosho North,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Ogbomosho North,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Ogbomosho North,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Ogbomosho South,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Ogbomosho South,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Ogbomosho South,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Ogo Oluwa,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Ogo Oluwa,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Ogo Oluwa,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Ogoja,Obubra,NA,0.470486689,0.470486689,468,821,2021,1
Ogoja,Obubra,NA,0.530875889,0.530875889,1289,762,2023,2
Ogoja,Obubra,NA,0.591265088,0.591265088,2051,140,2025,3
Ogori-Mangongo,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Ogori-Mangongo,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Ogori-Mangongo,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Ogu-Bolo,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Ogu-Bolo,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Ogu-Bolo,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Ogun waterside,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Ogun waterside,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Ogun waterside,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Oguta,Oru West,NA,0.569679998,0.569679998,468,821,2021,1
Oguta,Oru West,NA,0.639359997,0.639359997,1289,762,2023,2
Oguta,Oru West,NA,0.709039995,0.709039995,2051,140,2025,3
Ohafia,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Ohafia,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Ohafia,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Ohaji-Egbema,Oru West,NA,0.53656571,0.53656571,468,821,2021,1
Ohaji-Egbema,Oru West,NA,0.606245709,0.606245709,1289,762,2023,2
Ohaji-Egbema,Oru West,NA,0.675925707,0.675925707,2051,140,2025,3
Ohaozara,Obubra,NA,0.749905323,0.749905323,468,821,2021,1
Ohaozara,Obubra,NA,0.810294523,0.810294523,1289,762,2023,2
Ohaozara,Obubra,NA,0.870683722,0.870683722,2051,140,2025,3
Ohaukwu,Owan East,NA,0.292422378,0.292422378,468,821,2021,1
Ohaukwu,Owan East,NA,0.334844756,0.334844756,1289,762,2023,2
Ohaukwu,Owan East,NA,0.377267134,0.377267134,2051,140,2025,3
Ohimini,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Ohimini,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Ohimini,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Oji-River,Oru West,NA,0.480757426,0.480757426,468,821,2021,1
Oji-River,Oru West,NA,0.550437425,0.550437425,1289,762,2023,2
Oji-River,Oru West,NA,0.620117423,0.620117423,2051,140,2025,3
Ojo,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Ojo,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Ojo,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Oju,Oke-Ero,NA,0.09735746,0.09735746,468,821,2021,1
Oju,Oke-Ero,NA,0.128302048,0.128302048,1289,762,2023,2
Oju,Oke-Ero,NA,0.159246636,0.159246636,2051,140,2025,3
Oke-Ero,Oke-Ero,NA,0.430944588,0.430944588,468,821,2021,1
Oke-Ero,Oke-Ero,NA,0.461889176,0.461889176,1289,762,2023,2
Oke-Ero,Oke-Ero,NA,0.492833764,0.492833764,2051,140,2025,3
Okehi,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Okehi,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Okehi,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Okene,Owan East,NA,0.115489236,0.115489236,468,821,2021,1
Okene,Owan East,NA,0.157911614,0.157911614,1289,762,2023,2
Okene,Owan East,NA,0.200333992,0.200333992,2051,140,2025,3
Okigwe,Ngor-Okpala,NA,0.386454534,0.386454534,468,821,2021,1
Okigwe,Ngor-Okpala,NA,0.439575735,0.439575735,1289,762,2023,2
Okigwe,Ngor-Okpala,NA,0.492696936,0.492696936,2051,140,2025,3
Okitipupa,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Okitipupa,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Okitipupa,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Okobo,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Okobo,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Okobo,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Okpe,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Okpe,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Okpe,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Okpokwu,Akinyele,NA,0.170831081,0.170831081,468,821,2021,1
Okpokwu,Akinyele,NA,0.198805018,0.198805018,1289,762,2023,2
Okpokwu,Akinyele,NA,0.226778956,0.226778956,2051,140,2025,3
Okrika,Nsit Ubium,NA,0.607021189,0.607021189,468,821,2021,1
Okrika,Nsit Ubium,NA,0.652754265,0.652754265,1289,762,2023,2
Okrika,Nsit Ubium,NA,0.698487341,0.698487341,2051,140,2025,3
Olamabolo,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Olamabolo,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Olamabolo,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Ola-oluwa,Owan East,NA,0.375755711,0.375755711,468,821,2021,1
Ola-oluwa,Owan East,NA,0.418178089,0.418178089,1289,762,2023,2
Ola-oluwa,Owan East,NA,0.460600467,0.460600467,2051,140,2025,3
Olorunda,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Olorunda,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Olorunda,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Olorunsogo,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Olorunsogo,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Olorunsogo,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Oluyole,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Oluyole,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Oluyole,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Omala,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Omala,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Omala,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Omumma,Ngor-Okpala,NA,0.124132119,0.124132119,468,821,2021,1
Omumma,Ngor-Okpala,NA,0.17725332,0.17725332,1289,762,2023,2
Omumma,Ngor-Okpala,NA,0.230374521,0.230374521,2051,140,2025,3
Ona-Ara,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Ona-Ara,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Ona-Ara,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Ondo East,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Ondo East,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Ondo East,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Ondo West,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Ondo West,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Ondo West,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Onicha,Obubra,NA,0.436079813,0.436079813,468,821,2021,1
Onicha,Obubra,NA,0.496469013,0.496469013,1289,762,2023,2
Onicha,Obubra,NA,0.556858212,0.556858212,2051,140,2025,3
Onitsha North,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Onitsha North,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Onitsha North,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Onitsha South,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Onitsha South,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Onitsha South,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Onna,Nsit Ubium,NA,0.404916715,0.404916715,468,821,2021,1
Onna,Nsit Ubium,NA,0.450649791,0.450649791,1289,762,2023,2
Onna,Nsit Ubium,NA,0.496382867,0.496382867,2051,140,2025,3
Opobo-Nkoro,Nsit Ubium,NA,0.656172987,0.656172987,468,821,2021,1
Opobo-Nkoro,Nsit Ubium,NA,0.701906063,0.701906063,1289,762,2023,2
Opobo-Nkoro,Nsit Ubium,NA,0.747639139,0.747639139,2051,140,2025,3
Oredo,Uzo-Uwani,NA,0.387381237,0.387381237,468,821,2021,1
Oredo,Uzo-Uwani,NA,0.457598203,0.457598203,1289,762,2023,2
Oredo,Uzo-Uwani,NA,0.527815168,0.527815168,2051,140,2025,3
Orelope,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Orelope,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Orelope,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Orhionmwon,Uzo-Uwani,NA,0.252374898,0.252374898,468,821,2021,1
Orhionmwon,Uzo-Uwani,NA,0.322591864,0.322591864,1289,762,2023,2
Orhionmwon,Uzo-Uwani,NA,0.392808829,0.392808829,2051,140,2025,3
Ori Ire,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Ori Ire,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Ori Ire,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Oriade,Oke-Ero,NA,0.37046521,0.37046521,468,821,2021,1
Oriade,Oke-Ero,NA,0.401409798,0.401409798,1289,762,2023,2
Oriade,Oke-Ero,NA,0.432354386,0.432354386,2051,140,2025,3
Orlu,Oru West,NA,0.319679998,0.319679998,468,821,2021,1
Orlu,Oru West,NA,0.389359997,0.389359997,1289,762,2023,2
Orlu,Oru West,NA,0.459039995,0.459039995,2051,140,2025,3
Orolu,Oke-Ero,NA,0.333974966,0.333974966,468,821,2021,1
Orolu,Oke-Ero,NA,0.364919554,0.364919554,1289,762,2023,2
Orolu,Oke-Ero,NA,0.395864142,0.395864142,2051,140,2025,3
Oron,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Oron,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Oron,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Orsu,Oru West,NA,0.327341384,0.327341384,468,821,2021,1
Orsu,Oru West,NA,0.397021383,0.397021383,1289,762,2023,2
Orsu,Oru West,NA,0.466701381,0.466701381,2051,140,2025,3
Oru East,Oru West,NA,0.480757426,0.480757426,468,821,2021,1
Oru East,Oru West,NA,0.550437425,0.550437425,1289,762,2023,2
Oru East,Oru West,NA,0.620117423,0.620117423,2051,140,2025,3
Oru West,Oru West,NA,0.502844522,0.502844522,468,821,2021,1
Oru West,Oru West,NA,0.572524521,0.572524521,1289,762,2023,2
Oru West,Oru West,NA,0.642204519,0.642204519,2051,140,2025,3
Oruk Anam,Nsit Ubium,NA,0.338662405,0.338662405,468,821,2021,1
Oruk Anam,Nsit Ubium,NA,0.384395481,0.384395481,1289,762,2023,2
Oruk Anam,Nsit Ubium,NA,0.430128557,0.430128557,2051,140,2025,3
Orumba North,Oru West,NA,0.550449198,0.550449198,468,821,2021,1
Orumba North,Oru West,NA,0.620129197,0.620129197,1289,762,2023,2
