,LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
310,Ahoada East,Ahoada West,NA,0.60132645,0.60132645,1650,151,2024,10,0.8,1
311,Ahoada East,Ahoada West,NA,0.751658063,0.751658063,1801,185,2025,11,0.8,1
312,Ahoada East,Ahoada West,NA,0.8,0.8,1986,183,2025,12,0.8,1
313,Ahoada West,Ahoada West,NA,0.333333333,0.333333333,0,196,2020,1,0.49,1
314,Ahoada West,Ahoada West,NA,0.35,0.35,196,154,2020,2,0.539,1
315,Ahoada West,Ahoada West,NA,0.353333333,0.353333333,350,212,2021,3,0.588,1
316,Ahoada West,Ahoada West,NA,0.356666666,0.356666666,562,154,2021,4,0.637,1
317,Ahoada West,Ahoada West,NA,0.36,0.36,716,202,2022,5,0.686,1
318,Ahoada West,Ahoada West,NA,0.363333333,0.363333333,918,159,2022,6,0.735,1
319,Ahoada West,Ahoada West,NA,0.366666666,0.366666666,1077,219,2023,7,0.784,1
320,Ahoada West,Ahoada West,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
321,Ahoada West,Ahoada West,NA,0.5,0.5,1432,218,2024,9,0.8,1
322,Ahoada West,Ahoada West,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
323,Ahoada West,Ahoada West,NA,0.8,0.8,1801,185,2025,11,0.8,1
324,Ahoada West,Ahoada West,NA,0.8,0.8,1986,183,2025,12,0.8,1
325,Aiyedade,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.49,1
326,Aiyedade,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.539,1
327,Aiyedade,Akinyele,NA,0.8,0.8,350,212,2021,3,0.588,1
328,Aiyedade,Akinyele,NA,0.8,0.8,562,154,2021,4,0.637,1
329,Aiyedade,Akinyele,NA,0.8,0.8,716,202,2022,5,0.686,1
330,Aiyedade,Akinyele,NA,0.8,0.8,918,159,2022,6,0.735,1
331,Aiyedade,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.784,1
332,Aiyedade,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.8,1
333,Aiyedade,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
334,Aiyedade,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
335,Aiyedade,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
336,Aiyedade,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
337,Aiyedire,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.49,1
338,Aiyedire,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.539,1
339,Aiyedire,Akinyele,NA,0.8,0.8,350,212,2021,3,0.588,1
340,Aiyedire,Akinyele,NA,0.8,0.8,562,154,2021,4,0.637,1
341,Aiyedire,Akinyele,NA,0.8,0.8,716,202,2022,5,0.686,1
342,Aiyedire,Akinyele,NA,0.8,0.8,918,159,2022,6,0.735,1
343,Aiyedire,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.784,1
344,Aiyedire,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.8,1
345,Aiyedire,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
346,Aiyedire,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
347,Aiyedire,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
348,Aiyedire,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
349,Ajaokuta,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.49,1
350,Ajaokuta,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.539,1
351,Ajaokuta,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.588,1
352,Ajaokuta,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.637,1
353,Ajaokuta,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.686,1
354,Ajaokuta,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.735,1
355,Ajaokuta,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.784,1
356,Ajaokuta,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.8,1
357,Ajaokuta,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.8,1
358,Ajaokuta,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.8,1
359,Ajaokuta,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.8,1
360,Ajaokuta,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
361,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.697452222,0.697452222,0,196,2020,1,0.49,1
362,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.732324833,0.732324833,196,154,2020,2,0.539,1
363,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.739299355,0.739299355,350,212,2021,3,0.588,1
364,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.746273878,0.746273878,562,154,2021,4,0.637,1
365,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.7532484,0.7532484,716,202,2022,5,0.686,1
366,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.760222922,0.760222922,918,159,2022,6,0.735,1
367,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.767197444,0.767197444,1077,219,2023,7,0.784,1
368,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.781146489,0.781146489,1296,136,2023,8,0.8,1
369,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.8,1
370,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
371,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
372,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
373,Ajingi,Taura,NA,0.174928041,0.174928041,0,196,2020,1,0.49,1
374,Ajingi,Taura,NA,0.376532608,0.376532608,196,154,2020,2,0.539,1
375,Ajingi,Taura,NA,0.38197287,0.38197287,350,212,2021,3,0.588,1
376,Ajingi,Taura,NA,0.574621122,0.574621122,562,154,2021,4,0.637,1
377,Ajingi,Taura,NA,0.581880636,0.581880636,716,202,2022,5,0.686,1
378,Ajingi,Taura,NA,0.589175135,0.589175135,918,159,2022,6,0.735,1
379,Ajingi,Taura,NA,0.788925465,0.788925465,1077,219,2023,7,0.784,1
380,Ajingi,Taura,NA,0.8,0.8,1296,136,2023,8,0.8,1
381,Ajingi,Taura,NA,0.8,0.8,1432,218,2024,9,0.8,1
382,Ajingi,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
383,Ajingi,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
384,Ajingi,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
385,Akamkpa,Ngor-Okpala,NA,0.191387598,0.191387598,0,196,2020,1,0.49,1
386,Akamkpa,Ngor-Okpala,NA,0.411961805,0.411961805,196,154,2020,2,0.539,1
387,Akamkpa,Ngor-Okpala,NA,0.417913959,0.417913959,350,212,2021,3,0.588,1
388,Akamkpa,Ngor-Okpala,NA,0.628689121,0.628689121,562,154,2021,4,0.637,1
389,Akamkpa,Ngor-Okpala,NA,0.636631706,0.636631706,716,202,2022,5,0.686,1
390,Akamkpa,Ngor-Okpala,NA,0.644612569,0.644612569,918,159,2022,6,0.735,1
391,Akamkpa,Ngor-Okpala,NA,0.8,0.8,1077,219,2023,7,0.784,1
392,Akamkpa,Ngor-Okpala,NA,0.8,0.8,1296,136,2023,8,0.8,1
393,Akamkpa,Ngor-Okpala,NA,0.8,0.8,1432,218,2024,9,0.8,1
394,Akamkpa,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,10,0.8,1
395,Akamkpa,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,11,0.8,1
396,Akamkpa,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
397,Akinyele,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.49,1
398,Akinyele,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.539,1
399,Akinyele,Akinyele,NA,0.8,0.8,350,212,2021,3,0.588,1
400,Akinyele,Akinyele,NA,0.8,0.8,562,154,2021,4,0.637,1
401,Akinyele,Akinyele,NA,0.8,0.8,716,202,2022,5,0.686,1
402,Akinyele,Akinyele,NA,0.8,0.8,918,159,2022,6,0.735,1
403,Akinyele,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.784,1
404,Akinyele,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.8,1
405,Akinyele,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
406,Akinyele,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
407,Akinyele,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
408,Akinyele,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
409,Akko,Alkaleri,NA,0.145904448,0.145904448,0,196,2020,1,0.49,1
410,Akko,Alkaleri,NA,0.306399341,0.306399341,196,154,2020,2,0.539,1
411,Akko,Alkaleri,NA,0.773293574,0.773293574,350,212,2021,3,0.588,1
412,Akko,Alkaleri,NA,0.8,0.8,562,154,2021,4,0.637,1
413,Akko,Alkaleri,NA,0.8,0.8,716,202,2022,5,0.686,1
414,Akko,Alkaleri,NA,0.8,0.8,918,159,2022,6,0.735,1
415,Akko,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.784,1
416,Akko,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
417,Akko,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.8,1
418,Akko,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.8,1
419,Akko,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.8,1
420,Akko,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.8,1
421,Akoko North East,Oke-Ero,NA,0.296533971,0.296533971,0,196,2020,1,0.49,1
422,Akoko North East,Oke-Ero,NA,0.31136067,0.31136067,196,154,2020,2,0.539,1
423,Akoko North East,Oke-Ero,NA,0.314326009,0.314326009,350,212,2021,3,0.588,1
424,Akoko North East,Oke-Ero,NA,0.317291349,0.317291349,562,154,2021,4,0.637,1
425,Akoko North East,Oke-Ero,NA,0.320256689,0.320256689,716,202,2022,5,0.686,1
426,Akoko North East,Oke-Ero,NA,0.323222028,0.323222028,918,159,2022,6,0.735,1
427,Akoko North East,Oke-Ero,NA,0.326187368,0.326187368,1077,219,2023,7,0.784,1
428,Akoko North East,Oke-Ero,NA,0.332118048,0.332118048,1296,136,2023,8,0.8,1
429,Akoko North East,Oke-Ero,NA,0.444800957,0.444800957,1432,218,2024,9,0.8,1
430,Akoko North East,Oke-Ero,NA,0.593067942,0.593067942,1650,151,2024,10,0.8,1
431,Akoko North East,Oke-Ero,NA,0.741334928,0.741334928,1801,185,2025,11,0.8,1
432,Akoko North East,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
433,Akoko North West,Oke-Ero,NA,0.516847318,0.516847318,0,196,2020,1,0.49,1
434,Akoko North West,Oke-Ero,NA,0.542689684,0.542689684,196,154,2020,2,0.539,1
435,Akoko North West,Oke-Ero,NA,0.547858157,0.547858157,350,212,2021,3,0.588,1
436,Akoko North West,Oke-Ero,NA,0.55302663,0.55302663,562,154,2021,4,0.637,1
437,Akoko North West,Oke-Ero,NA,0.558195103,0.558195103,716,202,2022,5,0.686,1
438,Akoko North West,Oke-Ero,NA,0.563363577,0.563363577,918,159,2022,6,0.735,1
439,Akoko North West,Oke-Ero,NA,0.56853205,0.56853205,1077,219,2023,7,0.784,1
440,Akoko North West,Oke-Ero,NA,0.578868996,0.578868996,1296,136,2023,8,0.8,1
441,Akoko North West,Oke-Ero,NA,0.775270977,0.775270977,1432,218,2024,9,0.8,1
442,Akoko North West,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
443,Akoko North West,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
444,Akoko North West,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
445,Akoko South East,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
446,Akoko South East,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
447,Akoko South East,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
448,Akoko South East,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
449,Akoko South East,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
450,Akoko South East,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
451,Akoko South East,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
452,Akoko South East,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
453,Akoko South East,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
454,Akoko South East,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
455,Akoko South East,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
456,Akoko South East,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
457,Akoko South West,Oke-Ero,NA,0.333333333,0.333333333,0,196,2020,1,0.49,1
458,Akoko South West,Oke-Ero,NA,0.35,0.35,196,154,2020,2,0.539,1
459,Akoko South West,Oke-Ero,NA,0.353333333,0.353333333,350,212,2021,3,0.588,1
460,Akoko South West,Oke-Ero,NA,0.356666666,0.356666666,562,154,2021,4,0.637,1
461,Akoko South West,Oke-Ero,NA,0.36,0.36,716,202,2022,5,0.686,1
462,Akoko South West,Oke-Ero,NA,0.363333333,0.363333333,918,159,2022,6,0.735,1
463,Akoko South West,Oke-Ero,NA,0.366666666,0.366666666,1077,219,2023,7,0.784,1
464,Akoko South West,Oke-Ero,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
465,Akoko South West,Oke-Ero,NA,0.5,0.5,1432,218,2024,9,0.8,1
466,Akoko South West,Oke-Ero,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
467,Akoko South West,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
468,Akoko South West,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
469,Akoko-Edo,Owan East,NA,0.433768496,0.433768496,0,196,2020,1,0.49,1
470,Akoko-Edo,Owan East,NA,0.455456921,0.455456921,196,154,2020,2,0.539,1
471,Akoko-Edo,Owan East,NA,0.459794606,0.459794606,350,212,2021,3,0.588,1
472,Akoko-Edo,Owan East,NA,0.464132291,0.464132291,562,154,2021,4,0.637,1
473,Akoko-Edo,Owan East,NA,0.468469976,0.468469976,716,202,2022,5,0.686,1
474,Akoko-Edo,Owan East,NA,0.472807661,0.472807661,918,159,2022,6,0.735,1
475,Akoko-Edo,Owan East,NA,0.477145346,0.477145346,1077,219,2023,7,0.784,1
476,Akoko-Edo,Owan East,NA,0.485820716,0.485820716,1296,136,2023,8,0.8,1
477,Akoko-Edo,Owan East,NA,0.650652744,0.650652744,1432,218,2024,9,0.8,1
478,Akoko-Edo,Owan East,NA,0.8,0.8,1650,151,2024,10,0.8,1
479,Akoko-Edo,Owan East,NA,0.8,0.8,1801,185,2025,11,0.8,1
480,Akoko-Edo,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
481,Akpabuyo,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1,0.49,1
482,Akpabuyo,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,2,0.539,1
483,Akpabuyo,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2021,3,0.588,1
484,Akpabuyo,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,4,0.637,1
485,Akpabuyo,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,5,0.686,1
486,Akpabuyo,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,6,0.735,1
487,Akpabuyo,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,7,0.784,1
488,Akpabuyo,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,8,0.8,1
489,Akpabuyo,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,9,0.8,1
490,Akpabuyo,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,10,0.8,1
491,Akpabuyo,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,11,0.8,1
492,Akpabuyo,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
493,Akuku Toru,Ahoada West,NA,0.4,0.4,0,196,2020,1,0.49,1
494,Akuku Toru,Ahoada West,NA,0.42,0.42,196,154,2020,2,0.539,1
495,Akuku Toru,Ahoada West,NA,0.424,0.424,350,212,2021,3,0.588,1
496,Akuku Toru,Ahoada West,NA,0.428,0.428,562,154,2021,4,0.637,1
497,Akuku Toru,Ahoada West,NA,0.432,0.432,716,202,2022,5,0.686,1
498,Akuku Toru,Ahoada West,NA,0.436,0.436,918,159,2022,6,0.735,1
499,Akuku Toru,Ahoada West,NA,0.44,0.44,1077,219,2023,7,0.784,1
500,Akuku Toru,Ahoada West,NA,0.448,0.448,1296,136,2023,8,0.8,1
501,Akuku Toru,Ahoada West,NA,0.6,0.6,1432,218,2024,9,0.8,1
502,Akuku Toru,Ahoada West,NA,0.8,0.8,1650,151,2024,10,0.8,1
503,Akuku Toru,Ahoada West,NA,0.8,0.8,1801,185,2025,11,0.8,1
504,Akuku Toru,Ahoada West,NA,0.8,0.8,1986,183,2025,12,0.8,1
505,Akure North,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.49,1
506,Akure North,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.539,1
507,Akure North,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.588,1
508,Akure North,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.637,1
509,Akure North,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.686,1
510,Akure North,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.735,1
511,Akure North,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.784,1
512,Akure North,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.8,1
513,Akure North,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.8,1
514,Akure North,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.8,1
515,Akure North,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.8,1
516,Akure North,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
517,Akure South,Owan East,NA,0.5,0.5,0,196,2020,1,0.49,1
518,Akure South,Owan East,NA,0.525,0.525,196,154,2020,2,0.539,1
519,Akure South,Owan East,NA,0.53,0.53,350,212,2021,3,0.588,1
520,Akure South,Owan East,NA,0.535,0.535,562,154,2021,4,0.637,1
521,Akure South,Owan East,NA,0.54,0.54,716,202,2022,5,0.686,1
522,Akure South,Owan East,NA,0.545,0.545,918,159,2022,6,0.735,1
523,Akure South,Owan East,NA,0.55,0.55,1077,219,2023,7,0.784,1
524,Akure South,Owan East,NA,0.56,0.56,1296,136,2023,8,0.8,1
525,Akure South,Owan East,NA,0.75,0.75,1432,218,2024,9,0.8,1
526,Akure South,Owan East,NA,0.8,0.8,1650,151,2024,10,0.8,1
527,Akure South,Owan East,NA,0.8,0.8,1801,185,2025,11,0.8,1
528,Akure South,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
529,Akwanga,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
530,Akwanga,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
531,Akwanga,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
532,Akwanga,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
533,Akwanga,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
534,Akwanga,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
535,Akwanga,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
536,Akwanga,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
537,Akwanga,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
538,Akwanga,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
539,Akwanga,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
540,Akwanga,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
541,Albasu,Takali,NA,0.666666667,0.666666667,0,196,2020,1,0.49,1
542,Albasu,Takali,NA,0.7,0.7,196,154,2020,2,0.539,1
543,Albasu,Takali,NA,0.706666667,0.706666667,350,212,2021,3,0.588,1
544,Albasu,Takali,NA,0.713333334,0.713333334,562,154,2021,4,0.637,1
545,Albasu,Takali,NA,0.72,0.72,716,202,2022,5,0.686,1
546,Albasu,Takali,NA,0.726666667,0.726666667,918,159,2022,6,0.735,1
547,Albasu,Takali,NA,0.733333334,0.733333334,1077,219,2023,7,0.784,1
548,Albasu,Takali,NA,0.746666667,0.746666667,1296,136,2023,8,0.8,1
549,Albasu,Takali,NA,0.8,0.8,1432,218,2024,9,0.8,1
550,Albasu,Takali,NA,0.8,0.8,1650,151,2024,10,0.8,1
551,Albasu,Takali,NA,0.8,0.8,1801,185,2025,11,0.8,1
552,Albasu,Takali,NA,0.8,0.8,1986,183,2025,12,0.8,1
553,Aleiro,Birnin Kebbi,NA,0.42225568,0.42225568,0,196,2020,1,0.49,1
554,Aleiro,Birnin Kebbi,NA,0.443368464,0.443368464,196,154,2020,2,0.539,1
555,Aleiro,Birnin Kebbi,NA,0.447591021,0.447591021,350,212,2021,3,0.588,1
556,Aleiro,Birnin Kebbi,NA,0.451813578,0.451813578,562,154,2021,4,0.637,1
557,Aleiro,Birnin Kebbi,NA,0.456036134,0.456036134,716,202,2022,5,0.686,1
558,Aleiro,Birnin Kebbi,NA,0.460258691,0.460258691,918,159,2022,6,0.735,1
559,Aleiro,Birnin Kebbi,NA,0.464481248,0.464481248,1077,219,2023,7,0.784,1
560,Aleiro,Birnin Kebbi,NA,0.472926362,0.472926362,1296,136,2023,8,0.8,1
561,Aleiro,Birnin Kebbi,NA,0.63338352,0.63338352,1432,218,2024,9,0.8,1
562,Aleiro,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
563,Aleiro,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
564,Aleiro,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.8,1
565,Alimosho,Uzo-Uwani,NA,0.274949084,0.274949084,0,196,2020,1,0.49,1
566,Alimosho,Uzo-Uwani,NA,0.591827903,0.591827903,196,154,2020,2,0.539,1
567,Alimosho,Uzo-Uwani,NA,0.60037882,0.60037882,350,212,2021,3,0.588,1
568,Alimosho,Uzo-Uwani,NA,0.8,0.8,562,154,2021,4,0.637,1
569,Alimosho,Uzo-Uwani,NA,0.8,0.8,716,202,2022,5,0.686,1
570,Alimosho,Uzo-Uwani,NA,0.8,0.8,918,159,2022,6,0.735,1
571,Alimosho,Uzo-Uwani,NA,0.8,0.8,1077,219,2023,7,0.784,1
572,Alimosho,Uzo-Uwani,NA,0.8,0.8,1296,136,2023,8,0.8,1
573,Alimosho,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.8,1
574,Alimosho,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
575,Alimosho,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
576,Alimosho,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
577,Alkaleri,Alkaleri,NA,0.222117546,0.222117546,0,196,2020,1,0.49,1
578,Alkaleri,Alkaleri,NA,0.478108018,0.478108018,196,154,2020,2,0.539,1
579,Alkaleri,Alkaleri,NA,0.485015873,0.485015873,350,212,2021,3,0.588,1
580,Alkaleri,Alkaleri,NA,0.729633927,0.729633927,562,154,2021,4,0.637,1
581,Alkaleri,Alkaleri,NA,0.738851805,0.738851805,716,202,2022,5,0.686,1
582,Alkaleri,Alkaleri,NA,0.748114107,0.748114107,918,159,2022,6,0.735,1
583,Alkaleri,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.784,1
584,Alkaleri,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
585,Alkaleri,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.8,1
586,Alkaleri,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.8,1
587,Alkaleri,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.8,1
588,Alkaleri,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.8,1
589,Amuwo-Odofin,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.49,1
590,Amuwo-Odofin,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.539,1
591,Amuwo-Odofin,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.588,1
592,Amuwo-Odofin,Isoko South,NA,0.8,0.8,562,154,2021,4,0.637,1
593,Amuwo-Odofin,Isoko South,NA,0.8,0.8,716,202,2022,5,0.686,1
594,Amuwo-Odofin,Isoko South,NA,0.8,0.8,918,159,2022,6,0.735,1
595,Amuwo-Odofin,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.784,1
596,Amuwo-Odofin,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.8,1
597,Amuwo-Odofin,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.8,1
598,Amuwo-Odofin,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.8,1
599,Amuwo-Odofin,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.8,1
600,Amuwo-Odofin,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
601,Anambra East,Uzo-Uwani,NA,0.420192485,0.420192485,0,196,2020,1,0.49,1
602,Anambra East,Uzo-Uwani,NA,0.441202109,0.441202109,196,154,2020,2,0.539,1
603,Anambra East,Uzo-Uwani,NA,0.445404034,0.445404034,350,212,2021,3,0.588,1
604,Anambra East,Uzo-Uwani,NA,0.449605959,0.449605959,562,154,2021,4,0.637,1
605,Anambra East,Uzo-Uwani,NA,0.453807884,0.453807884,716,202,2022,5,0.686,1
606,Anambra East,Uzo-Uwani,NA,0.458009809,0.458009809,918,159,2022,6,0.735,1
607,Anambra East,Uzo-Uwani,NA,0.462211734,0.462211734,1077,219,2023,7,0.784,1
608,Anambra East,Uzo-Uwani,NA,0.470615583,0.470615583,1296,136,2023,8,0.8,1
609,Anambra East,Uzo-Uwani,NA,0.630288728,0.630288728,1432,218,2024,9,0.8,1
610,Anambra East,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
611,Anambra East,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
612,Anambra East,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
613,Anambra West,Uzo-Uwani,NA,0.666970256,0.666970256,0,196,2020,1,0.49,1
614,Anambra West,Uzo-Uwani,NA,0.700318769,0.700318769,196,154,2020,2,0.539,1
615,Anambra West,Uzo-Uwani,NA,0.706988471,0.706988471,350,212,2021,3,0.588,1
616,Anambra West,Uzo-Uwani,NA,0.713658174,0.713658174,562,154,2021,4,0.637,1
617,Anambra West,Uzo-Uwani,NA,0.720327876,0.720327876,716,202,2022,5,0.686,1
618,Anambra West,Uzo-Uwani,NA,0.726997579,0.726997579,918,159,2022,6,0.735,1
619,Anambra West,Uzo-Uwani,NA,0.733667282,0.733667282,1077,219,2023,7,0.784,1
620,Anambra West,Uzo-Uwani,NA,0.747006687,0.747006687,1296,136,2023,8,0.8,1
