,LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round
5452,Katsina,Rimi,NA,0.538865556,0.538865556,0.686,716,202,2022,1,5
5453,Katsina,Rimi,NA,0.543855052,0.543855052,0.735,918,159,2022,1,6
5454,Katsina,Rimi,NA,0.548844548,0.548844548,0.784,1077,219,2023,1,7
5455,Katsina,Rimi,NA,0.55882354,0.55882354,0.8,1296,136,2023,1,8
5456,Katsina,Rimi,NA,0.748424384,0.748424384,0.8,1432,218,2024,1,9
5457,Katsina,Rimi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5458,Katsina,Rimi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5459,Katsina,Rimi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5460,Katsina,Rimi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5461,Katsina-Ala,Keana,NA,0.177187213,0.177187213,0.49,0,196,2020,1,1
5462,Katsina-Ala,Keana,NA,0.381395476,0.381395476,0.539,196,154,2020,1,2
5463,Katsina-Ala,Keana,NA,0.386905998,0.386905998,0.588,350,212,2021,1,3
5464,Katsina-Ala,Keana,NA,0.582042276,0.582042276,0.637,562,154,2021,1,4
5465,Katsina-Ala,Keana,NA,0.589395545,0.589395545,0.686,716,202,2022,1,5
5466,Katsina-Ala,Keana,NA,0.596784252,0.596784252,0.735,918,159,2022,1,6
5467,Katsina-Ala,Keana,NA,0.799114331,0.799114331,0.784,1077,219,2023,1,7
5468,Katsina-Ala,Keana,NA,0.8,0.8,0.8,1296,136,2023,1,8
5469,Katsina-Ala,Keana,NA,0.8,0.8,0.8,1432,218,2024,1,9
5470,Katsina-Ala,Keana,NA,0.8,0.8,0.8,1650,151,2024,1,10
5471,Katsina-Ala,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
5472,Katsina-Ala,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
5473,Katsina-Ala,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
5474,Kaugama,Taura,NA,0.111111111,0.111111111,0.49,0,196,2020,1,1
5475,Kaugama,Taura,NA,0.478333333,0.478333333,0.539,196,154,2020,1,2
5476,Kaugama,Taura,NA,0.588888888,0.588888888,0.588,350,212,2021,1,3
5477,Kaugama,Taura,NA,0.8,0.8,0.637,562,154,2021,1,4
5478,Kaugama,Taura,NA,0.8,0.8,0.686,716,202,2022,1,5
5479,Kaugama,Taura,NA,0.8,0.8,0.735,918,159,2022,1,6
5480,Kaugama,Taura,NA,0.8,0.8,0.784,1077,219,2023,1,7
5481,Kaugama,Taura,NA,0.8,0.8,0.8,1296,136,2023,1,8
5482,Kaugama,Taura,NA,0.8,0.8,0.8,1432,218,2024,1,9
5483,Kaugama,Taura,NA,0.8,0.8,0.8,1650,151,2024,1,10
5484,Kaugama,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
5485,Kaugama,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
5486,Kaugama,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
5487,Kaura,Soba,NA,0.02049469,0.02049469,0.49,0,196,2020,1,1
5488,Kaura,Soba,NA,0.04098938,0.04098938,0.539,196,154,2020,1,2
5489,Kaura,Soba,NA,0.10247345,0.10247345,0.588,350,212,2021,1,3
5490,Kaura,Soba,NA,0.328939775,0.328939775,0.637,562,154,2021,1,4
5491,Kaura,Soba,NA,0.442685304,0.442685304,0.686,716,202,2022,1,5
5492,Kaura,Soba,NA,0.8,0.8,0.735,918,159,2022,1,6
5493,Kaura,Soba,NA,0.8,0.8,0.784,1077,219,2023,1,7
5494,Kaura,Soba,NA,0.8,0.8,0.8,1296,136,2023,1,8
5495,Kaura,Soba,NA,0.8,0.8,0.8,1432,218,2024,1,9
5496,Kaura,Soba,NA,0.8,0.8,0.8,1650,151,2024,1,10
5497,Kaura,Soba,NA,0.8,0.8,0.8,1801,185,2025,1,11
5498,Kaura,Soba,NA,0.8,0.8,0.8,1986,183,2025,1,12
5499,Kaura,Soba,NA,0.8,0.8,0.8,0,-1,2025,1,13
5500,Kaura-Namoda,Rimi,NA,0.209995572,0.209995572,0.49,0,196,2020,1,1
5501,Kaura-Namoda,Rimi,NA,0.452015469,0.452015469,0.539,196,154,2020,1,2
5502,Kaura-Namoda,Rimi,NA,0.458546331,0.458546331,0.588,350,212,2021,1,3
5503,Kaura-Namoda,Rimi,NA,0.689814454,0.689814454,0.637,562,154,2021,1,4
5504,Kaura-Namoda,Rimi,NA,0.698529271,0.698529271,0.686,716,202,2022,1,5
5505,Kaura-Namoda,Rimi,NA,0.707286086,0.707286086,0.735,918,159,2022,1,6
5506,Kaura-Namoda,Rimi,NA,0.8,0.8,0.784,1077,219,2023,1,7
5507,Kaura-Namoda,Rimi,NA,0.8,0.8,0.8,1296,136,2023,1,8
5508,Kaura-Namoda,Rimi,NA,0.8,0.8,0.8,1432,218,2024,1,9
5509,Kaura-Namoda,Rimi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5510,Kaura-Namoda,Rimi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5511,Kaura-Namoda,Rimi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5512,Kaura-Namoda,Rimi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5513,Kauru,Soba,NA,0.02049469,0.02049469,0.49,0,196,2020,1,1
5514,Kauru,Soba,NA,0.04098938,0.04098938,0.539,196,154,2020,1,2
5515,Kauru,Soba,NA,0.10247345,0.10247345,0.588,350,212,2021,1,3
5516,Kauru,Soba,NA,0.328939775,0.328939775,0.637,562,154,2021,1,4
5517,Kauru,Soba,NA,0.442685304,0.442685304,0.686,716,202,2022,1,5
5518,Kauru,Soba,NA,0.8,0.8,0.735,918,159,2022,1,6
5519,Kauru,Soba,NA,0.8,0.8,0.784,1077,219,2023,1,7
5520,Kauru,Soba,NA,0.8,0.8,0.8,1296,136,2023,1,8
5521,Kauru,Soba,NA,0.8,0.8,0.8,1432,218,2024,1,9
5522,Kauru,Soba,NA,0.8,0.8,0.8,1650,151,2024,1,10
5523,Kauru,Soba,NA,0.8,0.8,0.8,1801,185,2025,1,11
5524,Kauru,Soba,NA,0.8,0.8,0.8,1986,183,2025,1,12
5525,Kauru,Soba,NA,0.8,0.8,0.8,0,-1,2025,1,13
5526,Kazaure,Babura,NA,0.3125,0.3125,0.49,0,196,2020,1,1
5527,Kazaure,Babura,NA,0.328125,0.328125,0.539,196,154,2020,1,2
5528,Kazaure,Babura,NA,0.33125,0.33125,0.588,350,212,2021,1,3
5529,Kazaure,Babura,NA,0.334375,0.334375,0.637,562,154,2021,1,4
5530,Kazaure,Babura,NA,0.3375,0.3375,0.686,716,202,2022,1,5
5531,Kazaure,Babura,NA,0.340625,0.340625,0.735,918,159,2022,1,6
5532,Kazaure,Babura,NA,0.34375,0.34375,0.784,1077,219,2023,1,7
5533,Kazaure,Babura,NA,0.35,0.35,0.8,1296,136,2023,1,8
5534,Kazaure,Babura,NA,0.46875,0.46875,0.8,1432,218,2024,1,9
5535,Kazaure,Babura,NA,0.625,0.625,0.8,1650,151,2024,1,10
5536,Kazaure,Babura,NA,0.78125,0.78125,0.8,1801,185,2025,1,11
5537,Kazaure,Babura,NA,0.8,0.8,0.8,1986,183,2025,1,12
5538,Kazaure,Babura,NA,0.8,0.8,0.8,0,-1,2025,1,13
5539,Keana,Keana,NA,0.177187213,0.177187213,0.49,0,196,2020,1,1
5540,Keana,Keana,NA,0.381395476,0.381395476,0.539,196,154,2020,1,2
5541,Keana,Keana,NA,0.386905998,0.386905998,0.588,350,212,2021,1,3
5542,Keana,Keana,NA,0.582042276,0.582042276,0.637,562,154,2021,1,4
5543,Keana,Keana,NA,0.589395545,0.589395545,0.686,716,202,2022,1,5
5544,Keana,Keana,NA,0.596784252,0.596784252,0.735,918,159,2022,1,6
5545,Keana,Keana,NA,0.799114331,0.799114331,0.784,1077,219,2023,1,7
5546,Keana,Keana,NA,0.8,0.8,0.8,1296,136,2023,1,8
5547,Keana,Keana,NA,0.8,0.8,0.8,1432,218,2024,1,9
5548,Keana,Keana,NA,0.8,0.8,0.8,1650,151,2024,1,10
5549,Keana,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
5550,Keana,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
5551,Keana,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
5552,Kebbe,Birnin Kebbi,NA,0.42225568,0.42225568,0.49,0,196,2020,1,1
5553,Kebbe,Birnin Kebbi,NA,0.443368464,0.443368464,0.539,196,154,2020,1,2
5554,Kebbe,Birnin Kebbi,NA,0.447591021,0.447591021,0.588,350,212,2021,1,3
5555,Kebbe,Birnin Kebbi,NA,0.451813578,0.451813578,0.637,562,154,2021,1,4
5556,Kebbe,Birnin Kebbi,NA,0.456036134,0.456036134,0.686,716,202,2022,1,5
5557,Kebbe,Birnin Kebbi,NA,0.460258691,0.460258691,0.735,918,159,2022,1,6
5558,Kebbe,Birnin Kebbi,NA,0.464481248,0.464481248,0.784,1077,219,2023,1,7
5559,Kebbe,Birnin Kebbi,NA,0.472926362,0.472926362,0.8,1296,136,2023,1,8
5560,Kebbe,Birnin Kebbi,NA,0.63338352,0.63338352,0.8,1432,218,2024,1,9
5561,Kebbe,Birnin Kebbi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5562,Kebbe,Birnin Kebbi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5563,Kebbe,Birnin Kebbi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5564,Kebbe,Birnin Kebbi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5565,Keffi,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
5566,Keffi,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
5567,Keffi,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
5568,Keffi,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
5569,Keffi,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
5570,Keffi,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
5571,Keffi,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
5572,Keffi,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
5573,Keffi,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
5574,Keffi,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
5575,Keffi,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5576,Keffi,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5577,Keffi,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5578,Khana,Nsit Ubium,NA,0.285714286,0.285714286,0.49,0,196,2020,1,1
5579,Khana,Nsit Ubium,NA,0.3,0.3,0.539,196,154,2020,1,2
5580,Khana,Nsit Ubium,NA,0.302857143,0.302857143,0.588,350,212,2021,1,3
5581,Khana,Nsit Ubium,NA,0.305714286,0.305714286,0.637,562,154,2021,1,4
5582,Khana,Nsit Ubium,NA,0.308571429,0.308571429,0.686,716,202,2022,1,5
5583,Khana,Nsit Ubium,NA,0.311428572,0.311428572,0.735,918,159,2022,1,6
5584,Khana,Nsit Ubium,NA,0.314285715,0.314285715,0.784,1077,219,2023,1,7
5585,Khana,Nsit Ubium,NA,0.32,0.32,0.8,1296,136,2023,1,8
5586,Khana,Nsit Ubium,NA,0.428571429,0.428571429,0.8,1432,218,2024,1,9
5587,Khana,Nsit Ubium,NA,0.571428572,0.571428572,0.8,1650,151,2024,1,10
5588,Khana,Nsit Ubium,NA,0.714285715,0.714285715,0.8,1801,185,2025,1,11
5589,Khana,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
5590,Khana,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
5591,Kibiya,Gwarzo,NA,0.172172547,0.172172547,0.49,0,196,2020,1,1
5592,Kibiya,Gwarzo,NA,0.370601407,0.370601407,0.539,196,154,2020,1,2
5593,Kibiya,Gwarzo,NA,0.375955974,0.375955974,0.588,350,212,2021,1,3
5594,Kibiya,Gwarzo,NA,0.5655696,0.5655696,0.637,562,154,2021,1,4
5595,Kibiya,Gwarzo,NA,0.57271476,0.57271476,0.686,716,202,2022,1,5
5596,Kibiya,Gwarzo,NA,0.579894356,0.579894356,0.735,918,159,2022,1,6
5597,Kibiya,Gwarzo,NA,0.776498187,0.776498187,0.784,1077,219,2023,1,7
5598,Kibiya,Gwarzo,NA,0.794473001,0.794473001,0.8,1296,136,2023,1,8
5599,Kibiya,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
5600,Kibiya,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5601,Kibiya,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5602,Kibiya,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5603,Kibiya,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5604,Kirfi,Alkaleri,NA,0.076923077,0.076923077,0.49,0,196,2020,1,1
5605,Kirfi,Alkaleri,NA,0.153846154,0.153846154,0.539,196,154,2020,1,2
5606,Kirfi,Alkaleri,NA,0.407692308,0.407692308,0.588,350,212,2021,1,3
5607,Kirfi,Alkaleri,NA,0.8,0.8,0.637,562,154,2021,1,4
5608,Kirfi,Alkaleri,NA,0.8,0.8,0.686,716,202,2022,1,5
5609,Kirfi,Alkaleri,NA,0.8,0.8,0.735,918,159,2022,1,6
5610,Kirfi,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
5611,Kirfi,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
5612,Kirfi,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
5613,Kirfi,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
5614,Kirfi,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
5615,Kirfi,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
5616,Kirfi,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
5617,Kiri Kasamma,Taura,NA,0.293729355,0.293729355,0.49,0,196,2020,1,1
5618,Kiri Kasamma,Taura,NA,0.308415823,0.308415823,0.539,196,154,2020,1,2
5619,Kiri Kasamma,Taura,NA,0.311353116,0.311353116,0.588,350,212,2021,1,3
5620,Kiri Kasamma,Taura,NA,0.31429041,0.31429041,0.637,562,154,2021,1,4
5621,Kiri Kasamma,Taura,NA,0.317227703,0.317227703,0.686,716,202,2022,1,5
5622,Kiri Kasamma,Taura,NA,0.320164997,0.320164997,0.735,918,159,2022,1,6
5623,Kiri Kasamma,Taura,NA,0.323102291,0.323102291,0.784,1077,219,2023,1,7
5624,Kiri Kasamma,Taura,NA,0.328976878,0.328976878,0.8,1296,136,2023,1,8
5625,Kiri Kasamma,Taura,NA,0.440594033,0.440594033,0.8,1432,218,2024,1,9
5626,Kiri Kasamma,Taura,NA,0.58745871,0.58745871,0.8,1650,151,2024,1,10
5627,Kiri Kasamma,Taura,NA,0.734323388,0.734323388,0.8,1801,185,2025,1,11
5628,Kiri Kasamma,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
5629,Kiri Kasamma,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
5630,Kiru,Gwarzo,NA,0.238749426,0.238749426,0.49,0,196,2020,1,1
5631,Kiru,Gwarzo,NA,0.513908139,0.513908139,0.539,196,154,2020,1,2
5632,Kiru,Gwarzo,NA,0.521333247,0.521333247,0.588,350,212,2021,1,3
5633,Kiru,Gwarzo,NA,0.784267989,0.784267989,0.637,562,154,2021,1,4
5634,Kiru,Gwarzo,NA,0.794176091,0.794176091,0.686,716,202,2022,1,5
5635,Kiru,Gwarzo,NA,0.8,0.8,0.735,918,159,2022,1,6
5636,Kiru,Gwarzo,NA,0.8,0.8,0.784,1077,219,2023,1,7
5637,Kiru,Gwarzo,NA,0.8,0.8,0.8,1296,136,2023,1,8
5638,Kiru,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
5639,Kiru,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5640,Kiru,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5641,Kiru,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5642,Kiru,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5643,Kiyawa,Takali,NA,0.142857143,0.142857143,0.49,0,196,2020,1,1
5644,Kiyawa,Takali,NA,0.3,0.3,0.539,196,154,2020,1,2
5645,Kiyawa,Takali,NA,0.757142858,0.757142858,0.588,350,212,2021,1,3
5646,Kiyawa,Takali,NA,0.8,0.8,0.637,562,154,2021,1,4
5647,Kiyawa,Takali,NA,0.8,0.8,0.686,716,202,2022,1,5
5648,Kiyawa,Takali,NA,0.8,0.8,0.735,918,159,2022,1,6
5649,Kiyawa,Takali,NA,0.8,0.8,0.784,1077,219,2023,1,7
5650,Kiyawa,Takali,NA,0.8,0.8,0.8,1296,136,2023,1,8
5651,Kiyawa,Takali,NA,0.8,0.8,0.8,1432,218,2024,1,9
5652,Kiyawa,Takali,NA,0.8,0.8,0.8,1650,151,2024,1,10
5653,Kiyawa,Takali,NA,0.8,0.8,0.8,1801,185,2025,1,11
5654,Kiyawa,Takali,NA,0.8,0.8,0.8,1986,183,2025,1,12
5655,Kiyawa,Takali,NA,0.8,0.8,0.8,0,-1,2025,1,13
5656,Kogi,Keana,NA,0.333333333,0.333333333,0.49,0,196,2020,1,1
5657,Kogi,Keana,NA,0.35,0.35,0.539,196,154,2020,1,2
5658,Kogi,Keana,NA,0.353333333,0.353333333,0.588,350,212,2021,1,3
5659,Kogi,Keana,NA,0.356666666,0.356666666,0.637,562,154,2021,1,4
5660,Kogi,Keana,NA,0.36,0.36,0.686,716,202,2022,1,5
5661,Kogi,Keana,NA,0.363333333,0.363333333,0.735,918,159,2022,1,6
5662,Kogi,Keana,NA,0.366666666,0.366666666,0.784,1077,219,2023,1,7
5663,Kogi,Keana,NA,0.373333333,0.373333333,0.8,1296,136,2023,1,8
5664,Kogi,Keana,NA,0.5,0.5,0.8,1432,218,2024,1,9
5665,Kogi,Keana,NA,0.666666666,0.666666666,0.8,1650,151,2024,1,10
5666,Kogi,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
5667,Kogi,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
5668,Kogi,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
5669,Koko-Besse,Birnin Kebbi,NA,0.630339538,0.630339538,0.49,0,196,2020,1,1
5670,Koko-Besse,Birnin Kebbi,NA,0.661856515,0.661856515,0.539,196,154,2020,1,2
5671,Koko-Besse,Birnin Kebbi,NA,0.66815991,0.66815991,0.588,350,212,2021,1,3
5672,Koko-Besse,Birnin Kebbi,NA,0.674463306,0.674463306,0.637,562,154,2021,1,4
5673,Koko-Besse,Birnin Kebbi,NA,0.680766701,0.680766701,0.686,716,202,2022,1,5
5674,Koko-Besse,Birnin Kebbi,NA,0.687070096,0.687070096,0.735,918,159,2022,1,6
5675,Koko-Besse,Birnin Kebbi,NA,0.693373492,0.693373492,0.784,1077,219,2023,1,7
5676,Koko-Besse,Birnin Kebbi,NA,0.705980283,0.705980283,0.8,1296,136,2023,1,8
5677,Koko-Besse,Birnin Kebbi,NA,0.8,0.8,0.8,1432,218,2024,1,9
5678,Koko-Besse,Birnin Kebbi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5679,Koko-Besse,Birnin Kebbi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5680,Koko-Besse,Birnin Kebbi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5681,Koko-Besse,Birnin Kebbi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5682,Kokona,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
5683,Kokona,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
5684,Kokona,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
5685,Kokona,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
5686,Kokona,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
5687,Kokona,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
5688,Kokona,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
5689,Kokona,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
5690,Kokona,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
5691,Kokona,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
5692,Kokona,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5693,Kokona,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5694,Kokona,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5695,Kolokuma-Opokuma,Ahoada West,NA,0.389048955,0.389048955,0.49,0,196,2020,1,1
5696,Kolokuma-Opokuma,Ahoada West,NA,0.408501403,0.408501403,0.539,196,154,2020,1,2
5697,Kolokuma-Opokuma,Ahoada West,NA,0.412391892,0.412391892,0.588,350,212,2021,1,3
5698,Kolokuma-Opokuma,Ahoada West,NA,0.416282382,0.416282382,0.637,562,154,2021,1,4
5699,Kolokuma-Opokuma,Ahoada West,NA,0.420172871,0.420172871,0.686,716,202,2022,1,5
5700,Kolokuma-Opokuma,Ahoada West,NA,0.424063361,0.424063361,0.735,918,159,2022,1,6
5701,Kolokuma-Opokuma,Ahoada West,NA,0.427953851,0.427953851,0.784,1077,219,2023,1,7
5702,Kolokuma-Opokuma,Ahoada West,NA,0.43573483,0.43573483,0.8,1296,136,2023,1,8
5703,Kolokuma-Opokuma,Ahoada West,NA,0.583573433,0.583573433,0.8,1432,218,2024,1,9
5704,Kolokuma-Opokuma,Ahoada West,NA,0.77809791,0.77809791,0.8,1650,151,2024,1,10
5705,Kolokuma-Opokuma,Ahoada West,NA,0.8,0.8,0.8,1801,185,2025,1,11
5706,Kolokuma-Opokuma,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
5707,Kolokuma-Opokuma,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
5708,Konduga,Darazo,NA,0.5,0.5,0.49,0,196,2020,1,1
5709,Konduga,Darazo,NA,0.525,0.525,0.539,196,154,2020,1,2
5710,Konduga,Darazo,NA,0.53,0.53,0.588,350,212,2021,1,3
5711,Konduga,Darazo,NA,0.535,0.535,0.637,562,154,2021,1,4
5712,Konduga,Darazo,NA,0.54,0.54,0.686,716,202,2022,1,5
5713,Konduga,Darazo,NA,0.545,0.545,0.735,918,159,2022,1,6
5714,Konduga,Darazo,NA,0.55,0.55,0.784,1077,219,2023,1,7
5715,Konduga,Darazo,NA,0.56,0.56,0.8,1296,136,2023,1,8
5716,Konduga,Darazo,NA,0.75,0.75,0.8,1432,218,2024,1,9
5717,Konduga,Darazo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5718,Konduga,Darazo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5719,Konduga,Darazo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5720,Konduga,Darazo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5721,Konshisha,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
5722,Konshisha,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
5723,Konshisha,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
5724,Konshisha,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
5725,Konshisha,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
5726,Konshisha,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
5727,Konshisha,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
5728,Konshisha,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
5729,Konshisha,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
5730,Konshisha,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
5731,Konshisha,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5732,Konshisha,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5733,Konshisha,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5734,Kontagora,Oke-Ero,NA,0.320938838,0.320938838,0.49,0,196,2020,1,1
5735,Kontagora,Oke-Ero,NA,0.33698578,0.33698578,0.539,196,154,2020,1,2
5736,Kontagora,Oke-Ero,NA,0.340195168,0.340195168,0.588,350,212,2021,1,3
5737,Kontagora,Oke-Ero,NA,0.343404557,0.343404557,0.637,562,154,2021,1,4
5738,Kontagora,Oke-Ero,NA,0.346613945,0.346613945,0.686,716,202,2022,1,5
5739,Kontagora,Oke-Ero,NA,0.349823333,0.349823333,0.735,918,159,2022,1,6
5740,Kontagora,Oke-Ero,NA,0.353032722,0.353032722,0.784,1077,219,2023,1,7
5741,Kontagora,Oke-Ero,NA,0.359451499,0.359451499,0.8,1296,136,2023,1,8
5742,Kontagora,Oke-Ero,NA,0.481408257,0.481408257,0.8,1432,218,2024,1,9
5743,Kontagora,Oke-Ero,NA,0.641877676,0.641877676,0.8,1650,151,2024,1,10
5744,Kontagora,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5745,Kontagora,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5746,Kontagora,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5747,Kosofe,Isoko South,NA,0.691001687,0.691001687,0.49,0,196,2020,1,1
5748,Kosofe,Isoko South,NA,0.725551771,0.725551771,0.539,196,154,2020,1,2
5749,Kosofe,Isoko South,NA,0.732461788,0.732461788,0.588,350,212,2021,1,3
5750,Kosofe,Isoko South,NA,0.739371805,0.739371805,0.637,562,154,2021,1,4
5751,Kosofe,Isoko South,NA,0.746281822,0.746281822,0.686,716,202,2022,1,5
5752,Kosofe,Isoko South,NA,0.753191839,0.753191839,0.735,918,159,2022,1,6
5753,Kosofe,Isoko South,NA,0.760101856,0.760101856,0.784,1077,219,2023,1,7
5754,Kosofe,Isoko South,NA,0.773921889,0.773921889,0.8,1296,136,2023,1,8
5755,Kosofe,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
5756,Kosofe,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
5757,Kosofe,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
5758,Kosofe,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
5759,Kosofe,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
5760,Kubau,Soba,NA,0.02049469,0.02049469,0.49,0,196,2020,1,1
5761,Kubau,Soba,NA,0.04098938,0.04098938,0.539,196,154,2020,1,2
5762,Kubau,Soba,NA,0.10247345,0.10247345,0.588,350,212,2021,1,3
5763,Kubau,Soba,NA,0.328939775,0.328939775,0.637,562,154,2021,1,4
5764,Kubau,Soba,NA,0.442685304,0.442685304,0.686,716,202,2022,1,5
5765,Kubau,Soba,NA,0.8,0.8,0.735,918,159,2022,1,6
5766,Kubau,Soba,NA,0.8,0.8,0.784,1077,219,2023,1,7
5767,Kubau,Soba,NA,0.8,0.8,0.8,1296,136,2023,1,8
5768,Kubau,Soba,NA,0.8,0.8,0.8,1432,218,2024,1,9
5769,Kubau,Soba,NA,0.8,0.8,0.8,1650,151,2024,1,10
