State,LGA,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday
Federal Capital Territory,Kuje,Keana,august,2020,4,-1,1,0.6,5,313
Katsina,Dutsi,Rimi,march,2020,1,-1,1,0.975975976,5,186
Federal Capital Territory,Kwali,Keana,august,2020,2,-1,1,0.6,5,253
Federal Capital Territory,Kwali,Keana,august,2020,3,-1,1,0.6,5,283
Federal Capital Territory,Kwali,Keana,august,2020,4,-1,1,0.6,5,313
Katsina,Dutsin-Ma,Rimi,march,2020,1,-1,1,0.6,5,131
Gombe,Akko,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Akko,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Akko,Alkaleri,july,2020,4,-1,1,0.6,5,276
Niger,Edati,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Gombe,Balanga,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Balanga,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Balanga,Alkaleri,july,2020,4,-1,1,0.6,5,276
Kwara,Edu,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Gombe,Billiri,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Billiri,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Billiri,Alkaleri,july,2020,4,-1,1,0.6,5,276
Kano,Fagge,Alkaleri,july,2020,1,-1,1,0.6,5,186
Gombe,Dukku,Darazo,july,2020,2,-1,1,0.6,5,216
Gombe,Dukku,Darazo,july,2020,3,-1,1,0.6,5,246
Gombe,Dukku,Darazo,july,2020,4,-1,1,0.6,5,276
Kebbi,Fakai,Birnin Kebbi,august,2020,1,-1,1,0.6,5,223
Gombe,Funakaye,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Funakaye,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Funakaye,Alkaleri,july,2020,4,-1,1,0.6,5,276
Katsina,Faskari,Giwa,august,2020,1,-1,1,0.6,5,223
Gombe,Gombe,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Gombe,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Gombe,Alkaleri,july,2020,4,-1,1,0.6,5,276
Yobe,Fika,Darazo,july,2020,1,-1,1,0.6,5,186
Gombe,Kaltungo,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Kaltungo,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Kaltungo,Alkaleri,july,2020,4,-1,1,0.6,5,276
Adamawa,Fufore,Alkaleri,july,2020,1,-1,1,0.6,5,186
Gombe,Kwami,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Kwami,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Kwami,Alkaleri,july,2020,4,-1,1,0.6,5,276
Gombe,Funakaye,Alkaleri,july,2020,1,-1,1,0.6,5,186
Gombe,Nafada,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Nafada,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Nafada,Alkaleri,july,2020,4,-1,1,0.6,5,276
Yobe,Fune,Darazo,july,2020,1,-1,1,0.6,5,186
Gombe,Shomgom,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Shomgom,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Shomgom,Alkaleri,july,2020,4,-1,1,0.6,5,276
Katsina,Funtua,Gwarzo,august,2020,1,-1,1,0.6,5,223
Gombe,Yamaltu-Deba,Alkaleri,july,2020,2,-1,1,0.6,5,216
Gombe,Yamaltu-Deba,Alkaleri,july,2020,3,-1,1,0.6,5,246
Gombe,Yamaltu-Deba,Alkaleri,july,2020,4,-1,1,0.6,5,276
Kano,Gabasawa,Taura,july,2020,1,-1,1,0.6,5,186
Jigawa,Auyo,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Auyo,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Auyo,Taura,july,2020,4,-1,1,0.653558052,5,270
Sokoto,Gada,Gawabawa,august,2020,1,-1,1,0.969736842,5,186
Jigawa,Babura,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Babura,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Babura,Babura,may,2020,4,-1,1,0.653558052,5,270
Jigawa,Gagarawa,Taura,july,2020,1,-1,1,0.934456929,5,186
Jigawa,Biriniwa,Taura,july,2020,2,-1,1,0.6,5,216
Jigawa,Biriniwa,Taura,july,2020,3,-1,1,0.6,5,246
Jigawa,Biriniwa,Taura,july,2020,4,-1,1,0.6,5,276
Bauchi,Gamawa,Gwarzo,august,2020,1,-1,1,0.6,5,223
Jigawa,Birni Kudu,Takali,september,2020,2,-1,1,0.6,5,280
Jigawa,Birni Kudu,Takali,september,2020,3,-1,1,0.6,5,310
Jigawa,Birni Kudu,Takali,september,2020,4,-1,1,0.6,5,340
Adamawa,Ganaye,Alkaleri,july,2020,1,-1,1,0.6,5,186
Jigawa,Buji,Takali,september,2020,2,-1,1,0.973782772,5,214
Jigawa,Buji,Takali,september,2020,3,-1,1,0.975655431,5,242
Jigawa,Buji,Takali,september,2020,4,-1,1,0.653558052,5,270
Bauchi,Ganjuwa,Darazo,july,2020,1,-1,1,0.6,5,186
Jigawa,Dutse,Takali,september,2020,2,-1,1,0.973782772,5,214
Jigawa,Dutse,Takali,september,2020,3,-1,1,0.975655431,5,242
Jigawa,Dutse,Takali,september,2020,4,-1,1,0.653558052,5,270
Jigawa,Garki,Babura,may,2020,1,-1,1,0.934456929,5,186
Jigawa,Gagarawa,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Gagarawa,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Gagarawa,Taura,july,2020,4,-1,1,0.653558052,5,270
Kano,Garko,Gwarzo,august,2020,1,-1,1,0.6,5,223
Jigawa,Garki,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Garki,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Garki,Babura,may,2020,4,-1,1,0.653558052,5,270
Kano,Garum Mallam,Gwarzo,august,2020,1,-1,1,0.6,5,223
Jigawa,Gumel,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Gumel,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Gumel,Babura,may,2020,4,-1,1,0.653558052,5,270
Taraba,Gashaka,Oru West,june,2020,1,-1,1,0.6,5,162
Jigawa,Guri,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Guri,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Guri,Taura,july,2020,4,-1,1,0.653558052,5,270
Taraba,Gassol,Keana,august,2020,1,-1,1,0.6,5,223
Jigawa,Gwaram,Takali,september,2020,2,-1,1,0.973782772,5,214
Jigawa,Gwaram,Takali,september,2020,3,-1,1,0.975655431,5,242
Jigawa,Gwaram,Takali,september,2020,4,-1,1,0.653558052,5,270
Sokoto,Gawabawa,Gawabawa,august,2020,1,-1,1,0.6,5,223
Jigawa,Gwiwa,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Gwiwa,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Gwiwa,Babura,may,2020,4,-1,1,0.653558052,5,270
Kano,Gaya,Gwarzo,august,2020,1,-1,1,0.6,5,223
Jigawa,Hadejia,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Hadejia,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Hadejia,Taura,july,2020,4,-1,1,0.653558052,5,270
Niger,Gbako,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Jigawa,Jahun,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Jahun,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Jahun,Taura,july,2020,4,-1,1,0.653558052,5,270
Benue,Gboko,Keana,august,2020,1,-1,1,0.6,5,223
Jigawa,Kafin Hausa,Taura,july,2020,2,-1,1,0.6,5,216
Jigawa,Kafin Hausa,Taura,july,2020,3,-1,1,0.6,5,246
Jigawa,Kafin Hausa,Taura,july,2020,4,-1,1,0.6,5,276
Yobe,Geidam,Babura,may,2020,1,-1,1,0.6,5,131
Jigawa,Kaugama,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Kaugama,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Kaugama,Taura,july,2020,4,-1,1,0.653558052,5,270
Kano,Gezawa,Gwarzo,august,2020,1,-1,1,0.6,5,223
Jigawa,Kazaure,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Kazaure,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Kazaure,Babura,may,2020,4,-1,1,0.653558052,5,270
Bauchi,Giade,Darazo,july,2020,1,-1,1,0.6,5,186
Jigawa,Kiri Kasamma,Taura,july,2020,2,-1,1,0.6,5,216
Jigawa,Kiri Kasamma,Taura,july,2020,3,-1,1,0.6,5,246
Jigawa,Kiri Kasamma,Taura,july,2020,4,-1,1,0.6,5,276
Adamawa,Gireri,Darazo,july,2020,1,-1,1,0.6,5,186
Jigawa,Maigatari,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Maigatari,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Maigatari,Babura,may,2020,4,-1,1,0.653558052,5,270
Kaduna,Giwa,Giwa,august,2020,1,-1,1,0.6,5,223
Jigawa,Malam Madori,Taura,july,2020,2,-1,1,0.6,5,216
Jigawa,Malam Madori,Taura,july,2020,3,-1,1,0.6,5,246
Jigawa,Malam Madori,Taura,july,2020,4,-1,1,0.6,5,276
Gombe,Gombe,Alkaleri,july,2020,1,-1,1,0.6,5,186
Jigawa,Miga,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Miga,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Miga,Taura,july,2020,4,-1,1,0.653558052,5,270
Adamawa,Gombi,Alkaleri,july,2020,1,-1,1,0.6,5,186
Jigawa,Ringim,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Ringim,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Ringim,Taura,july,2020,4,-1,1,0.653558052,5,270
Sokoto,Goronyo,Gawabawa,august,2020,1,-1,1,0.969736842,5,186
Jigawa,Roni,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Roni,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Roni,Babura,may,2020,4,-1,1,0.653558052,5,270
Borno,Gubio,Gawabawa,august,2020,1,-1,1,0.6,5,223
Jigawa,Sule-Tankarkar,Babura,may,2020,2,-1,1,0.6,5,161
Jigawa,Sule-Tankarkar,Babura,may,2020,3,-1,1,0.6,5,191
Jigawa,Sule-Tankarkar,Babura,may,2020,4,-1,1,0.6,5,221
Sokoto,Gudu,Gawabawa,august,2020,1,-1,1,0.969736842,5,186
Jigawa,Taura,Taura,july,2020,2,-1,1,0.973782772,5,214
Jigawa,Taura,Taura,july,2020,3,-1,1,0.975655431,5,242
Jigawa,Taura,Taura,july,2020,4,-1,1,0.653558052,5,270
Yobe,Gujba,Darazo,july,2020,1,-1,1,0.6,5,186
Jigawa,Yankwashi,Babura,may,2020,2,-1,1,0.973782772,5,214
Jigawa,Yankwashi,Babura,may,2020,3,-1,1,0.975655431,5,242
Jigawa,Yankwashi,Babura,may,2020,4,-1,1,0.653558052,5,270
Yobe,Gulani,Alkaleri,july,2020,1,-1,1,0.6,5,186
Jigawa,Kiyawa,Takali,september,2020,2,-1,1,0.973782772,5,214
Jigawa,Kiyawa,Takali,september,2020,3,-1,1,0.975655431,5,242
Jigawa,Kiyawa,Takali,september,2020,4,-1,1,0.653558052,5,270
Benue,Guma,Keana,august,2020,1,-1,1,0.6,5,223
Kaduna,Birnin-Gwari,Giwa,august,2020,2,-1,1,0.6,5,253
Kaduna,Birnin-Gwari,Giwa,august,2020,3,-1,1,0.6,5,283
Kaduna,Birnin-Gwari,Giwa,august,2020,4,-1,1,0.6,5,313
Jigawa,Gumel,Babura,may,2020,1,-1,1,0.934456929,5,186
Kaduna,Chikun,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Chikun,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Chikun,Soba,july,2020,4,-1,1,0.6,5,276
Zamfara,Gummi,Birnin Kebbi,august,2020,1,-1,1,0.854974705,5,186
Kaduna,Giwa,Giwa,august,2020,2,-1,1,0.6,5,253
Kaduna,Giwa,Giwa,august,2020,3,-1,1,0.6,5,283
Kaduna,Giwa,Giwa,august,2020,4,-1,1,0.6,5,313
Niger,Gurara,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kaduna,Igabi,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Igabi,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Igabi,Soba,july,2020,4,-1,1,0.6,5,276
Jigawa,Guri,Taura,july,2020,1,-1,1,0.934456929,5,186
Kaduna,Ikara,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Ikara,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Ikara,Soba,july,2020,4,-1,1,0.6,5,276
Zamfara,Gusau,Darazo,july,2020,1,-1,1,0.854974705,5,186
Kaduna,Jaba,Oke-Ero,july,2020,2,-1,1,0.6,5,216
Kaduna,Jaba,Oke-Ero,july,2020,3,-1,1,0.6,5,246
Kaduna,Jaba,Oke-Ero,july,2020,4,-1,1,0.6,5,276
Adamawa,Guyuk,Alkaleri,july,2020,1,-1,1,0.6,5,186
Kaduna,Jema'a,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Jema'a,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Jema'a,Soba,july,2020,4,-1,1,0.6,5,276
Borno,Guzamala,Babura,may,2020,1,-1,1,0.6,5,131
Kaduna,Kachia,Ngor-Okpala,june,2020,2,-1,1,0.6,5,192
Kaduna,Kachia,Ngor-Okpala,june,2020,3,-1,1,0.6,5,222
Kaduna,Kachia,Ngor-Okpala,june,2020,4,-1,1,0.6,5,252
Federal Capital Territory,Gwagwalada,Keana,august,2020,1,-1,1,0.6,5,223
Kaduna,Kaduna North,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Kaduna North,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Kaduna North,Soba,july,2020,4,-1,1,0.6,5,276
Kano,Gwale,Alkaleri,july,2020,1,-1,1,0.6,5,186
Kaduna,Kaduna South,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Kaduna South,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Kaduna South,Soba,july,2020,4,-1,1,0.6,5,276
Kebbi,Gwandu,Birnin Kebbi,august,2020,1,-1,1,0.6,5,223
Kaduna,Kagarko,Oke-Ero,july,2020,2,-1,1,0.6,5,216
Kaduna,Kagarko,Oke-Ero,july,2020,3,-1,1,0.6,5,246
Kaduna,Kagarko,Oke-Ero,july,2020,4,-1,1,0.6,5,276
Jigawa,Gwaram,Takali,september,2020,1,-1,1,0.934456929,5,186
Kaduna,Kajuru,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Kajuru,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Kajuru,Soba,july,2020,4,-1,1,0.6,5,276
Kano,Gwarzo,Gwarzo,august,2020,1,-1,1,0.6,5,223
Kaduna,Kaura,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Kaura,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Kaura,Soba,july,2020,4,-1,1,0.6,5,276
Benue,Gwer East,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kaduna,Kauru,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Kauru,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Kauru,Soba,july,2020,4,-1,1,0.6,5,276
Benue,Gwer West,Keana,august,2020,1,-1,1,0.6,5,223
Kaduna,Kubau,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Kubau,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Kubau,Soba,july,2020,4,-1,1,0.6,5,276
Jigawa,Gwiwa,Babura,may,2020,1,-1,1,0.934456929,5,186
Kaduna,Kudan,Giwa,august,2020,2,-1,1,0.6,5,253
Kaduna,Kudan,Giwa,august,2020,3,-1,1,0.6,5,283
Kaduna,Kudan,Giwa,august,2020,4,-1,1,0.6,5,313
Borno,Gwoza,Darazo,july,2020,1,-1,1,0.6,5,223
Kaduna,Lere,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Lere,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Lere,Soba,july,2020,4,-1,1,0.6,5,276
Jigawa,Hadejia,Taura,july,2020,1,-1,1,0.934456929,5,186
Kaduna,Markafi,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kaduna,Markafi,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kaduna,Markafi,Gwarzo,august,2020,4,-1,1,0.6,5,313
Borno,Hawul,Darazo,july,2020,1,-1,1,0.6,5,186
Kaduna,Sabon-Gari,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Sabon-Gari,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Sabon-Gari,Soba,july,2020,4,-1,1,0.6,5,276
Adamawa,Hong,Darazo,july,2020,1,-1,1,0.6,5,186
Kaduna,Sanga,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Sanga,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Sanga,Soba,july,2020,4,-1,1,0.6,5,276
Taraba,Ibi,Keana,august,2020,1,-1,1,0.6,5,223
Kaduna,Soba,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Soba,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Soba,Soba,july,2020,4,-1,1,0.6,5,276
Kwara,Ifelodun1,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kaduna,Zango-Kataf,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Zango-Kataf,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Zango-Kataf,Soba,july,2020,4,-1,1,0.6,5,276
Kaduna,Igabi,Soba,july,2020,1,-1,1,0.6,5,186
Kaduna,Zaria,Soba,july,2020,2,-1,1,0.6,5,216
Kaduna,Zaria,Soba,july,2020,3,-1,1,0.6,5,246
Kaduna,Zaria,Soba,july,2020,4,-1,1,0.6,5,276
Kaduna,Ikara,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Ajingi,Taura,july,2020,2,-1,1,0.6,5,216
Kano,Ajingi,Taura,july,2020,3,-1,1,0.6,5,246
Kano,Ajingi,Taura,july,2020,4,-1,1,0.6,5,276
Sokoto,Illela,Gawabawa,august,2020,1,-1,1,0.969736842,5,186
Kano,Albasu,Takali,september,2020,2,-1,1,0.6,5,280
Kano,Albasu,Takali,september,2020,3,-1,1,0.6,5,310
Kano,Albasu,Takali,september,2020,4,-1,1,0.6,5,340
Katsina,Ingawa,Rimi,march,2020,1,-1,1,0.6,5,131
Kano,Bagwai,Babura,may,2020,2,-1,1,0.6,5,161
Kano,Bagwai,Babura,may,2020,3,-1,1,0.6,5,191
Kano,Bagwai,Babura,may,2020,4,-1,1,0.6,5,221
Oyo,Irepo,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kano,Bebeji,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Bebeji,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Bebeji,Gwarzo,august,2020,4,-1,1,0.6,5,313
Sokoto,Isa,Rimi,march,2020,1,-1,1,0.969736842,5,186
Kano,Bichi,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Bichi,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Bichi,Gwarzo,august,2020,4,-1,1,0.6,5,313
Bauchi,Itas-Gadau,Taura,july,2020,1,-1,1,0.6,5,186
Kano,Bunkure,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Bunkure,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Bunkure,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kaduna,Jaba,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kano,Dala,Alkaleri,july,2020,2,-1,1,0.6,5,216
Kano,Dala,Alkaleri,july,2020,3,-1,1,0.6,5,246
Kano,Dala,Alkaleri,july,2020,4,-1,1,0.6,5,276
Adamawa,Jada,Alkaleri,july,2020,1,-1,1,0.6,5,186
Kano,Dambatta,Babura,may,2020,2,-1,1,0.6,5,161
Kano,Dambatta,Babura,may,2020,3,-1,1,0.6,5,191
Kano,Dambatta,Babura,may,2020,4,-1,1,0.6,5,221
Jigawa,Jahun,Taura,july,2020,1,-1,1,0.934456929,5,186
Kano,Dawakin Kudu,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Dawakin Kudu,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Dawakin Kudu,Gwarzo,august,2020,4,-1,1,0.6,5,313
Yobe,Jakusko,Taura,july,2020,1,-1,1,0.6,5,186
Kano,Dawakin Tofa,Taura,july,2020,2,-1,1,0.6,5,216
Kano,Dawakin Tofa,Taura,july,2020,3,-1,1,0.6,5,246
Kano,Dawakin Tofa,Taura,july,2020,4,-1,1,0.6,5,276
Taraba,Jalingo,Keana,august,2020,1,-1,1,0.6,5,223
Kano,Doguwa,Giwa,august,2020,2,-1,1,0.6,5,253
Kano,Doguwa,Giwa,august,2020,3,-1,1,0.6,5,283
Kano,Doguwa,Giwa,august,2020,4,-1,1,0.6,5,313
Bauchi,Jama'are,Taura,july,2020,1,-1,1,0.6,5,186
Kano,Fagge,Alkaleri,july,2020,2,-1,1,0.6,5,216
Kano,Fagge,Alkaleri,july,2020,3,-1,1,0.6,5,246
Kano,Fagge,Alkaleri,july,2020,4,-1,1,0.6,5,276
Kebbi,Jega,Birnin Kebbi,august,2020,1,-1,1,0.6,5,223
Kano,Gabasawa,Taura,july,2020,2,-1,1,0.6,5,216
Kano,Gabasawa,Taura,july,2020,3,-1,1,0.6,5,246
Kano,Gabasawa,Taura,july,2020,4,-1,1,0.6,5,276
Kaduna,Jema'a,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Garko,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Garko,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Garko,Gwarzo,august,2020,4,-1,1,0.6,5,313
Borno,Jere,Gawabawa,august,2020,1,-1,1,0.6,5,223
Kano,Garum Mallam,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Garum Mallam,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Garum Mallam,Gwarzo,august,2020,4,-1,1,0.6,5,313
Katsina,Jibia,Rimi,march,2020,1,-1,1,0.975975976,5,186
Kano,Gaya,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Gaya,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Gaya,Gwarzo,august,2020,4,-1,1,0.6,5,313
Plateau,Jos East,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Gezawa,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Gezawa,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Gezawa,Gwarzo,august,2020,4,-1,1,0.6,5,313
Plateau,Jos North,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Gwale,Alkaleri,july,2020,2,-1,1,0.6,5,216
Kano,Gwale,Alkaleri,july,2020,3,-1,1,0.6,5,246
Kano,Gwale,Alkaleri,july,2020,4,-1,1,0.6,5,276
Plateau,Jos South,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Gwarzo,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Gwarzo,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Gwarzo,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kogi,Kabba-Bunu,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kano,Kabo,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Kabo,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Kabo,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kano,Kabo,Gwarzo,august,2020,1,-1,1,0.6,5,223
Kano,Kano Municipal,Alkaleri,july,2020,2,-1,1,0.6,5,216
Kano,Kano Municipal,Alkaleri,july,2020,3,-1,1,0.6,5,246
Kano,Kano Municipal,Alkaleri,july,2020,4,-1,1,0.6,5,276
Kaduna,Kachia,Ngor-Okpala,june,2020,1,-1,1,0.6,5,162
Kano,Karaye,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Karaye,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Karaye,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kaduna,Kaduna North,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Kibiya,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Kibiya,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Kibiya,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kaduna,Kaduna South,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Kiru,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Kiru,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Kiru,Gwarzo,august,2020,4,-1,1,0.6,5,313
Jigawa,Kafin Hausa,Taura,july,2020,1,-1,1,0.6,5,186
Kano,Kumbotso,Taura,july,2020,2,-1,1,0.6,5,216
Kano,Kumbotso,Taura,july,2020,3,-1,1,0.6,5,246
Kano,Kumbotso,Taura,july,2020,4,-1,1,0.6,5,276
Katsina,Kafur,Gwarzo,august,2020,1,-1,1,0.6,5,223
Kano,Kunchi,Babura,may,2020,2,-1,1,0.6,5,161
Kano,Kunchi,Babura,may,2020,3,-1,1,0.6,5,191
Kano,Kunchi,Babura,may,2020,4,-1,1,0.6,5,221
Borno,Kaga,Darazo,july,2020,1,-1,1,0.6,5,186
Kano,Kura,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Kura,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Kura,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kaduna,Kagarko,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kano,Madobi,Taura,july,2020,2,-1,1,0.6,5,216
Kano,Madobi,Taura,july,2020,3,-1,1,0.6,5,246
Kano,Madobi,Taura,july,2020,4,-1,1,0.6,5,276
Kwara,Kaiama,Oke-Ero,july,2020,1,-1,1,0.6,5,186
Kano,Makoda,Babura,may,2020,2,-1,1,0.6,5,161
Kano,Makoda,Babura,may,2020,3,-1,1,0.6,5,191
Kano,Makoda,Babura,may,2020,4,-1,1,0.6,5,221
Katsina,Kaita,Rimi,march,2020,1,-1,1,0.975975976,5,186
Kano,Minjibir,Taura,july,2020,2,-1,1,0.6,5,216
Kano,Minjibir,Taura,july,2020,3,-1,1,0.6,5,246
Kano,Minjibir,Taura,july,2020,4,-1,1,0.6,5,276
Kaduna,Kajuru,Soba,july,2020,1,-1,1,0.6,5,186
Kano,Nasarawa1,Alkaleri,july,2020,2,-1,1,0.6,5,216
Kano,Nasarawa1,Alkaleri,july,2020,3,-1,1,0.6,5,246
Kano,Nasarawa1,Alkaleri,july,2020,4,-1,1,0.6,5,276
Borno,Kala-Balge,Darazo,july,2020,1,-1,1,0.6,5,223
Kano,Rano,Gwarzo,august,2020,2,-1,1,0.6,5,253
Kano,Rano,Gwarzo,august,2020,3,-1,1,0.6,5,283
Kano,Rano,Gwarzo,august,2020,4,-1,1,0.6,5,313
Kebbi,Kalgo,Birnin Kebbi,august,2020,1,-1,1,0.6,5,223
