LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override
Riyom,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Rogo,Gwarzo,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Roni,Babura,NA,0.454060567,0.454060567,0.637,0,-1,2018,-1
Sabon Birni,Gawabawa,NA,0.161027153,0.161027153,0.637,0,-1,2018,-1
Sabon-Gari,Soba,NA,0.071089287,0.071089287,0.637,0,-1,2018,-1
Sabuwa,Giwa,NA,0.65,0.65,0.637,0,-1,2018,-1
Safana,Babura,NA,0.577777777,0.577777777,0.637,0,-1,2018,-1
Sagbama,Ahoada West,NA,0.544354179,0.544354179,0.637,0,-1,2018,-1
Sakaba,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Saki East,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Saki West,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Sandamu,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Sanga,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Sapele,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Sardauna,Oru West,NA,0.268533359,0.268533359,0.637,0,-1,2018,-1
Shagamu,Uzo-Uwani,NA,0.590250773,0.590250773,0.637,0,-1,2018,-1
Shagari,Birnin Kebbi,NA,0.195,0.195,0.637,0,-1,2018,-1
Shanga,Birnin Kebbi,NA,1,1,0.637,0,-1,2018,-1
Shani,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Shanono,Gwarzo,NA,0.223824311,0.223824311,0.637,0,-1,2018,-1
Shelleng,Darazo,NA,0.442244331,0.442244331,0.637,0,-1,2018,-1
Shendam,Keana,NA,0.179594359,0.179594359,0.637,0,-1,2018,-1
Shinkafi,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Shira,Takali,NA,0.268304668,0.268304668,0.637,0,-1,2018,-1
Shiroro,Oke-Ero,NA,0.554326521,0.554326521,0.637,0,-1,2018,-1
Shomgom,Alkaleri,NA,0.183826231,0.183826231,0.637,0,-1,2018,-1
Shomolu,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Silame,Gawabawa,NA,0.108333333,0.108333333,0.637,0,-1,2018,-1
Soba,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Sokoto North,Gawabawa,NA,0.216666667,0.216666667,0.637,0,-1,2018,-1
Sokoto South,Birnin Kebbi,NA,0.548932384,0.548932384,0.637,0,-1,2018,-1
Song,Darazo,NA,0.397428572,0.397428572,0.637,0,-1,2018,-1
Southern Ijaw,Ahoada West,NA,0.32039989,0.32039989,0.637,0,-1,2018,-1
Suleja,Babura,NA,0.478947369,0.478947369,0.637,0,-1,2018,-1
Sule-Tankarkar,Giwa,NA,0.421006547,0.421006547,0.637,0,-1,2018,-1
Sumaila,Takali,NA,0.8125,0.8125,0.637,0,-1,2018,-1
Suru,Birnin Kebbi,NA,0.693333333,0.693333333,0.637,0,-1,2018,-1
Surulere1,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Surulere2,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Tafa,Oke-Ero,NA,0.65,0.65,0.637,0,-1,2018,-1
Tafawa-Balewa,Alkaleri,NA,0.300569096,0.300569096,0.637,0,-1,2018,-1
Tai,Nsit Ubium,NA,0.101355951,0.101355951,0.637,0,-1,2018,-1
Takali,Takali,NA,0.348709019,0.348709019,0.637,0,-1,2018,-1
Takum,Keana,NA,0.196780334,0.196780334,0.637,0,-1,2018,-1
Talata Mafara,Darazo,NA,0.148682399,0.148682399,0.637,0,-1,2018,-1
Tambuwal,Birnin Kebbi,NA,0.090083211,0.090083211,0.637,0,-1,2018,-1
Tangaza,Gawabawa,NA,0.138620877,0.138620877,0.637,0,-1,2018,-1
Tarauni,Alkaleri,NA,1,1,0.637,0,-1,2018,-1
Tarka,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Tarmua,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Taura,Taura,NA,0.535294118,0.535294118,0.637,0,-1,2018,-1
Tofa,Taura,NA,0.3,0.3,0.637,0,-1,2018,-1
Toro,Giwa,NA,0.26600315,0.26600315,0.637,0,-1,2018,-1
Toto,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Toungo,Keana,NA,0.092857142,0.092857142,0.637,0,-1,2018,-1
Tsafe,Takali,NA,0.044396286,0.044396286,0.637,0,-1,2018,-1
Tsanyawa,Gwarzo,NA,0.223824311,0.223824311,0.637,0,-1,2018,-1
Tudun Wada,Gwarzo,NA,0.114279014,0.114279014,0.637,0,-1,2018,-1
Tureta,Birnin Kebbi,NA,0.137680459,0.137680459,0.637,0,-1,2018,-1
Udenu,Uzo-Uwani,NA,0.89915374,0.89915374,0.637,0,-1,2018,-1
Udi,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Udu,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Udung Uko,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Ughelli North,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Ughelli South,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Ugwunagbo,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Uhunmwonde,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ukanafun,Nsit Ubium,NA,0.52,0.52,0.637,0,-1,2018,-1
Ukum,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Ukwa East,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Ukwa West,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Ukwuani,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Umuahia North,Oru West,NA,0.833207635,0.833207635,0.637,0,-1,2018,-1
Umuahia South,Ngor-Okpala,NA,0.65,0.65,0.637,0,-1,2018,-1
Umu-Neochi,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Ungogo,Taura,NA,0.464680796,0.464680796,0.637,0,-1,2018,-1
Unuimo,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Uruan,Nsit Ubium,NA,0.896347079,0.896347079,0.637,0,-1,2018,-1
Urue-Offong-Oruko,Nsit Ubium,NA,0.52,0.52,0.637,0,-1,2018,-1
Ushongo,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Ussa,Oru West,NA,0.325,0.325,0.637,0,-1,2018,-1
Uvwie,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Uyo,Nsit Ubium,NA,0.513818899,0.513818899,0.637,0,-1,2018,-1
Uzo-Uwani,Uzo-Uwani,NA,0.281073679,0.281073679,0.637,0,-1,2018,-1
Vandeikya,Oke-Ero,NA,0.164712829,0.164712829,0.637,0,-1,2018,-1
Wamako,Gawabawa,NA,0.138620877,0.138620877,0.637,0,-1,2018,-1
Wamba,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Warawa,Gwarzo,NA,0.068421053,0.068421053,0.637,0,-1,2018,-1
Warji,Takali,NA,0.2,0.2,0.637,0,-1,2018,-1
Warri North,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Warri South,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Warri South West,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Wasagu-Danko,Alkaleri,NA,0.557142858,0.557142858,0.637,0,-1,2018,-1
Wase,Alkaleri,NA,0.060465094,0.060465094,0.637,0,-1,2018,-1
Wudil,Gwarzo,NA,0.160541815,0.160541815,0.637,0,-1,2018,-1
Wukari,Keana,NA,0.300789186,0.300789186,0.637,0,-1,2018,-1
Wurno,Gawabawa,NA,0.07674774,0.07674774,0.637,0,-1,2018,-1
Wushishi,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Yabo,Gawabawa,NA,0.229411764,0.229411764,0.637,0,-1,2018,-1
Yagba East,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Yagba West,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Yakurr,Obubra,NA,0.49274186,0.49274186,0.637,0,-1,2018,-1
Yala,Oke-Ero,NA,0.3814554,0.3814554,0.637,0,-1,2018,-1
Yamaltu-Deba,Alkaleri,NA,0.21034477,0.21034477,0.637,0,-1,2018,-1
Yankwashi,Babura,NA,0.619330659,0.619330659,0.637,0,-1,2018,-1
Yauri,Birnin Kebbi,NA,0.86635967,0.86635967,0.637,0,-1,2018,-1
Yenegoa,Isoko South,NA,0.711069332,0.711069332,0.637,0,-1,2018,-1
Yola North,Alkaleri,NA,0.193404903,0.193404903,0.637,0,-1,2018,-1
Yola South,Alkaleri,NA,0.325,0.325,0.637,0,-1,2018,-1
Yorro,Alkaleri,NA,0.139858792,0.139858792,0.637,0,-1,2018,-1
Yunusari,Babura,NA,0.454060567,0.454060567,0.637,0,-1,2018,-1
Yusufari,Taura,NA,0.227406453,0.227406453,0.637,0,-1,2018,-1
Zaki,Taura,NA,0.379682551,0.379682551,0.637,0,-1,2018,-1
Zango,Babura,NA,0.458823529,0.458823529,0.637,0,-1,2018,-1
Zango-Kataf,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Zaria,Soba,NA,0.069568428,0.069568428,0.637,0,-1,2018,-1
Zing,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Zurmi,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Zuru,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
