LGA,Rep_DS,State,,,U5_coverage,adult_coverage,simday,duration,year
Tafawa-Balewa,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Tai,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Takali,Takali,,,,0.051157313,0.051157313,1095,730,2013
Takum,Keana,,,,0.05092044,0.05092044,1095,730,2013
Talata Mafara,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Tambuwal,Birnin Kebbi,,,,0.160741194,0.160741194,1095,730,2013
Tangaza,Gawabawa,,,,0.057720348,0.057720348,1095,730,2013
Tarauni,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Tarka,Keana,,,,0.05092044,0.05092044,1095,730,2013
Tarmua,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Taura,Taura,,,,0.076923077,0.076923077,1095,730,2013
Tofa,Taura,,,,0.069928121,0.069928121,1095,730,2013
Toro,Giwa,,,,0,0,1095,730,2013
Toto,Keana,,,,0.05092044,0.05092044,1095,730,2013
Toungo,Keana,,,,0.05092044,0.05092044,1095,730,2013
Tsafe,Takali,,,,0.051157313,0.051157313,1095,730,2013
Tsanyawa,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Tudun Wada,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Tureta,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Udenu,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Udi,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Udu,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Udung Uko,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ughelli North,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Ughelli South,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Ugwunagbo,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Uhunmwonde,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ukanafun,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ukum,Keana,,,,0.05092044,0.05092044,1095,730,2013
Ukwa East,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ukwa West,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ukwuani,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Umu-Neochi,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Umuahia North,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Umuahia South,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ungogo,Taura,,,,0.12151146,0.12151146,1095,730,2013
Unuimo,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Uruan,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Urue-Offong/Oruko,Nsit Ubium,,,,0.083333333,0.083333333,1095,730,2013
Ushongo,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ussa,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Uvwie,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Uyo,Nsit Ubium,,,,0.086058221,0.086058221,1095,730,2013
Uzo-Uwani,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Vandeikya,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Wamako,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Wamba,Alkaleri,,,,0.5,0.5,1095,730,2013
Warawa,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Warji,Takali,,,,0.051157313,0.051157313,1095,730,2013
Warri North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Warri South,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Warri South West,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Wasagu/Danko,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Wase,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Wudil,Gwarzo,,,,0.076923077,0.076923077,1095,730,2013
Wukari,Keana,,,,0.05092044,0.05092044,1095,730,2013
Wurno,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Wushishi,Oke-Ero,,,,0.25,0.25,1095,730,2013
Yabo,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Yagba East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Yagba West,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Yakurr,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Yala,Oke-Ero,,,,0.025245447,0.025245447,1095,730,2013
Yamaltu/Deba,Alkaleri,,,,0.081332317,0.081332317,1095,730,2013
Yankwashi,Babura,,,,0.045372476,0.045372476,1095,730,2013
Yauri,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Yenegoa,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Yola North,Alkaleri,,,,0.115097077,0.115097077,1095,730,2013
Yola South,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Yorro,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Yunusari,Babura,,,,0.045372476,0.045372476,1095,730,2013
Yusufari,Taura,,,,0.13675998,0.13675998,1095,730,2013
Zaki,Taura,,,,0.069928121,0.069928121,1095,730,2013
Zango,Babura,,,,0.045372476,0.045372476,1095,730,2013
Zango-Kataf,Soba,,,,0.030472784,0.030472784,1095,730,2013
Zaria,Soba,,,,0.030472784,0.030472784,1095,730,2013
Zing,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Zurmi,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Zuru,Alkaleri,,,,0.187388421,0.187388421,1095,730,2013
Aba North,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Aba South,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Abadam,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Abaji,Keana,,,,0.5,0.5,1825,1095,2015
Abak,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Abakaliki,Owan East,,,,0.333333333,0.333333333,1825,1095,2015
Abeokuta North,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Abeokuta South,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Abi,Obubra,,,,0.142857143,0.142857143,1825,1095,2015
Aboh-Mbaise,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Abua/Odual,Ahoada West,,,,0.247032288,0.247032288,1825,1095,2015
Abuja Municipal,Keana,,,,0.318758333,0.318758333,1825,1095,2015
Adavi,Owan East,,,,0.666666667,0.666666667,1825,1095,2015
Ado,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ado Ekiti,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Ado-Odo/Ota,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Afijio,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Afikpo North,Oru West,,,,0.366720487,0.366720487,1825,1095,2015
Afikpo South,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Agaie,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Agatu,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Agege,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Aguata,Oru West,,,,0.3,0.3,1825,1095,2015
Agwara,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Ahiazu-Mbaise,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Ahoada East,Ahoada West,,,,0.75,0.75,1825,1095,2015
Ahoada West,Ahoada West,,,,0.333333333,0.333333333,1825,1095,2015
Aiyedade,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Aiyedire,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ajaokuta,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Ajeromi-Ifelodun,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Ajingi,Taura,,,,0.111111111,0.111111111,1825,1095,2015
Akamkpa,Ngor-Okpala,,,,0.2,0.2,1825,1095,2015
Akinyele,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Akko,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Akoko North East,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Akoko North West,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Akoko South East,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Akoko South West,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Akoko-Edo,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Akpabuyo,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Akuku Toru,Ahoada West,,,,0.247032288,0.247032288,1825,1095,2015
Akure North,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Akure South,Owan East,,,,0.4,0.4,1825,1095,2015
Akwanga,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Albasu,Takali,,,,0.086956522,0.086956522,1825,1095,2015
Aleiro,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Alimosho,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Alkaleri,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Amuwo-Odofin,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Anambra East,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Anambra West,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Anaocha,Oru West,,,,0.5,0.5,1825,1095,2015
Andoni,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Aninri,Oru West,,,,0.366720487,0.366720487,1825,1095,2015
Aniocha North,Uzo-Uwani,,,,0.5,0.5,1825,1095,2015
Aniocha South,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Anka,Darazo,,,,0.315789474,0.315789474,1825,1095,2015
Ankpa,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Apa,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Apapa,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Ardo-Kola,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Arewa-Dandi,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Argungu,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Arochukwu,Ngor-Okpala,,,,0.142857143,0.142857143,1825,1095,2015
Asa,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Asari-Toru,Ahoada West,,,,0.247032288,0.247032288,1825,1095,2015
Askira/Uba,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Atakumosa East,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Atakumosa West,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Atiba,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Atigbo,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Augie,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Auyo,Taura,,,,0.157894737,0.157894737,1825,1095,2015
Awe,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Awgu,Oru West,,,,0.366720487,0.366720487,1825,1095,2015
Awka North,Uzo-Uwani,,,,0.25,0.25,1825,1095,2015
Awka South,Uzo-Uwani,,,,0.270773628,0.270773628,1825,1095,2015
Ayamelum,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Babura,Babura,,,,0.1875,0.1875,1825,1095,2015
Badagry,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Bade,Taura,,,,0.352941176,0.352941176,1825,1095,2015
Bagudo,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Bagwai,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Bakassi,Obubra,,,,0.249253657,0.249253657,1825,1095,2015
Bakori,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Bakura,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Balanga,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Bali,Keana,,,,0.066666667,0.066666667,1825,1095,2015
Bama,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Barikin Ladi,Soba,,,,0.068409273,0.068409273,1825,1095,2015
Baruten,Oke-Ero,,,,0.125,0.125,1825,1095,2015
Bassa1,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Bassa2,Soba,,,,0.571428571,0.571428571,1825,1095,2015
Batagarawa,Rimi,,,,0.168258146,0.168258146,1825,1095,2015
Batsari,Rimi,,,,0.168258146,0.168258146,1825,1095,2015
Bauchi,Alkaleri,,,,0.237836556,0.237836556,1825,1095,2015
Baure,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Bayo,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Bebeji,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Bekwara,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Bende,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Biase,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Bichi,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Bida,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Billiri,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Bindawa,Rimi,,,,0.168258146,0.168258146,1825,1095,2015
Binji,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Biriniwa,Taura,,,,0.13431021,0.13431021,1825,1095,2015
Birni Kudu,Takali,,,,0.074490416,0.074490416,1825,1095,2015
Birnin Kebbi,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Birnin Magaji,Rimi,,,,0.168258146,0.168258146,1825,1095,2015
Birnin-Gwari,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Biu,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Bodinga,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Bogoro,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Boki,Obubra,,,,0.249253657,0.249253657,1825,1095,2015
Bokkos,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Boluwaduro,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Bomadi,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Bonny,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Borgu,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Boripe,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Bosso,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Brass,Ahoada West,,,,0.247032288,0.247032288,1825,1095,2015
Buji,Takali,,,,0.074490416,0.074490416,1825,1095,2015
Bukkuyum,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Bungudu,Takali,,,,0.074490416,0.074490416,1825,1095,2015
Bunkure,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Bunza,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Bursari,Taura,,,,0.05,0.05,1825,1095,2015
Buruku,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Burutu,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Bwari,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Calabar South,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Calabar-Municipal,Nsit Ubium,,,,0.25,0.25,1825,1095,2015
Chanchaga,Keana,,,,0.5,0.5,1825,1095,2015
Charanchi,Rimi,,,,0.168258146,0.168258146,1825,1095,2015
Chibok,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Chikun,Soba,,,,0.068409273,0.068409273,1825,1095,2015
Dala,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Damaturu,Darazo,,,,0.142857143,0.142857143,1825,1095,2015
Damban,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Dambatta,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Damboa,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Dan Musa,Rimi,,,,0.041666667,0.041666667,1825,1095,2015
Dandi,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Dandume,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Dange-Shnsi,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Danja,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Darazo,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Dass,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Daura,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Dawakin Kudu,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Dawakin Tofa,Taura,,,,0.13431021,0.13431021,1825,1095,2015
Degema,Ahoada West,,,,0.75,0.75,1825,1095,2015
Dekina,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Demsa,Alkaleri,,,,0.166666667,0.166666667,1825,1095,2015
Dikwa,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Doguwa,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Doma,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Donga,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Dukku,Darazo,,,,0.058823529,0.058823529,1825,1095,2015
Dunukofia,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Dutse,Takali,,,,0.214285714,0.214285714,1825,1095,2015
Dutsi,Rimi,,,,0.168258146,0.168258146,1825,1095,2015
Dutsin-Ma,Rimi,,,,0.166666667,0.166666667,1825,1095,2015
Eastern Obolo,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Ebonyi,Owan East,,,,0.333333333,0.333333333,1825,1095,2015
Edati,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ede North,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ede South,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Edu,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Efon-Alayee,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Egbado North,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Egbado South,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Egbeda,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Egbedore,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Egor,Uzo-Uwani,,,,0.5,0.5,1825,1095,2015
Ehime-Mbano,Ngor-Okpala,,,,0.5,0.5,1825,1095,2015
Ejigbo,Akinyele,,,,0.080893909,0.080893909,1825,1095,2015
Ekeremor,Ahoada West,,,,0.247032288,0.247032288,1825,1095,2015
Eket,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Ekiti,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ekiti East,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ekiti South West,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ekiti West,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ekwusigo,Oru West,,,,0.366720487,0.366720487,1825,1095,2015
Eleme,Ahoada West,,,,0.247032288,0.247032288,1825,1095,2015
Emohua,Ahoada West,,,,0.25,0.25,1825,1095,2015
Emure,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Enugu East,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Enugu North,Uzo-Uwani,,,,0.272727273,0.272727273,1825,1095,2015
Enugu South,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Epe,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Esan Central,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Esan North East,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Esan South East,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Esan West,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Ese-Odo,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Esit Eket,Nsit Ubium,,,,0.071428571,0.071428571,1825,1095,2015
Essien Udim,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Etche,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Ethiope East,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Ethiope West,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Eti-Osa,Isoko South,,,,0.01218479,0.01218479,1825,1095,2015
Etim Ekpo,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Etinan,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Etsako Central,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Etsako East,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Etsako West,Owan East,,,,0.666666667,0.666666667,1825,1095,2015
Etung,Obubra,,,,0.249253657,0.249253657,1825,1095,2015
Ewekoro,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Ezeagu,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Ezinihitte,Ngor-Okpala,,,,0.666666667,0.666666667,1825,1095,2015
Ezza North,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Ezza South,Obubra,,,,0.249253657,0.249253657,1825,1095,2015
Fagge,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Fakai,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Faskari,Giwa,,,,0.066666667,0.066666667,1825,1095,2015
Fika,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Fufore,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Funakaye,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Fune,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Funtua,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Gabasawa,Taura,,,,0.13431021,0.13431021,1825,1095,2015
Gada,Gawabawa,,,,0.173913043,0.173913043,1825,1095,2015
Gagarawa,Taura,,,,0.13431021,0.13431021,1825,1095,2015
Gamawa,Gwarzo,,,,0.071428571,0.071428571,1825,1095,2015
Ganaye,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Ganjuwa,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Garki,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Garko,Gwarzo,,,,0.333333333,0.333333333,1825,1095,2015
Garum Mallam,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Gashaka,Oru West,,,,0.366720487,0.366720487,1825,1095,2015
Gassol,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Gawabawa,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Gaya,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Gbako,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Gboko,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Gboyin,Obubra,,,,0.666666667,0.666666667,1825,1095,2015
Geidam,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Gezawa,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Giade,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Gireri,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Giwa,Giwa,,,,0.129248867,0.129248867,1825,1095,2015
Gokana,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Gombe,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Gombi,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Goronyo,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Gubio,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Gudu,Gawabawa,,,,0.118620448,0.118620448,1825,1095,2015
Gujba,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Gulani,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Guma,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Gumel,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Gummi,Birnin Kebbi,,,,0.444444444,0.444444444,1825,1095,2015
Gurara,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Guri,Taura,,,,0.13431021,0.13431021,1825,1095,2015
Gusau,Darazo,,,,0.20049207,0.20049207,1825,1095,2015
Guyuk,Alkaleri,,,,0.085714286,0.085714286,1825,1095,2015
Guzamala,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Gwagwalada,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Gwale,Alkaleri,,,,0.145645987,0.145645987,1825,1095,2015
Gwandu,Birnin Kebbi,,,,0.071887998,0.071887998,1825,1095,2015
Gwaram,Takali,,,,0.074490416,0.074490416,1825,1095,2015
Gwarzo,Gwarzo,,,,0.134624366,0.134624366,1825,1095,2015
Gwer East,Oke-Ero,,,,0.39153443,0.39153443,1825,1095,2015
Gwer West,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Gwiwa,Babura,,,,0.138863542,0.138863542,1825,1095,2015
Gwoza,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Hadejia,Taura,,,,0.13431021,0.13431021,1825,1095,2015
Hawul,Darazo,,,,0.18452352,0.18452352,1825,1095,2015
Hong,Darazo,,,,0.3,0.3,1825,1095,2015
Ibadan North,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Ibadan North East,Owan East,,,,0.375,0.375,1825,1095,2015
Ibadan North West,Owan East,,,,0.379041245,0.379041245,1825,1095,2015
Ibadan South East,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ibadan South West,Owan East,,,,0.264976843,0.264976843,1825,1095,2015
Ibaji,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Ibarapa Central,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ibarapa East,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ibarapa North,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ibeju/Lekki,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Ibeno,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Ibesikpo Asutan,Nsit Ubium,,,,0.094423463,0.094423463,1825,1095,2015
Ibi,Keana,,,,0.1311888,0.1311888,1825,1095,2015
Ibiono Ibom,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Idah,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Idanre,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ideato North,Oru West,,,,0.366720487,0.366720487,1825,1095,2015
Ideato South,Ngor-Okpala,,,,0.17073341,0.17073341,1825,1095,2015
Idemili North,Uzo-Uwani,,,,0.190437475,0.190437475,1825,1095,2015
Idemili South,Oru West,,,,0.5,0.5,1825,1095,2015
Ido,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Idosi-Osi,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ifako-Ijaye,Uzo-Uwani,,,,0.111111111,0.111111111,1825,1095,2015
Ife Central,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ife East,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ife North,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ife South,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
Ifedayo,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ifedore,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ifelodun1,Oke-Ero,,,,0.114190056,0.114190056,1825,1095,2015
Ifelodun2,Akinyele,,,,0.079747826,0.079747826,1825,1095,2015
