LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,scenario
Wudil,Gwarzo,0.123493704,0.123493704,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wukari,Keana,0.231376297,0.231376297,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wurno,Gawabawa,0.059036723,0.059036723,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wushishi,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yabo,Gawabawa,0.176470588,0.176470588,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yagba East,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yagba West,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yakurr,Obubra,0.3790322,0.3790322,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yala,Oke-Ero,0.293427231,0.293427231,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yamaltu-Deba,Alkaleri,0.161803669,0.161803669,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yankwashi,Babura,0.476408199,0.476408199,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yauri,Birnin Kebbi,0.666430515,0.666430515,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yenegoa,Isoko South,0.546976409,0.546976409,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yola North,Alkaleri,0.148773002,0.148773002,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yola South,Alkaleri,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yorro,Alkaleri,0.107583686,0.107583686,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yunusari,Babura,0.349277359,0.349277359,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Yusufari,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zaki,Taura,0.292063501,0.292063501,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zango,Babura,0.352941176,0.352941176,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zango-Kataf,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zaria,Soba,0.053514175,0.053514175,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zing,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zurmi,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Zuru,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
