,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,beta_model_params,scale_values,scenario 
5549,Lavun,Oke-Ero,0.551142696,0.551142696,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5550,Lavun,Oke-Ero,0.579482814,0.579482814,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5551,Lavun,Oke-Ero,0.607822933,0.607822933,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5552,Lavun,Oke-Ero,0.636163051,0.636163051,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5553,Lavun,Oke-Ero,0.66450317,0.66450317,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5554,Lavun,Oke-Ero,0.692843288,0.692843288,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5555,Lavun,Oke-Ero,0.721183407,0.721183407,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5556,Magama,Oke-Ero,0.330641922,0.330641922,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5557,Magama,Oke-Ero,0.35898204,0.35898204,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5558,Magama,Oke-Ero,0.387322159,0.387322159,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5559,Magama,Oke-Ero,0.415662277,0.415662277,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5560,Magama,Oke-Ero,0.444002396,0.444002396,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5561,Magama,Oke-Ero,0.472342514,0.472342514,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5562,Magama,Oke-Ero,0.500682633,0.500682633,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5563,Magama,Oke-Ero,0.529022751,0.529022751,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5564,Magama,Oke-Ero,0.55736287,0.55736287,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5565,Magama,Oke-Ero,0.585702988,0.585702988,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5566,Magama,Oke-Ero,0.614043107,0.614043107,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5567,Mariga,Oke-Ero,0.128340119,0.128340119,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5568,Mariga,Oke-Ero,0.156680237,0.156680237,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5569,Mariga,Oke-Ero,0.185020356,0.185020356,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5570,Mariga,Oke-Ero,0.213360474,0.213360474,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5571,Mariga,Oke-Ero,0.241700593,0.241700593,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5572,Mariga,Oke-Ero,0.270040711,0.270040711,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5573,Mariga,Oke-Ero,0.29838083,0.29838083,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5574,Mariga,Oke-Ero,0.326720948,0.326720948,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5575,Mariga,Oke-Ero,0.355061067,0.355061067,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5576,Mariga,Oke-Ero,0.383401185,0.383401185,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5577,Mariga,Oke-Ero,0.411741304,0.411741304,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5578,Mashegu,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5579,Mashegu,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5580,Mashegu,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5581,Mashegu,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5582,Mashegu,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5583,Mashegu,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5584,Mashegu,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5585,Mashegu,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5586,Mashegu,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5587,Mashegu,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5588,Mashegu,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5589,Moba,Oke-Ero,0.115336322,0.115336322,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5590,Moba,Oke-Ero,0.14367644,0.14367644,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5591,Moba,Oke-Ero,0.172016559,0.172016559,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5592,Moba,Oke-Ero,0.200356677,0.200356677,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5593,Moba,Oke-Ero,0.228696796,0.228696796,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5594,Moba,Oke-Ero,0.257036914,0.257036914,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5595,Moba,Oke-Ero,0.285377033,0.285377033,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5596,Moba,Oke-Ero,0.313717151,0.313717151,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5597,Moba,Oke-Ero,0.34205727,0.34205727,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5598,Moba,Oke-Ero,0.370397388,0.370397388,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5599,Moba,Oke-Ero,0.398737507,0.398737507,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5600,Mokwa,Oke-Ero,0.284220393,0.284220393,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5601,Mokwa,Oke-Ero,0.312560511,0.312560511,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5602,Mokwa,Oke-Ero,0.34090063,0.34090063,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5603,Mokwa,Oke-Ero,0.369240748,0.369240748,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5604,Mokwa,Oke-Ero,0.397580867,0.397580867,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5605,Mokwa,Oke-Ero,0.425920985,0.425920985,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5606,Mokwa,Oke-Ero,0.454261104,0.454261104,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5607,Mokwa,Oke-Ero,0.482601222,0.482601222,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5608,Mokwa,Oke-Ero,0.510941341,0.510941341,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5609,Mokwa,Oke-Ero,0.539281459,0.539281459,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5610,Mokwa,Oke-Ero,0.567621578,0.567621578,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5611,Mopa-Muro,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5612,Mopa-Muro,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5613,Mopa-Muro,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5614,Mopa-Muro,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5615,Mopa-Muro,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5616,Mopa-Muro,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5617,Mopa-Muro,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5618,Mopa-Muro,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5619,Mopa-Muro,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5620,Mopa-Muro,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5621,Mopa-Muro,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5622,Moro,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5623,Moro,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5624,Moro,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5625,Moro,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5626,Moro,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5627,Moro,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5628,Moro,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5629,Moro,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5630,Moro,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5631,Moro,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5632,Moro,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5633,Odeda,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5634,Odeda,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5635,Odeda,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5636,Odeda,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5637,Odeda,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5638,Odeda,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5639,Odeda,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5640,Odeda,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5641,Odeda,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5642,Odeda,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5643,Odeda,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5644,Odogbolu,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5645,Odogbolu,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5646,Odogbolu,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5647,Odogbolu,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5648,Odogbolu,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5649,Odogbolu,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5650,Odogbolu,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5651,Odogbolu,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5652,Odogbolu,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5653,Odogbolu,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5654,Odogbolu,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5655,Ogo Oluwa,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5656,Ogo Oluwa,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5657,Ogo Oluwa,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5658,Ogo Oluwa,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5659,Ogo Oluwa,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5660,Ogo Oluwa,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5661,Ogo Oluwa,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5662,Ogo Oluwa,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5663,Ogo Oluwa,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5664,Ogo Oluwa,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5665,Ogo Oluwa,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5666,Oju,Oke-Ero,0.094752991,0.094752991,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5667,Oju,Oke-Ero,0.123093109,0.123093109,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5668,Oju,Oke-Ero,0.151433228,0.151433228,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5669,Oju,Oke-Ero,0.179773346,0.179773346,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5670,Oju,Oke-Ero,0.208113465,0.208113465,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5671,Oju,Oke-Ero,0.236453583,0.236453583,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5672,Oju,Oke-Ero,0.264793702,0.264793702,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5673,Oju,Oke-Ero,0.29313382,0.29313382,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5674,Oju,Oke-Ero,0.321473939,0.321473939,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5675,Oju,Oke-Ero,0.349814057,0.349814057,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5676,Oju,Oke-Ero,0.378154176,0.378154176,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5677,Oke-Ero,Oke-Ero,0.428340119,0.428340119,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5678,Oke-Ero,Oke-Ero,0.456680237,0.456680237,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5679,Oke-Ero,Oke-Ero,0.485020356,0.485020356,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5680,Oke-Ero,Oke-Ero,0.513360474,0.513360474,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5681,Oke-Ero,Oke-Ero,0.541700593,0.541700593,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5682,Oke-Ero,Oke-Ero,0.570040711,0.570040711,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5683,Oke-Ero,Oke-Ero,0.59838083,0.59838083,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5684,Oke-Ero,Oke-Ero,0.626720948,0.626720948,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5685,Oke-Ero,Oke-Ero,0.655061067,0.655061067,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5686,Oke-Ero,Oke-Ero,0.683401185,0.683401185,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5687,Oke-Ero,Oke-Ero,0.711741304,0.711741304,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5688,Olorunsogo,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5689,Olorunsogo,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5690,Olorunsogo,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5691,Olorunsogo,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5692,Olorunsogo,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5693,Olorunsogo,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5694,Olorunsogo,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5695,Olorunsogo,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5696,Olorunsogo,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5697,Olorunsogo,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5698,Olorunsogo,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5699,Oluyole,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5700,Oluyole,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5701,Oluyole,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5702,Oluyole,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5703,Oluyole,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5704,Oluyole,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5705,Oluyole,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5706,Oluyole,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
