"","X1","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"5813",1517,"Sokoto","Kware","SMC","Gawabawa","august",2021,1,-1,1,0.969736842,5,551,"scenario 7"
"5814",1518,"Sokoto","Kware","SMC","Gawabawa","august",2021,2,-1,1,0.994736842,5,579,"scenario 7"
"5815",1519,"Sokoto","Kware","SMC","Gawabawa","august",2021,3,-1,1,0.992105263,5,607,"scenario 7"
"5816",1520,"Sokoto","Kware","SMC","Gawabawa","august",2021,4,-1,1,0.6,5,635,"scenario 7"
"5817",2381,"Sokoto","Kware","SMC","Gawabawa","august",2022,1,-1,1,0.969736842,5,916,"scenario 7"
"5818",2382,"Sokoto","Kware","SMC","Gawabawa","august",2022,2,-1,1,0.994736842,5,944,"scenario 7"
"5819",2383,"Sokoto","Kware","SMC","Gawabawa","august",2022,3,-1,1,0.992105263,5,972,"scenario 7"
"5820",2384,"Sokoto","Kware","SMC","Gawabawa","august",2022,4,-1,1,0.6,5,1000,"scenario 7"
"5821",3245,"Sokoto","Kware","SMC","Gawabawa","august",2023,1,-1,1,0.969736842,5,1281,"scenario 7"
"5822",3246,"Sokoto","Kware","SMC","Gawabawa","august",2023,2,-1,1,0.994736842,5,1309,"scenario 7"
"5823",3247,"Sokoto","Kware","SMC","Gawabawa","august",2023,3,-1,1,0.992105263,5,1337,"scenario 7"
"5824",3248,"Sokoto","Kware","SMC","Gawabawa","august",2023,4,-1,1,0.6,5,1365,"scenario 7"
"5825",4109,"Sokoto","Kware","SMC","Gawabawa","august",2024,1,-1,1,0.969736842,5,1646,"scenario 7"
"5826",4110,"Sokoto","Kware","SMC","Gawabawa","august",2024,2,-1,1,0.994736842,5,1674,"scenario 7"
"5827",4111,"Sokoto","Kware","SMC","Gawabawa","august",2024,3,-1,1,0.992105263,5,1702,"scenario 7"
"5828",4112,"Sokoto","Kware","SMC","Gawabawa","august",2024,4,-1,1,0.6,5,1730,"scenario 7"
"5829",4973,"Sokoto","Kware","SMC","Gawabawa","august",2025,1,-1,1,0.969736842,5,2011,"scenario 7"
"5830",4974,"Sokoto","Kware","SMC","Gawabawa","august",2025,2,-1,1,0.994736842,5,2039,"scenario 7"
"5831",4975,"Sokoto","Kware","SMC","Gawabawa","august",2025,3,-1,1,0.992105263,5,2067,"scenario 7"
"5832",4976,"Sokoto","Kware","SMC","Gawabawa","august",2025,4,-1,1,0.6,5,2095,"scenario 7"
"5833",5837,"Sokoto","Kware","SMC","Gawabawa","august",2026,1,-1,1,0.969736842,5,2376,"scenario 7"
"5834",5838,"Sokoto","Kware","SMC","Gawabawa","august",2026,2,-1,1,0.994736842,5,2404,"scenario 7"
"5835",5839,"Sokoto","Kware","SMC","Gawabawa","august",2026,3,-1,1,0.992105263,5,2432,"scenario 7"
"5836",5840,"Sokoto","Kware","SMC","Gawabawa","august",2026,4,-1,1,0.6,5,2460,"scenario 7"
"5837",6701,"Sokoto","Kware","SMC","Gawabawa","august",2027,1,-1,1,0.969736842,5,2741,"scenario 7"
"5838",6702,"Sokoto","Kware","SMC","Gawabawa","august",2027,2,-1,1,0.994736842,5,2769,"scenario 7"
"5839",6703,"Sokoto","Kware","SMC","Gawabawa","august",2027,3,-1,1,0.992105263,5,2797,"scenario 7"
"5840",6704,"Sokoto","Kware","SMC","Gawabawa","august",2027,4,-1,1,0.6,5,2825,"scenario 7"
"5841",7565,"Sokoto","Kware","SMC","Gawabawa","august",2028,1,-1,1,0.969736842,5,3106,"scenario 7"
"5842",7566,"Sokoto","Kware","SMC","Gawabawa","august",2028,2,-1,1,0.994736842,5,3134,"scenario 7"
"5843",7567,"Sokoto","Kware","SMC","Gawabawa","august",2028,3,-1,1,0.992105263,5,3162,"scenario 7"
"5844",7568,"Sokoto","Kware","SMC","Gawabawa","august",2028,4,-1,1,0.6,5,3190,"scenario 7"
"5845",8429,"Sokoto","Kware","SMC","Gawabawa","august",2029,1,-1,1,0.969736842,5,3471,"scenario 7"
"5846",8430,"Sokoto","Kware","SMC","Gawabawa","august",2029,2,-1,1,0.994736842,5,3499,"scenario 7"
"5847",8431,"Sokoto","Kware","SMC","Gawabawa","august",2029,3,-1,1,0.992105263,5,3527,"scenario 7"
"5848",8432,"Sokoto","Kware","SMC","Gawabawa","august",2029,4,-1,1,0.6,5,3555,"scenario 7"
"5849",9293,"Sokoto","Kware","SMC","Gawabawa","august",2030,1,-1,1,0.969736842,5,3836,"scenario 7"
"5850",9294,"Sokoto","Kware","SMC","Gawabawa","august",2030,2,-1,1,0.994736842,5,3864,"scenario 7"
"5851",9295,"Sokoto","Kware","SMC","Gawabawa","august",2030,3,-1,1,0.992105263,5,3892,"scenario 7"
"5852",9296,"Sokoto","Kware","SMC","Gawabawa","august",2030,4,-1,1,0.6,5,3920,"scenario 7"
"5853",69,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"5854",70,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"5855",71,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"5856",72,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"5857",933,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"5858",934,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"5859",935,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"5860",936,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"5861",1797,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"5862",1798,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"5863",1799,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"5864",1800,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"5865",2661,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"5866",2662,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"5867",2663,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"5868",2664,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"5869",3525,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"5870",3526,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"5871",3527,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"5872",3528,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"5873",4389,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"5874",4390,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"5875",4391,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"5876",4392,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"5877",5253,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"5878",5254,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"5879",5255,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"5880",5256,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"5881",6117,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"5882",6118,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"5883",6119,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"5884",6120,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"5885",6981,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"5886",6982,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"5887",6983,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"5888",6984,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"5889",7845,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"5890",7846,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"5891",7847,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"5892",7848,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"5893",8709,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"5894",8710,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"5895",8711,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"5896",8712,"Borno","Kwaya Kusar","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"5897",725,"Taraba","Lau","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"5898",726,"Taraba","Lau","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"5899",727,"Taraba","Lau","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"5900",728,"Taraba","Lau","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"5901",1589,"Taraba","Lau","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"5902",1590,"Taraba","Lau","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"5903",1591,"Taraba","Lau","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"5904",1592,"Taraba","Lau","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"5905",2453,"Taraba","Lau","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"5906",2454,"Taraba","Lau","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"5907",2455,"Taraba","Lau","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"5908",2456,"Taraba","Lau","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"5909",3317,"Taraba","Lau","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"5910",3318,"Taraba","Lau","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"5911",3319,"Taraba","Lau","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"5912",3320,"Taraba","Lau","SMC","Alkaleri","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"5913",4181,"Taraba","Lau","SMC","Alkaleri","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"5914",4182,"Taraba","Lau","SMC","Alkaleri","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"5915",4183,"Taraba","Lau","SMC","Alkaleri","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"5916",4184,"Taraba","Lau","SMC","Alkaleri","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"5917",5045,"Taraba","Lau","SMC","Alkaleri","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"5918",5046,"Taraba","Lau","SMC","Alkaleri","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"5919",5047,"Taraba","Lau","SMC","Alkaleri","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"5920",5048,"Taraba","Lau","SMC","Alkaleri","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"5921",5909,"Taraba","Lau","SMC","Alkaleri","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"5922",5910,"Taraba","Lau","SMC","Alkaleri","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"5923",5911,"Taraba","Lau","SMC","Alkaleri","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"5924",5912,"Taraba","Lau","SMC","Alkaleri","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"5925",6773,"Taraba","Lau","SMC","Alkaleri","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"5926",6774,"Taraba","Lau","SMC","Alkaleri","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"5927",6775,"Taraba","Lau","SMC","Alkaleri","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"5928",6776,"Taraba","Lau","SMC","Alkaleri","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"5929",7637,"Taraba","Lau","SMC","Alkaleri","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"5930",7638,"Taraba","Lau","SMC","Alkaleri","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"5931",7639,"Taraba","Lau","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"5932",7640,"Taraba","Lau","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"5933",8501,"Taraba","Lau","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"5934",8502,"Taraba","Lau","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"5935",8503,"Taraba","Lau","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"5936",8504,"Taraba","Lau","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"5937",9365,"Taraba","Lau","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"5938",9366,"Taraba","Lau","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"5939",9367,"Taraba","Lau","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"5940",9368,"Taraba","Lau","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"5941",781,"Yobe","Machina","SMC","Taura","july",2020,1,-1,1,0.98019802,5,223,"scenario 7"
"5942",782,"Yobe","Machina","SMC","Taura","july",2020,2,-1,1,0.961810467,5,251,"scenario 7"
"5943",783,"Yobe","Machina","SMC","Taura","july",2020,3,-1,1,0.974540311,5,279,"scenario 7"
"5944",784,"Yobe","Machina","SMC","Taura","july",2020,4,-1,1,0.6,5,307,"scenario 7"
"5945",1645,"Yobe","Machina","SMC","Taura","july",2021,1,-1,1,0.98019802,5,588,"scenario 7"
"5946",1646,"Yobe","Machina","SMC","Taura","july",2021,2,-1,1,0.961810467,5,616,"scenario 7"
"5947",1647,"Yobe","Machina","SMC","Taura","july",2021,3,-1,1,0.974540311,5,644,"scenario 7"
"5948",1648,"Yobe","Machina","SMC","Taura","july",2021,4,-1,1,0.6,5,672,"scenario 7"
"5949",2509,"Yobe","Machina","SMC","Taura","july",2022,1,-1,1,0.98019802,5,953,"scenario 7"
"5950",2510,"Yobe","Machina","SMC","Taura","july",2022,2,-1,1,0.961810467,5,981,"scenario 7"
"5951",2511,"Yobe","Machina","SMC","Taura","july",2022,3,-1,1,0.974540311,5,1009,"scenario 7"
"5952",2512,"Yobe","Machina","SMC","Taura","july",2022,4,-1,1,0.6,5,1037,"scenario 7"
"5953",3373,"Yobe","Machina","SMC","Taura","july",2023,1,-1,1,0.98019802,5,1318,"scenario 7"
"5954",3374,"Yobe","Machina","SMC","Taura","july",2023,2,-1,1,0.961810467,5,1346,"scenario 7"
"5955",3375,"Yobe","Machina","SMC","Taura","july",2023,3,-1,1,0.974540311,5,1374,"scenario 7"
"5956",3376,"Yobe","Machina","SMC","Taura","july",2023,4,-1,1,0.6,5,1402,"scenario 7"
"5957",4237,"Yobe","Machina","SMC","Taura","july",2024,1,-1,1,0.98019802,5,1683,"scenario 7"
"5958",4238,"Yobe","Machina","SMC","Taura","july",2024,2,-1,1,0.961810467,5,1711,"scenario 7"
"5959",4239,"Yobe","Machina","SMC","Taura","july",2024,3,-1,1,0.974540311,5,1739,"scenario 7"
"5960",4240,"Yobe","Machina","SMC","Taura","july",2024,4,-1,1,0.6,5,1767,"scenario 7"
"5961",5101,"Yobe","Machina","SMC","Taura","july",2025,1,-1,1,0.98019802,5,2048,"scenario 7"
"5962",5102,"Yobe","Machina","SMC","Taura","july",2025,2,-1,1,0.961810467,5,2076,"scenario 7"
"5963",5103,"Yobe","Machina","SMC","Taura","july",2025,3,-1,1,0.974540311,5,2104,"scenario 7"
"5964",5104,"Yobe","Machina","SMC","Taura","july",2025,4,-1,1,0.6,5,2132,"scenario 7"
"5965",5965,"Yobe","Machina","SMC","Taura","july",2026,1,-1,1,0.98019802,5,2413,"scenario 7"
"5966",5966,"Yobe","Machina","SMC","Taura","july",2026,2,-1,1,0.961810467,5,2441,"scenario 7"
"5967",5967,"Yobe","Machina","SMC","Taura","july",2026,3,-1,1,0.974540311,5,2469,"scenario 7"
"5968",5968,"Yobe","Machina","SMC","Taura","july",2026,4,-1,1,0.6,5,2497,"scenario 7"
"5969",6829,"Yobe","Machina","SMC","Taura","july",2027,1,-1,1,0.98019802,5,2778,"scenario 7"
"5970",6830,"Yobe","Machina","SMC","Taura","july",2027,2,-1,1,0.961810467,5,2806,"scenario 7"
"5971",6831,"Yobe","Machina","SMC","Taura","july",2027,3,-1,1,0.974540311,5,2834,"scenario 7"
"5972",6832,"Yobe","Machina","SMC","Taura","july",2027,4,-1,1,0.6,5,2862,"scenario 7"
"5973",7693,"Yobe","Machina","SMC","Taura","july",2028,1,-1,1,0.98019802,5,3143,"scenario 7"
"5974",7694,"Yobe","Machina","SMC","Taura","july",2028,2,-1,1,0.961810467,5,3171,"scenario 7"
"5975",7695,"Yobe","Machina","SMC","Taura","july",2028,3,-1,1,0.974540311,5,3199,"scenario 7"
"5976",7696,"Yobe","Machina","SMC","Taura","july",2028,4,-1,1,0.6,5,3227,"scenario 7"
"5977",8557,"Yobe","Machina","SMC","Taura","july",2029,1,-1,1,0.98019802,5,3508,"scenario 7"
"5978",8558,"Yobe","Machina","SMC","Taura","july",2029,2,-1,1,0.961810467,5,3536,"scenario 7"
"5979",8559,"Yobe","Machina","SMC","Taura","july",2029,3,-1,1,0.974540311,5,3564,"scenario 7"
"5980",8560,"Yobe","Machina","SMC","Taura","july",2029,4,-1,1,0.6,5,3592,"scenario 7"
"5981",9421,"Yobe","Machina","SMC","Taura","july",2030,1,-1,1,0.98019802,5,3873,"scenario 7"
"5982",9422,"Yobe","Machina","SMC","Taura","july",2030,2,-1,1,0.961810467,5,3901,"scenario 7"
"5983",9423,"Yobe","Machina","SMC","Taura","july",2030,3,-1,1,0.974540311,5,3929,"scenario 7"
"5984",9424,"Yobe","Machina","SMC","Taura","july",2030,4,-1,1,0.6,5,3957,"scenario 7"
"5985",325,"Kano","Madobi","SMC","Taura","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"5986",326,"Kano","Madobi","SMC","Taura","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"5987",327,"Kano","Madobi","SMC","Taura","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"5988",328,"Kano","Madobi","SMC","Taura","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"5989",1189,"Kano","Madobi","SMC","Taura","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"5990",1190,"Kano","Madobi","SMC","Taura","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"5991",1191,"Kano","Madobi","SMC","Taura","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"5992",1192,"Kano","Madobi","SMC","Taura","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"5993",2053,"Kano","Madobi","SMC","Taura","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"5994",2054,"Kano","Madobi","SMC","Taura","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"5995",2055,"Kano","Madobi","SMC","Taura","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"5996",2056,"Kano","Madobi","SMC","Taura","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"5997",2917,"Kano","Madobi","SMC","Taura","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"5998",2918,"Kano","Madobi","SMC","Taura","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"5999",2919,"Kano","Madobi","SMC","Taura","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"6000",2920,"Kano","Madobi","SMC","Taura","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"6001",3781,"Kano","Madobi","SMC","Taura","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"6002",3782,"Kano","Madobi","SMC","Taura","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"6003",3783,"Kano","Madobi","SMC","Taura","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"6004",3784,"Kano","Madobi","SMC","Taura","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"6005",4645,"Kano","Madobi","SMC","Taura","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"6006",4646,"Kano","Madobi","SMC","Taura","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"6007",4647,"Kano","Madobi","SMC","Taura","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"6008",4648,"Kano","Madobi","SMC","Taura","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"6009",5509,"Kano","Madobi","SMC","Taura","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"6010",5510,"Kano","Madobi","SMC","Taura","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"6011",5511,"Kano","Madobi","SMC","Taura","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"6012",5512,"Kano","Madobi","SMC","Taura","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"6013",6373,"Kano","Madobi","SMC","Taura","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"6014",6374,"Kano","Madobi","SMC","Taura","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"6015",6375,"Kano","Madobi","SMC","Taura","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"6016",6376,"Kano","Madobi","SMC","Taura","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"6017",7237,"Kano","Madobi","SMC","Taura","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"6018",7238,"Kano","Madobi","SMC","Taura","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"6019",7239,"Kano","Madobi","SMC","Taura","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"6020",7240,"Kano","Madobi","SMC","Taura","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"6021",8101,"Kano","Madobi","SMC","Taura","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"6022",8102,"Kano","Madobi","SMC","Taura","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"6023",8103,"Kano","Madobi","SMC","Taura","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"6024",8104,"Kano","Madobi","SMC","Taura","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"6025",8965,"Kano","Madobi","SMC","Taura","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"6026",8966,"Kano","Madobi","SMC","Taura","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"6027",8967,"Kano","Madobi","SMC","Taura","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"6028",8968,"Kano","Madobi","SMC","Taura","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"6029",73,"Borno","Mafa","SMC","Darazo","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"6030",74,"Borno","Mafa","SMC","Darazo","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"6031",75,"Borno","Mafa","SMC","Darazo","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"6032",76,"Borno","Mafa","SMC","Darazo","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"6033",937,"Borno","Mafa","SMC","Darazo","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"6034",938,"Borno","Mafa","SMC","Darazo","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"6035",939,"Borno","Mafa","SMC","Darazo","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"6036",940,"Borno","Mafa","SMC","Darazo","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"6037",1801,"Borno","Mafa","SMC","Darazo","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"6038",1802,"Borno","Mafa","SMC","Darazo","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"6039",1803,"Borno","Mafa","SMC","Darazo","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"6040",1804,"Borno","Mafa","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"6041",2665,"Borno","Mafa","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"6042",2666,"Borno","Mafa","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"6043",2667,"Borno","Mafa","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"6044",2668,"Borno","Mafa","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"6045",3529,"Borno","Mafa","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"6046",3530,"Borno","Mafa","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"6047",3531,"Borno","Mafa","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"6048",3532,"Borno","Mafa","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"6049",4393,"Borno","Mafa","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"6050",4394,"Borno","Mafa","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"6051",4395,"Borno","Mafa","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"6052",4396,"Borno","Mafa","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"6053",5257,"Borno","Mafa","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"6054",5258,"Borno","Mafa","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"6055",5259,"Borno","Mafa","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"6056",5260,"Borno","Mafa","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
