"","row.names.itn_dis_2.","LGA","repDS","year_10","year_13","year_14","year_15","year_16","year_17","year_18","year_19","year","LGA_nu","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","round","peak","simday"
"140","70.1","Nnewi South","Oru West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Nnewi South",0.384363006,0.428571429,0.244666354,0.251257319,0.303374646,0.380306319,2,"june",1257
"141","71","Ogbaru","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ogbaru",0.346153846,0.266666667,0.363636364,0.220588235,0.230996863,0.322021221,1,"may",131
"142","71.1","Ogbaru","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Ogbaru",0.346153846,0.266666667,0.363636364,0.220588235,0.230996863,0.322021221,2,"may",1226
"143","72","Onitsha North","Uzo-Uwani",NA,NA,1,NA,NA,NA,NA,NA,2020,"Onitsha North",0.03030303,0.224106265,0.160050482,0.029850746,0.382531956,0.445478249,1,"june",162
"144","72.1","Onitsha North","Uzo-Uwani",NA,NA,1,NA,NA,NA,NA,NA,2023,"Onitsha North",0.03030303,0.224106265,0.160050482,0.029850746,0.382531956,0.445478249,2,"june",1257
"145","73","Onitsha South","Uzo-Uwani",1,NA,1,NA,NA,NA,NA,NA,2020,"Onitsha South",0.276486564,0.224106265,0.047619048,0.015151515,0.368656397,0.434081069,1,"june",162
"146","73.1","Onitsha South","Uzo-Uwani",1,NA,1,NA,NA,NA,NA,NA,2023,"Onitsha South",0.276486564,0.224106265,0.047619048,0.015151515,0.368656397,0.434081069,2,"june",1257
"147","74","Orumba North","Oru West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Orumba North",0.254172856,0.159451365,0.102097342,0.110652484,0.403508225,0.462606614,1,"june",162
"148","74.1","Orumba North","Oru West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Orumba North",0.254172856,0.159451365,0.102097342,0.110652484,0.403508225,0.462606614,2,"june",1257
"149","75","Orumba South","Oru West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Orumba South",0.252890955,0.225946586,0.152765099,0.217649894,0.438379079,0.490669288,1,"june",162
"150","75.1","Orumba South","Oru West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Orumba South",0.252890955,0.225946586,0.152765099,0.217649894,0.438379079,0.490669288,2,"june",1257
"151","76","Oyi","Uzo-Uwani",1,NA,1,NA,NA,NA,NA,NA,2020,"Oyi",0.22643074,0.060150372,0.033836856,0.101360915,0.387377598,0.449447388,1,"june",162
"152","76.1","Oyi","Uzo-Uwani",1,NA,1,NA,NA,NA,NA,NA,2023,"Oyi",0.22643074,0.060150372,0.033836856,0.101360915,0.387377598,0.449447388,2,"june",1257
"153","77","Alkaleri","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Alkaleri",0.455387964,0.397922582,0.306625021,0.457443319,0.570092852,0.588317246,1,"july",551
"154","77.1","Alkaleri","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Alkaleri",0.455387964,0.397922582,0.306625021,0.457443319,0.570092852,0.588317246,2,"july",1646
"155","78","Bauchi","Alkaleri",1,NA,1,NA,NA,NA,1,NA,2021,"Bauchi",0.449957029,0.254519356,0.275214477,0.412964953,0.627087591,0.624866967,1,"july",551
"156","78.1","Bauchi","Alkaleri",1,NA,1,NA,NA,NA,1,NA,2024,"Bauchi",0.449957029,0.254519356,0.275214477,0.412964953,0.627087591,0.624866967,2,"july",1646
"157","79","Bogoro","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Bogoro",0.484534717,0.381738609,0.338571783,0.497522113,0.578959907,0.594258836,1,"july",551
"158","79.1","Bogoro","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Bogoro",0.484534717,0.381738609,0.338571783,0.497522113,0.578959907,0.594258836,2,"july",1646
"159","80","Damban","Darazo",1,NA,1,NA,NA,NA,1,NA,2021,"Damban",0.320754717,0.325,0.282608696,0.519480519,0.81015375,0.714922519,1,"july",551
"160","80.1","Damban","Darazo",1,NA,1,NA,NA,NA,1,NA,2024,"Damban",0.320754717,0.325,0.282608696,0.519480519,0.81015375,0.714922519,2,"july",1646
"161","81","Darazo","Darazo",NA,NA,1,NA,NA,NA,1,NA,2021,"Darazo",0.381143004,0.333840547,0.354634865,0.522147671,0.786253294,0.705476275,1,"july",551
"162","81.1","Darazo","Darazo",NA,NA,1,NA,NA,NA,1,NA,2024,"Darazo",0.381143004,0.333840547,0.354634865,0.522147671,0.786253294,0.705476275,2,"july",1646
"163","82","Dass","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Dass",0.861111111,0.461538462,0.363636364,0.773584906,0.466190501,0.512538393,1,"july",551
"164","82.1","Dass","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Dass",0.861111111,0.461538462,0.363636364,0.773584906,0.466190501,0.512538393,2,"july",1646
"165","83","Gamawa","Gwarzo",1,NA,1,NA,NA,NA,1,NA,2021,"Gamawa",0.484848485,0.25,0.333333333,0.634920635,0.770682387,0.698966685,1,"august",588
"166","83.1","Gamawa","Gwarzo",1,NA,1,NA,NA,NA,1,NA,2024,"Gamawa",0.484848485,0.25,0.333333333,0.634920635,0.770682387,0.698966685,2,"august",1683
"167","84","Jama'are","Taura",NA,NA,1,NA,NA,NA,1,NA,2021,"Jama'are",0.53934621,0.444648002,0.516734467,0.797350525,0.749263424,0.689541118,1,"july",551
"168","84.1","Jama'are","Taura",NA,NA,1,NA,NA,NA,1,NA,2024,"Jama'are",0.53934621,0.444648002,0.516734467,0.797350525,0.749263424,0.689541118,2,"july",1646
"169","85","Ganjuwa","Darazo",NA,NA,1,NA,NA,NA,1,NA,2021,"Ganjuwa",0.576367392,0.244194758,0.307748719,0.624384825,0.647484501,0.636975276,1,"july",551
"170","85.1","Ganjuwa","Darazo",NA,NA,1,NA,NA,NA,1,NA,2024,"Ganjuwa",0.576367392,0.244194758,0.307748719,0.624384825,0.647484501,0.636975276,2,"july",1646
"171","86","Giade","Darazo",1,NA,1,NA,NA,NA,1,NA,2021,"Giade",0.314285714,0.085714286,0.142857143,0.308823529,0.730326034,0.680743195,1,"july",551
"172","86.1","Giade","Darazo",1,NA,1,NA,NA,NA,1,NA,2024,"Giade",0.314285714,0.085714286,0.142857143,0.308823529,0.730326034,0.680743195,2,"july",1646
"173","87","Itas/Gadau","Taura",NA,NA,1,NA,NA,NA,1,NA,2021,"Itas-Gadau",0.704426374,0.610191562,0.629827895,0.915155207,0.742973977,0.686667971,1,"july",551
"174","87.1","Itas/Gadau","Taura",NA,NA,1,NA,NA,NA,1,NA,2024,"Itas-Gadau",0.704426374,0.610191562,0.629827895,0.915155207,0.742973977,0.686667971,2,"july",1646
"175","88","Katagum","Gwarzo",1,NA,1,NA,NA,NA,1,NA,2021,"Katagum",0.515383228,0.391156259,0.432060917,0.764630621,0.74547039,0.687814164,1,"august",588
"176","88.1","Katagum","Gwarzo",1,NA,1,NA,NA,NA,1,NA,2024,"Katagum",0.515383228,0.391156259,0.432060917,0.764630621,0.74547039,0.687814164,2,"august",1683
"177","89","Kirfi","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Kirfi",0.611111111,0.157894737,0.193548387,0.483870968,0.704749265,0.668154735,1,"july",551
"178","89.1","Kirfi","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Kirfi",0.611111111,0.157894737,0.193548387,0.483870968,0.704749265,0.668154735,2,"july",1646
"179","90","Misau","Darazo",1,NA,1,NA,NA,NA,1,NA,2021,"Misau",0.388163903,0.340650807,0.23447449,0.609141639,0.803277912,0.712271562,1,"july",551
"180","90.1","Misau","Darazo",1,NA,1,NA,NA,NA,1,NA,2024,"Misau",0.388163903,0.340650807,0.23447449,0.609141639,0.803277912,0.712271562,2,"july",1646
"181","91","Ningi","Takali",1,NA,1,NA,NA,NA,1,NA,2021,"Ningi",0.599580132,0.317186346,0.365245735,0.69904886,0.6738636,0.651854983,1,"september",615
"182","91.1","Ningi","Takali",1,NA,1,NA,NA,NA,1,NA,2024,"Ningi",0.599580132,0.317186346,0.365245735,0.69904886,0.6738636,0.651854983,2,"september",1710
"183","92","Ukum","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ukum",0.402895063,0.341754412,0.408776947,0.277550274,0.383970395,0.446657171,1,"august",223
"184","92.1","Ukum","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ukum",0.402895063,0.341754412,0.408776947,0.277550274,0.383970395,0.446657171,2,"august",1318
"185","93","Shira","Takali",1,NA,1,NA,NA,NA,1,NA,2021,"Shira",0.781774613,0.55818179,0.45037035,0.758869912,0.742991291,0.686675947,1,"september",615
"186","93.1","Shira","Takali",1,NA,1,NA,NA,NA,1,NA,2024,"Shira",0.781774613,0.55818179,0.45037035,0.758869912,0.742991291,0.686675947,2,"september",1710
"187","94","Tafawa-Balewa","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Tafawa-Balewa",0.461421544,0.263822992,0.171341493,0.42448662,0.531148459,0.561175608,1,"july",551
"188","94.1","Tafawa-Balewa","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Tafawa-Balewa",0.461421544,0.263822992,0.171341493,0.42448662,0.531148459,0.561175608,2,"july",1646
"189","95","Toro","Giwa",NA,NA,1,NA,NA,NA,1,NA,2021,"Toro",0.481885111,0.255012033,0.242007543,0.632073731,0.625332185,0.623800515,1,"august",588
"190","95.1","Toro","Giwa",NA,NA,1,NA,NA,NA,1,NA,2024,"Toro",0.481885111,0.255012033,0.242007543,0.632073731,0.625332185,0.623800515,2,"august",1683
"191","96","Warji","Takali",NA,NA,1,NA,NA,NA,1,NA,2021,"Warji",0.861111111,0.296296296,0.390243902,0.836363636,0.680001753,0.655190649,1,"september",615
"192","96.1","Warji","Takali",NA,NA,1,NA,NA,NA,1,NA,2024,"Warji",0.861111111,0.296296296,0.390243902,0.836363636,0.680001753,0.655190649,2,"september",1710
"193","97","Zaki","Taura",NA,NA,1,NA,NA,NA,1,NA,2021,"Zaki",0.498359592,0.41261459,0.456992977,0.706893587,0.753604356,0.69149605,1,"july",551
"194","97.1","Zaki","Taura",NA,NA,1,NA,NA,NA,1,NA,2024,"Zaki",0.498359592,0.41261459,0.456992977,0.706893587,0.753604356,0.69149605,2,"july",1646
"195","98","Kolokuma/Opokuma","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Kolokuma-Opokuma",0.236773625,0.146298451,0.199398894,0.25380437,0.224180225,0.31668418,1,"may",131
"196","98.1","Kolokuma/Opokuma","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Kolokuma-Opokuma",0.236773625,0.146298451,0.199398894,0.25380437,0.224180225,0.31668418,2,"may",1226
"197","99","Nembe","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Nembe",0.615384615,0.555555556,0.35,0.528301887,0.273335383,0.35581817,1,"may",131
"198","99.1","Nembe","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Nembe",0.615384615,0.555555556,0.35,0.528301887,0.273335383,0.35581817,2,"may",1226
"199","100","Ogbia","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Ogbia",0.279080839,0.195282068,0.099086898,0.168082691,0.381331283,0.44449378,1,"may",131
"200","100.1","Ogbia","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Ogbia",0.279080839,0.195282068,0.099086898,0.168082691,0.381331283,0.44449378,2,"may",1226
"201","101","Sagbama","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Sagbama",0.231956133,0.226313895,0.173679613,0.205364027,0.219154854,0.312771086,1,"may",131
"202","101.1","Sagbama","Ahoada West",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Sagbama",0.231956133,0.226313895,0.173679613,0.205364027,0.219154854,0.312771086,2,"may",1226
"203","102","Yenegoa","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Yenegoa",0.266772758,0.256305154,0.222104023,0.244577309,0.260617689,0.34556186,1,"june",162
"204","102.1","Yenegoa","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Yenegoa",0.266772758,0.256305154,0.222104023,0.244577309,0.260617689,0.34556186,2,"june",1257
"205","103","Ado","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ado",0.394663802,0.22521866,0.201283786,0.280297908,0.357778894,0.425122422,1,"may",131
"206","103.1","Ado","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ado",0.394663802,0.22521866,0.201283786,0.280297908,0.357778894,0.425122422,2,"may",1226
"207","104","Agatu","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Agatu",0.75,0.833333333,0.655172414,0.705882353,0.440507142,0.492360644,1,"august",223
"208","104.1","Agatu","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Agatu",0.75,0.833333333,0.655172414,0.705882353,0.440507142,0.492360644,2,"august",1318
"209","105","Apa","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Apa",0.842105263,0.352941176,0.416666667,0.467741935,0.437711079,0.490137805,1,"august",223
"210","105.1","Apa","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Apa",0.842105263,0.352941176,0.416666667,0.467741935,0.437711079,0.490137805,2,"august",1318
"211","106","Buruku","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Buruku",0.678571429,0.527777778,0.546875,0.523584906,0.37690999,0.440865552,1,"august",223
"212","106.1","Buruku","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Buruku",0.678571429,0.527777778,0.546875,0.523584906,0.37690999,0.440865552,2,"august",1318
"213","107","Gboko","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Gboko",0.764633412,0.645455044,0.438547558,0.565466494,0.325574075,0.398561371,1,"august",223
"214","107.1","Gboko","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Gboko",0.764633412,0.645455044,0.438547558,0.565466494,0.325574075,0.398561371,2,"august",1318
"215","108","Guma","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Guma",0.754372326,0.751840155,0.739637308,0.670350686,0.365014826,0.431083741,1,"august",223
"216","108.1","Guma","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Guma",0.754372326,0.751840155,0.739637308,0.670350686,0.365014826,0.431083741,2,"august",1318
"217","109","Gwer East","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Gwer East",0.888888889,0.916666667,0.739130435,0.660714286,0.369333536,0.43463817,1,"july",186
"218","109.1","Gwer East","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Gwer East",0.888888889,0.916666667,0.739130435,0.660714286,0.369333536,0.43463817,2,"july",1281
"219","110","Gwer West","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Gwer West",0.535714286,0.294117647,0.866666667,0.484375,0.423749809,0.478971197,1,"august",223
"220","110.1","Gwer West","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Gwer West",0.535714286,0.294117647,0.866666667,0.484375,0.423749809,0.478971197,2,"august",1318
"221","111","Katsina-Ala","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Katsina-Ala",0.770171343,0.610136606,0.461619835,0.540749047,0.338062239,0.408859386,1,"august",223
"222","111.1","Katsina-Ala","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Katsina-Ala",0.770171343,0.610136606,0.461619835,0.540749047,0.338062239,0.408859386,2,"august",1318
"223","112","Konshisha","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Konshisha",0.37037037,0.181818182,0.307692308,0.353846154,0.393916167,0.45479219,1,"july",186
"224","112.1","Konshisha","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Konshisha",0.37037037,0.181818182,0.307692308,0.353846154,0.393916167,0.45479219,2,"july",1281
"225","113","Logo","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Logo",0.508873086,0.36051872,0.345747474,0.443661769,0.41751013,0.473946946,1,"august",223
"226","113.1","Logo","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Logo",0.508873086,0.36051872,0.345747474,0.443661769,0.41751013,0.473946946,2,"august",1318
"227","114","Makurdi","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Makurdi",0.805491132,0.613397361,0.655426287,0.646262764,0.369068798,0.434420372,1,"august",223
"228","114.1","Makurdi","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Makurdi",0.805491132,0.613397361,0.655426287,0.646262764,0.369068798,0.434420372,2,"august",1318
"229","115","Obi1","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Obi1",0.508873086,0.36051872,0.345747474,0.443661769,0.390472194,0.451978665,1,"august",223
"230","115.1","Obi1","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Obi1",0.508873086,0.36051872,0.345747474,0.443661769,0.390472194,0.451978665,2,"august",1318
"231","116","Ogbadibo","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ogbadibo",0.464431748,0.418946669,0.343821936,0.380122437,0.336392711,0.407482111,1,"march",70
"232","116.1","Ogbadibo","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ogbadibo",0.464431748,0.418946669,0.343821936,0.380122437,0.336392711,0.407482111,2,"march",1165
"233","117","Ohimini","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ohimini",0.43481825,0.392030997,0.310573478,0.377487976,0.349595567,0.418374369,1,"may",131
"234","117.1","Ohimini","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ohimini",0.43481825,0.392030997,0.310573478,0.377487976,0.349595567,0.418374369,2,"may",1226
"235","118","Oju","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Oju",0.623814125,0.399359141,0.386233941,0.415949169,0.409720848,0.467648858,1,"july",186
"236","118.1","Oju","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Oju",0.623814125,0.399359141,0.386233941,0.415949169,0.409720848,0.467648858,2,"july",1281
"237","119","Okpokwu","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Okpokwu",0.484848485,0.133333333,0.142857143,0.34375,0.347201019,0.416399046,1,"may",131
"238","119.1","Okpokwu","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Okpokwu",0.484848485,0.133333333,0.142857143,0.34375,0.347201019,0.416399046,2,"may",1226
"239","120","Oturkpo","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2020,"Oturkpo",0.665504672,0.504148738,0.437773746,0.495138587,0.406479871,0.465020433,1,"march",70
"240","120.1","Oturkpo","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2023,"Oturkpo",0.665504672,0.504148738,0.437773746,0.495138587,0.406479871,0.465020433,2,"march",1165
"241","121","Tarka","Keana",NA,NA,NA,NA,1,NA,NA,NA,2020,"Tarka",0.88,0.583333333,0.782608696,0.716666667,0.339520975,0.410062837,1,"august",223
"242","121.1","Tarka","Keana",NA,NA,NA,NA,1,NA,NA,NA,2023,"Tarka",0.88,0.583333333,0.782608696,0.716666667,0.339520975,0.410062837,2,"august",1318
"243","122","Ushongo","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ushongo",0.391788901,0.299429972,0.260379648,0.355121446,0.333533837,0.405123965,1,"july",186
"244","122.1","Ushongo","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ushongo",0.391788901,0.299429972,0.260379648,0.355121446,0.333533837,0.405123965,2,"july",1281
"245","123","Vandeikya","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Vandeikya",0.581193317,0.487317931,0.378051261,0.458639931,0.384252901,0.446888644,1,"july",186
"246","123.1","Vandeikya","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Vandeikya",0.581193317,0.487317931,0.378051261,0.458639931,0.384252901,0.446888644,2,"july",1281
"247","124","Askira/Uba","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Askira-Uba",0.349526848,0.286287543,0.113684119,0.346127211,0.666450057,0.647762427,1,"july",186
"248","124.1","Askira/Uba","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Askira-Uba",0.349526848,0.286287543,0.113684119,0.346127211,0.666450057,0.647762427,2,"july",1281
"249","125","Enugu East","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Enugu East",0.329093825,0.20369517,0.219981236,0.228052903,0.392074002,0.453287726,1,"june",162
"250","125.1","Enugu East","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Enugu East",0.329093825,0.20369517,0.219981236,0.228052903,0.392074002,0.453287726,2,"june",1257
"251","126","Bayo","Alkaleri",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Bayo",0.324324324,0.565217391,0.448979592,0.479452055,0.570036309,0.588279066,1,"july",186
"252","126.1","Bayo","Alkaleri",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Bayo",0.324324324,0.565217391,0.448979592,0.479452055,0.570036309,0.588279066,2,"july",1281
"253","127","Biu","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Biu",0.157894737,0.171428571,0.156862745,0.222222222,0.636944927,0.630783932,1,"july",186
"254","127.1","Biu","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Biu",0.157894737,0.171428571,0.156862745,0.222222222,0.636944927,0.630783932,2,"july",1281
"255","128","Chibok","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Chibok",0.452267101,0.327499677,0.260204646,0.492014848,0.652598314,0.639928775,1,"july",186
"256","128.1","Chibok","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Chibok",0.452267101,0.327499677,0.260204646,0.492014848,0.652598314,0.639928775,2,"july",1281
"257","129","Damboa","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Damboa",0.452267101,0.327499677,0.260204646,0.492014848,0.695319136,0.663306114,1,"july",186
"258","129.1","Damboa","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Damboa",0.452267101,0.327499677,0.260204646,0.492014848,0.695319136,0.663306114,2,"july",1281
"259","130","Biase","Ngor-Okpala",NA,NA,NA,1,NA,NA,1,NA,2021,"Biase",0.482671224,0.526268077,0.476156082,0.550827005,0.42094549,0.476715539,1,"june",527
"260","130.1","Biase","Ngor-Okpala",NA,NA,NA,1,NA,NA,1,NA,2024,"Biase",0.482671224,0.526268077,0.476156082,0.550827005,0.42094549,0.476715539,2,"june",1622
"261","131","Dikwa","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Dikwa",0.452267101,0.327499677,0.260204646,0.492014848,0.719398758,0.675465,1,"july",186
"262","131.1","Dikwa","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Dikwa",0.452267101,0.327499677,0.260204646,0.492014848,0.719398758,0.675465,2,"july",1281
"263","132","Gubio","Gawabawa",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Gubio",0.285714286,0.352734644,0.238095238,0.212765957,0.814426994,0.716543356,1,"august",223
"264","132.1","Gubio","Gawabawa",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Gubio",0.285714286,0.352734644,0.238095238,0.212765957,0.814426994,0.716543356,2,"august",1318
"265","133","Jere","Gawabawa",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Jere",0.511039422,0.394532061,0.208201451,0.382382438,0.753750697,0.691561556,1,"august",223
"266","133.1","Jere","Gawabawa",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Jere",0.511039422,0.394532061,0.208201451,0.382382438,0.753750697,0.691561556,2,"august",1318
"267","134","Guzamala","Babura",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Guzamala",0.717584416,0.651199027,0.639332017,0.715626442,0.777569747,0.701881155,1,"may",131
"268","134.1","Guzamala","Babura",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Guzamala",0.717584416,0.651199027,0.639332017,0.715626442,0.777569747,0.701881155,2,"may",1226
"269","135","Hawul","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Hawul",0.337806295,0.384955748,0.285515959,0.308921158,0.628168105,0.625521494,1,"july",186
"270","135.1","Hawul","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Hawul",0.337806295,0.384955748,0.285515959,0.308921158,0.628168105,0.625521494,2,"july",1281
"271","136","Kwaya Kusar","Alkaleri",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Kwaya Kusar",0.484534717,0.381738609,0.338571783,0.497522113,0.597977668,0.606689636,1,"july",186
"272","136.1","Kwaya Kusar","Alkaleri",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Kwaya Kusar",0.484534717,0.381738609,0.338571783,0.497522113,0.597977668,0.606689636,2,"july",1281
"273","137","Enugu North","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Enugu North",0.154716936,0.048309143,0.141453801,0.113708785,0.420714903,0.476529889,1,"june",162
"274","137.1","Enugu North","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Enugu North",0.154716936,0.048309143,0.141453801,0.113708785,0.420714903,0.476529889,2,"june",1257
"275","138","Kaga","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Kaga",0.388888889,0.318181818,0.233333333,0.385964912,0.674887541,0.65241475,1,"july",186
"276","138.1","Kaga","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Kaga",0.388888889,0.318181818,0.233333333,0.385964912,0.674887541,0.65241475,2,"july",1281
"277","139","Mafa","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Mafa",0.452267101,0.327499677,0.260204646,0.492014848,0.71541858,0.673505468,1,"july",186
"278","139.1","Mafa","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Mafa",0.452267101,0.327499677,0.260204646,0.492014848,0.71541858,0.673505468,2,"july",1281
"279","140","Obudu","Obubra",NA,NA,NA,1,NA,NA,1,NA,2021,"Obudu",0.647208055,0.594090851,0.548608298,0.560815073,0.438167494,0.490500973,1,"june",527
"280","140.1","Obudu","Obubra",NA,NA,NA,1,NA,NA,1,NA,2024,"Obudu",0.647208055,0.594090851,0.548608298,0.560815073,0.438167494,0.490500973,2,"june",1622
"281","141","Konduga","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Konduga",0.512820513,0.421052632,0.689655172,0.698113208,0.74032898,0.685445232,1,"july",186
"282","141.1","Konduga","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Konduga",0.512820513,0.421052632,0.689655172,0.698113208,0.74032898,0.685445232,2,"july",1281
"283","142","Bomadi","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Bomadi",0.375,0.789473684,0.3,0.303571429,0.197303754,0.29598519,1,"june",892
"284","142.1","Bomadi","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Bomadi",0.375,0.789473684,0.3,0.303571429,0.197303754,0.29598519,2,"june",1987
"285","143","Magumeri","Gawabawa",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Magumeri",0.541896854,0.352734644,0.28107122,0.599523849,0.783011005,0.704144224,1,"august",223
"286","143.1","Magumeri","Gawabawa",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Magumeri",0.541896854,0.352734644,0.28107122,0.599523849,0.783011005,0.704144224,2,"august",1318
"287","144","Maiduguri","Darazo",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Maiduguri",0.459238917,0.46306288,0.282129313,0.444007024,0.77182807,0.699455384,1,"july",186
