adm1,LGA,smc_map_B,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Jigawa,Ringim,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Jigawa,Roni,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Jigawa,Roni,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Jigawa,Roni,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Jigawa,Roni,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Jigawa,Taura,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Jigawa,Taura,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Jigawa,Taura,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Jigawa,Taura,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Jigawa,Yankwashi,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Jigawa,Yankwashi,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Jigawa,Yankwashi,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Jigawa,Yankwashi,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Jigawa,kiyawa,SMC,Takali,september,1713,2024,1,-1,0.96,0.24,5
Jigawa,kiyawa,SMC,Takali,september,1743,2024,2,-1,0.96,0.24,5
Jigawa,kiyawa,SMC,Takali,september,1773,2024,3,-1,0.96,0.24,5
Jigawa,kiyawa,SMC,Takali,september,1803,2024,4,-1,0.96,0.24,5
Kaduna,Birnin-Gwari,SMC,Giwa,august,1678,2024,1,-1,0.96,0.24,5
Kaduna,Birnin-Gwari,SMC,Giwa,august,1708,2024,2,-1,0.96,0.24,5
Kaduna,Birnin-Gwari,SMC,Giwa,august,1738,2024,3,-1,0.96,0.24,5
Kaduna,Birnin-Gwari,SMC,Giwa,august,1768,2024,4,-1,0.96,0.24,5
Kaduna,Chikun,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Chikun,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Chikun,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Chikun,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Giwa,SMC,Giwa,august,1678,2024,1,-1,0.96,0.24,5
Kaduna,Giwa,SMC,Giwa,august,1708,2024,2,-1,0.96,0.24,5
Kaduna,Giwa,SMC,Giwa,august,1738,2024,3,-1,0.96,0.24,5
Kaduna,Giwa,SMC,Giwa,august,1768,2024,4,-1,0.96,0.24,5
Kaduna,Igabi,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Igabi,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Igabi,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Igabi,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Ikara,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Ikara,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Ikara,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Ikara,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Jaba,SMC,Oke-Ero,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Jaba,SMC,Oke-Ero,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Jaba,SMC,Oke-Ero,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Jaba,SMC,Oke-Ero,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Jema'a,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Jema'a,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Jema'a,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Jema'a,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kachia,SMC,Ngor-Okpala,june,1622,2024,1,-1,0.96,0.24,5
Kaduna,Kachia,SMC,Ngor-Okpala,june,1652,2024,2,-1,0.96,0.24,5
Kaduna,Kachia,SMC,Ngor-Okpala,june,1682,2024,3,-1,0.96,0.24,5
Kaduna,Kachia,SMC,Ngor-Okpala,june,1712,2024,4,-1,0.96,0.24,5
Kaduna,Kaduna North,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kaduna North,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kaduna North,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kaduna North,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kaduna South,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kaduna South,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kaduna South,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kaduna South,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kagarko,SMC,Oke-Ero,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kagarko,SMC,Oke-Ero,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kagarko,SMC,Oke-Ero,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kagarko,SMC,Oke-Ero,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kajuru,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kajuru,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kajuru,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kajuru,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kaura,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kaura,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kaura,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kaura,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kauru,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kauru,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kauru,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kauru,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kubau,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Kubau,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Kubau,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Kubau,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Kudan,SMC,Giwa,august,1678,2024,1,-1,0.96,0.24,5
Kaduna,Kudan,SMC,Giwa,august,1708,2024,2,-1,0.96,0.24,5
Kaduna,Kudan,SMC,Giwa,august,1738,2024,3,-1,0.96,0.24,5
Kaduna,Kudan,SMC,Giwa,august,1768,2024,4,-1,0.96,0.24,5
Kaduna,Lere,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Lere,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Lere,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Lere,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Markafi,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kaduna,Markafi,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kaduna,Markafi,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kaduna,Markafi,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kaduna,Sabon-Gari,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Sabon-Gari,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Sabon-Gari,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Sabon-Gari,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Sanga,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Sanga,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Sanga,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Sanga,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Soba,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Soba,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Soba,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Soba,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Zango-Kataf,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Zango-Kataf,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Zango-Kataf,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Zango-Kataf,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kaduna,Zaria,SMC,Soba,july,1646,2024,1,-1,0.96,0.24,5
Kaduna,Zaria,SMC,Soba,july,1676,2024,2,-1,0.96,0.24,5
Kaduna,Zaria,SMC,Soba,july,1706,2024,3,-1,0.96,0.24,5
Kaduna,Zaria,SMC,Soba,july,1736,2024,4,-1,0.96,0.24,5
Kano,Ajingi,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Ajingi,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Ajingi,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Ajingi,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Albasu,SMC,Takali,september,1713,2024,1,-1,0.96,0.24,5
Kano,Albasu,SMC,Takali,september,1743,2024,2,-1,0.96,0.24,5
Kano,Albasu,SMC,Takali,september,1773,2024,3,-1,0.96,0.24,5
Kano,Albasu,SMC,Takali,september,1803,2024,4,-1,0.96,0.24,5
Kano,Bagwai,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Kano,Bagwai,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Kano,Bagwai,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Kano,Bagwai,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Kano,Bebeji,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Bebeji,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Bebeji,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Bebeji,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Bichi,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Bichi,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Bichi,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Bichi,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Bunkure,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Bunkure,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Bunkure,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Bunkure,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Dala,SMC,Alkaleri,july,1646,2024,1,-1,0.96,0.24,5
Kano,Dala,SMC,Alkaleri,july,1676,2024,2,-1,0.96,0.24,5
Kano,Dala,SMC,Alkaleri,july,1706,2024,3,-1,0.96,0.24,5
Kano,Dala,SMC,Alkaleri,july,1736,2024,4,-1,0.96,0.24,5
Kano,Dambatta,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Kano,Dambatta,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Kano,Dambatta,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Kano,Dambatta,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Dawakin Tofa,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Dawakin Tofa,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Dawakin Tofa,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Dawakin Tofa,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Doguwa,SMC,Giwa,august,1678,2024,1,-1,0.96,0.24,5
Kano,Doguwa,SMC,Giwa,august,1708,2024,2,-1,0.96,0.24,5
Kano,Doguwa,SMC,Giwa,august,1738,2024,3,-1,0.96,0.24,5
Kano,Doguwa,SMC,Giwa,august,1768,2024,4,-1,0.96,0.24,5
Kano,Fagge,SMC,Alkaleri,july,1646,2024,1,-1,0.96,0.24,5
Kano,Fagge,SMC,Alkaleri,july,1676,2024,2,-1,0.96,0.24,5
Kano,Fagge,SMC,Alkaleri,july,1706,2024,3,-1,0.96,0.24,5
Kano,Fagge,SMC,Alkaleri,july,1736,2024,4,-1,0.96,0.24,5
Kano,Gabasawa,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Gabasawa,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Gabasawa,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Gabasawa,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Garko,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Garko,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Garko,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Garko,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Garum Mallam,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Garum Mallam,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Garum Mallam,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Garum Mallam,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Gaya,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Gaya,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Gaya,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Gaya,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Gezawa,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Gezawa,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Gezawa,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Gezawa,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Gwale,SMC,Alkaleri,july,1646,2024,1,-1,0.96,0.24,5
Kano,Gwale,SMC,Alkaleri,july,1676,2024,2,-1,0.96,0.24,5
Kano,Gwale,SMC,Alkaleri,july,1706,2024,3,-1,0.96,0.24,5
Kano,Gwale,SMC,Alkaleri,july,1736,2024,4,-1,0.96,0.24,5
Kano,Gwarzo,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Gwarzo,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Gwarzo,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Gwarzo,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Kabo,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Kabo,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Kabo,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Kabo,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Kano Municipal,SMC,Alkaleri,july,1646,2024,1,-1,0.96,0.24,5
Kano,Kano Municipal,SMC,Alkaleri,july,1676,2024,2,-1,0.96,0.24,5
Kano,Kano Municipal,SMC,Alkaleri,july,1706,2024,3,-1,0.96,0.24,5
Kano,Kano Municipal,SMC,Alkaleri,july,1736,2024,4,-1,0.96,0.24,5
Kano,Karaye,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Karaye,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Karaye,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Karaye,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Kibiya,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Kibiya,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Kibiya,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Kibiya,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Kiru,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Kiru,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Kiru,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Kiru,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Kumbotso,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Kumbotso,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Kumbotso,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Kumbotso,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Kunchi,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Kano,Kunchi,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Kano,Kunchi,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Kano,Kunchi,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Kano,Kura,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Kura,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Kura,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Kura,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Madobi,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Madobi,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Madobi,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Madobi,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Makoda,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Kano,Makoda,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Kano,Makoda,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Kano,Makoda,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Kano,Minjibir,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Minjibir,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Minjibir,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Minjibir,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Nasarawa1,SMC,Alkaleri,july,1646,2024,1,-1,0.96,0.24,5
Kano,Nasarawa1,SMC,Alkaleri,july,1676,2024,2,-1,0.96,0.24,5
Kano,Nasarawa1,SMC,Alkaleri,july,1706,2024,3,-1,0.96,0.24,5
Kano,Nasarawa1,SMC,Alkaleri,july,1736,2024,4,-1,0.96,0.24,5
Kano,Rano,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Rano,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Rano,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Rano,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Rimin Gado,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Rimin Gado,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Rimin Gado,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Rimin Gado,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Rogo,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Rogo,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Rogo,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Rogo,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Shanono,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Shanono,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Shanono,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Shanono,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Sumaila,SMC,Takali,september,1713,2024,1,-1,0.96,0.24,5
Kano,Sumaila,SMC,Takali,september,1743,2024,2,-1,0.96,0.24,5
Kano,Sumaila,SMC,Takali,september,1773,2024,3,-1,0.96,0.24,5
Kano,Sumaila,SMC,Takali,september,1803,2024,4,-1,0.96,0.24,5
Kano,Takali,SMC,Takali,september,1713,2024,1,-1,0.96,0.24,5
Kano,Takali,SMC,Takali,september,1743,2024,2,-1,0.96,0.24,5
Kano,Takali,SMC,Takali,september,1773,2024,3,-1,0.96,0.24,5
Kano,Takali,SMC,Takali,september,1803,2024,4,-1,0.96,0.24,5
Kano,Tarauni,SMC,Alkaleri,july,1646,2024,1,-1,0.96,0.24,5
Kano,Tarauni,SMC,Alkaleri,july,1676,2024,2,-1,0.96,0.24,5
Kano,Tarauni,SMC,Alkaleri,july,1706,2024,3,-1,0.96,0.24,5
Kano,Tarauni,SMC,Alkaleri,july,1736,2024,4,-1,0.96,0.24,5
Kano,Tofa,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Tofa,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Tofa,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Tofa,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Tsanyawa,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Tsanyawa,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Tsanyawa,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Tsanyawa,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Tudun Wada,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Tudun Wada,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Tudun Wada,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Tudun Wada,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Ungogo,SMC,Taura,july,1646,2024,1,-1,0.96,0.24,5
Kano,Ungogo,SMC,Taura,july,1676,2024,2,-1,0.96,0.24,5
Kano,Ungogo,SMC,Taura,july,1706,2024,3,-1,0.96,0.24,5
Kano,Ungogo,SMC,Taura,july,1736,2024,4,-1,0.96,0.24,5
Kano,Warawa,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Warawa,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Warawa,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Warawa,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Kano,Wudil,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Kano,Wudil,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Kano,Wudil,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Kano,Wudil,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Katsina,Bakori,SMC,Gwarzo,august,1678,2024,1,-1,0.96,0.24,5
Katsina,Bakori,SMC,Gwarzo,august,1708,2024,2,-1,0.96,0.24,5
Katsina,Bakori,SMC,Gwarzo,august,1738,2024,3,-1,0.96,0.24,5
Katsina,Bakori,SMC,Gwarzo,august,1768,2024,4,-1,0.96,0.24,5
Katsina,Batagarawa,SMC,Rimi,march,1531,2024,1,-1,0.96,0.24,5
Katsina,Batagarawa,SMC,Rimi,march,1561,2024,2,-1,0.96,0.24,5
Katsina,Batagarawa,SMC,Rimi,march,1591,2024,3,-1,0.96,0.24,5
Katsina,Batagarawa,SMC,Rimi,march,1621,2024,4,-1,0.96,0.24,5
Katsina,Batsari,SMC,Rimi,march,1531,2024,1,-1,0.96,0.24,5
Katsina,Batsari,SMC,Rimi,march,1561,2024,2,-1,0.96,0.24,5
Katsina,Batsari,SMC,Rimi,march,1591,2024,3,-1,0.96,0.24,5
Katsina,Batsari,SMC,Rimi,march,1621,2024,4,-1,0.96,0.24,5
Katsina,Baure,SMC,Babura,may,1587,2024,1,-1,0.96,0.24,5
Katsina,Baure,SMC,Babura,may,1617,2024,2,-1,0.96,0.24,5
Katsina,Baure,SMC,Babura,may,1647,2024,3,-1,0.96,0.24,5
Katsina,Baure,SMC,Babura,may,1677,2024,4,-1,0.96,0.24,5
Katsina,Bindawa,SMC,Rimi,march,1531,2024,1,-1,0.96,0.24,5
Katsina,Bindawa,SMC,Rimi,march,1561,2024,2,-1,0.96,0.24,5
Katsina,Bindawa,SMC,Rimi,march,1591,2024,3,-1,0.96,0.24,5
Katsina,Bindawa,SMC,Rimi,march,1621,2024,4,-1,0.96,0.24,5
Katsina,Charanchi,SMC,Rimi,march,1531,2024,1,-1,0.96,0.24,5
Katsina,Charanchi,SMC,Rimi,march,1561,2024,2,-1,0.96,0.24,5
Katsina,Charanchi,SMC,Rimi,march,1591,2024,3,-1,0.96,0.24,5
Katsina,Charanchi,SMC,Rimi,march,1621,2024,4,-1,0.96,0.24,5
Katsina,Dan Musa,SMC,Rimi,march,1531,2024,1,-1,0.96,0.24,5
Katsina,Dan Musa,SMC,Rimi,march,1561,2024,2,-1,0.96,0.24,5
Katsina,Dan Musa,SMC,Rimi,march,1591,2024,3,-1,0.96,0.24,5
Katsina,Dan Musa,SMC,Rimi,march,1621,2024,4,-1,0.96,0.24,5
Katsina,Dandume,SMC,Giwa,august,1678,2024,1,-1,0.96,0.24,5
Katsina,Dandume,SMC,Giwa,august,1708,2024,2,-1,0.96,0.24,5
Katsina,Dandume,SMC,Giwa,august,1738,2024,3,-1,0.96,0.24,5
Katsina,Dandume,SMC,Giwa,august,1768,2024,4,-1,0.96,0.24,5
Katsina,Danja,SMC,Giwa,august,1678,2024,1,-1,0.96,0.24,5
Katsina,Danja,SMC,Giwa,august,1708,2024,2,-1,0.96,0.24,5
