,DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
757,Ganaye,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
758,Toungo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
759,Kurmi,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
760,Gashaka,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
761,Sardauna,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366,0.73362366
762,Takum,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643,0.340552643
763,Kwande,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896,0.681657896
764,Obanliku,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
765,Boki,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
766,Etung,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
767,Akamkpa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
768,Bakassi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
769,Akpabuyo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
770,Eti-Osa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
771,Ikorodu,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432
772,Kosofe,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136,0.621508136
773,Lagos Island,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714
774,Lagos Mainland,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992,0.771830992
